GCA_014169115.1_ASM1416911v1,plasmid_AD482,AP022075.1,125
GCA_013898915.1_ASM1389891v1,plasmid_AA380,CP057803.1,31
GCA_013898915.1_ASM1389891v1,plasmid_AA380,CP057802.1,70
GCA_013898915.1_ASM1389891v1,plasmid_AA380,CP057802.1,70
GCA_013898915.1_ASM1389891v1,plasmid_AA380,CP057802.1,70
GCA_013898915.1_ASM1389891v1,plasmid_AA380,CP057802.1,70
GCA_013898915.1_ASM1389891v1,plasmid_AA380,CP057802.1,72
GCA_013898915.1_ASM1389891v1,plasmid_AA380,CP057802.1,72
GCA_013898915.1_ASM1389891v1,plasmid_AG659,CP057802.1,53
GCA_013898915.1_ASM1389891v1,plasmid_AG659,CP057802.1,62
GCA_013898915.1_ASM1389891v1,plasmid_AG659,CP057802.1,62
GCA_013898915.1_ASM1389891v1,plasmid_AG659,CP057802.1,62
GCA_013898915.1_ASM1389891v1,plasmid_AG659,CP057802.1,74
GCA_013898915.1_ASM1389891v1,plasmid_AG659,CP057802.1,74
GCA_013729535.1_ASM1372953v1,plasmid_AA735,CP056283.1,29
GCA_013729535.1_ASM1372953v1,plasmid_AA735,CP056283.1,31
GCA_013729535.1_ASM1372953v1,plasmid_AA735,CP056283.1,48
GCA_013729535.1_ASM1372953v1,plasmid_AA735,CP056282.1,59
GCA_013729535.1_ASM1372953v1,plasmid_AA735,CP056282.1,59
GCA_013729535.1_ASM1372953v1,plasmid_AA735,CP056282.1,59
GCA_013729535.1_ASM1372953v1,plasmid_AA735,CP056282.1,59
GCA_013751495.1_ASM1375149v1,plasmid_AA304,CP056585.1,21
GCA_013751495.1_ASM1375149v1,plasmid_AE638,CP056585.1,40
GCA_013751495.1_ASM1375149v1,plasmid_AE638,CP056585.1,55
GCA_013751495.1_ASM1375149v1,plasmid_AE638,CP056585.1,55
GCA_014131655.1_ASM1413165v1,plasmid_AA977,CP048874.1,40
GCA_013890395.1_ASM1389039v1,plasmid_AA304,CP057622.1,28
GCA_013890395.1_ASM1389039v1,plasmid_AA304,CP057622.1,38
GCA_013890395.1_ASM1389039v1,plasmid_AA304,CP057622.1,48
GCA_013890395.1_ASM1389039v1,plasmid_AA304,CP057622.1,58
GCA_013890395.1_ASM1389039v1,plasmid_AA304,CP057622.1,76
GCA_013890395.1_ASM1389039v1,plasmid_AA304,CP057621.1,90
GCA_013890395.1_ASM1389039v1,plasmid_AA304,CP057622.1,90
GCA_013890395.1_ASM1389039v1,plasmid_AA304,CP057622.1,90
GCA_013890395.1_ASM1389039v1,plasmid_AA304,CP057621.1,90
GCA_013890395.1_ASM1389039v1,plasmid_AA304,CP057621.1,90
GCA_013890395.1_ASM1389039v1,plasmid_AA304,CP057621.1,94
GCA_013890395.1_ASM1389039v1,plasmid_AA304,CP057621.1,94
GCA_013890395.1_ASM1389039v1,plasmid_AA304,CP057621.1,94
GCA_013890395.1_ASM1389039v1,plasmid_AA304,CP057621.1,94
GCA_013890395.1_ASM1389039v1,plasmid_AA304,CP057622.1,94
GCA_013890395.1_ASM1389039v1,plasmid_AB442,CP057625.1,59
GCA_013890395.1_ASM1389039v1,plasmid_AF232,CP057621.1,88
GCA_013890395.1_ASM1389039v1,plasmid_AC509,CP057624.1,57
GCA_013890395.1_ASM1389039v1,plasmid_AA378,CP057623.1,20
GCA_013795065.1_ASM1379506v1,plasmid_AA038,CP056866.1,30
GCA_013795065.1_ASM1379506v1,plasmid_AA038,CP056866.1,67
GCA_013795065.1_ASM1379506v1,plasmid_novel_943f8628c9820bec9a9c6ffc92babcf9,CP056865.1,58
GCA_013795065.1_ASM1379506v1,plasmid_novel_943f8628c9820bec9a9c6ffc92babcf9,CP056865.1,59
GCA_013795065.1_ASM1379506v1,plasmid_novel_943f8628c9820bec9a9c6ffc92babcf9,CP056865.1,61
GCA_013795065.1_ASM1379506v1,plasmid_novel_943f8628c9820bec9a9c6ffc92babcf9,CP056865.1,62
GCA_013795065.1_ASM1379506v1,plasmid_novel_943f8628c9820bec9a9c6ffc92babcf9,CP056865.1,62
GCA_013795065.1_ASM1379506v1,plasmid_novel_943f8628c9820bec9a9c6ffc92babcf9,CP056865.1,63
GCA_013795065.1_ASM1379506v1,plasmid_novel_943f8628c9820bec9a9c6ffc92babcf9,CP056865.1,68
GCA_013795065.1_ASM1379506v1,plasmid_novel_943f8628c9820bec9a9c6ffc92babcf9,CP056865.1,72
GCA_013795065.1_ASM1379506v1,plasmid_novel_943f8628c9820bec9a9c6ffc92babcf9,CP056865.1,73
GCA_013795065.1_ASM1379506v1,plasmid_novel_943f8628c9820bec9a9c6ffc92babcf9,CP056865.1,78
GCA_013795065.1_ASM1379506v1,plasmid_novel_943f8628c9820bec9a9c6ffc92babcf9,CP056865.1,78
GCA_013795065.1_ASM1379506v1,plasmid_novel_943f8628c9820bec9a9c6ffc92babcf9,CP056865.1,79
GCA_013795065.1_ASM1379506v1,plasmid_novel_943f8628c9820bec9a9c6ffc92babcf9,CP056865.1,79
GCA_013795065.1_ASM1379506v1,plasmid_novel_943f8628c9820bec9a9c6ffc92babcf9,CP056865.1,85
GCA_013795065.1_ASM1379506v1,plasmid_novel_943f8628c9820bec9a9c6ffc92babcf9,CP056865.1,85
GCA_013795065.1_ASM1379506v1,plasmid_novel_943f8628c9820bec9a9c6ffc92babcf9,CP056865.1,85
GCA_013795065.1_ASM1379506v1,plasmid_novel_943f8628c9820bec9a9c6ffc92babcf9,CP056865.1,87
GCA_013795065.1_ASM1379506v1,plasmid_AG400,CP056865.1,46
GCA_013795065.1_ASM1379506v1,plasmid_AG400,CP056865.1,55
GCA_013795065.1_ASM1379506v1,plasmid_AG400,CP056865.1,77
GCA_013795065.1_ASM1379506v1,plasmid_AG400,CP056865.1,81
GCA_013795065.1_ASM1379506v1,plasmid_AG400,CP056865.1,81
GCA_013795065.1_ASM1379506v1,plasmid_AG400,CP056865.1,86
GCA_013795065.1_ASM1379506v1,plasmid_AG400,CP056865.1,86
GCA_013795065.1_ASM1379506v1,plasmid_AG400,CP056865.1,86
GCA_013795065.1_ASM1379506v1,plasmid_AG400,CP056865.1,86
GCA_013795065.1_ASM1379506v1,plasmid_AG400,CP056865.1,86
GCA_013795065.1_ASM1379506v1,plasmid_AG400,CP056865.1,86
GCA_013795065.1_ASM1379506v1,plasmid_AG400,CP056865.1,86
GCA_013795065.1_ASM1379506v1,plasmid_AG400,CP056865.1,86
GCA_013795065.1_ASM1379506v1,plasmid_AG400,CP056865.1,86
GCA_013795065.1_ASM1379506v1,plasmid_AG400,CP056865.1,86
GCA_013893495.1_ASM1389349v1,plasmid_AF232,CP057677.1,46
GCA_013893495.1_ASM1389349v1,plasmid_AF232,CP057677.1,52
GCA_013893495.1_ASM1389349v1,plasmid_AB448,CP057679.1,38
GCA_013893495.1_ASM1389349v1,plasmid_AB239,CP057680.1,41
GCA_013899145.1_ASM1389914v1,plasmid_AA474,CP057846.1,19
GCA_013899145.1_ASM1389914v1,plasmid_AA474,CP057844.1,97
GCA_013899145.1_ASM1389914v1,plasmid_AA474,CP057843.1,97
GCA_013899145.1_ASM1389914v1,plasmid_AA474,CP057844.1,104
GCA_013899145.1_ASM1389914v1,plasmid_AA474,CP057844.1,104
GCA_013899145.1_ASM1389914v1,plasmid_AE638,CP057844.1,63
GCA_013899145.1_ASM1389914v1,plasmid_AE638,CP057844.1,77
GCA_013899145.1_ASM1389914v1,plasmid_AE638,CP057844.1,80
GCA_013899145.1_ASM1389914v1,plasmid_AF232,CP057843.1,78
GCA_013899145.1_ASM1389914v1,plasmid_AC509,CP057847.1,73
GCA_013899145.1_ASM1389914v1,plasmid_AA979,CP057848.1,74
GCA_013899145.1_ASM1389914v1,plasmid_AA378,CP057845.1,41
GCA_013899145.1_ASM1389914v1,plasmid_AA378,CP057845.1,45
GCA_013899145.1_ASM1389914v1,plasmid_AA378,CP057845.1,62
GCA_013899145.1_ASM1389914v1,plasmid_AA378,CP057845.1,76
GCA_013899145.1_ASM1389914v1,plasmid_AA378,CP057843.1,96
GCA_013899145.1_ASM1389914v1,plasmid_AA378,CP057843.1,96
GCA_013899145.1_ASM1389914v1,plasmid_AA378,CP057843.1,96
GCA_013899145.1_ASM1389914v1,plasmid_AA378,CP057843.1,96
GCA_013899145.1_ASM1389914v1,plasmid_AA378,CP057843.1,96
GCA_013899145.1_ASM1389914v1,plasmid_AA378,CP057845.1,96
GCA_013899145.1_ASM1389914v1,plasmid_AA378,CP057843.1,96
GCA_013899145.1_ASM1389914v1,plasmid_AA378,CP057843.1,96
GCA_013899145.1_ASM1389914v1,plasmid_AA378,CP057844.1,96
GCA_013899145.1_ASM1389914v1,plasmid_AA378,CP057843.1,99
GCA_013899145.1_ASM1389914v1,plasmid_AA378,CP057845.1,99
GCA_013899145.1_ASM1389914v1,plasmid_AA175,CP057844.1,31
GCA_013899145.1_ASM1389914v1,plasmid_AA175,CP057844.1,51
GCA_013899145.1_ASM1389914v1,plasmid_AA175,CP057844.1,82
GCA_013899145.1_ASM1389914v1,plasmid_AA175,CP057844.1,89
GCA_013899145.1_ASM1389914v1,plasmid_AA175,CP057843.1,98
GCA_013899145.1_ASM1389914v1,plasmid_AA175,CP057843.1,98
GCA_013899145.1_ASM1389914v1,plasmid_AA175,CP057843.1,98
GCA_013899145.1_ASM1389914v1,plasmid_AA175,CP057843.1,98
GCA_013797045.1_ASM1379704v1,plasmid_AA378,CP056895.1,20
GCA_013797045.1_ASM1379704v1,plasmid_AA378,CP056895.1,53
GCA_013797045.1_ASM1379704v1,plasmid_AA378,CP056894.1,56
GCA_013592195.1_ASM1359219v1,plasmid_AC247,CP055625.1,60
GCA_013592195.1_ASM1359219v1,plasmid_AC247,CP055625.1,62
GCA_013592195.1_ASM1359219v1,plasmid_AA304,CP055627.1,54
GCA_013592195.1_ASM1359219v1,plasmid_AA304,CP055627.1,57
GCA_013592195.1_ASM1359219v1,plasmid_AA304,CP055625.1,61
GCA_013592195.1_ASM1359219v1,plasmid_AA304,CP055627.1,74
GCA_013592195.1_ASM1359219v1,plasmid_AA304,CP055625.1,74
GCA_013592195.1_ASM1359219v1,plasmid_AA304,CP055627.1,76
GCA_013592195.1_ASM1359219v1,plasmid_AA304,CP055627.1,86
GCA_013592195.1_ASM1359219v1,plasmid_AA304,CP055625.1,89
GCA_013592195.1_ASM1359219v1,plasmid_AA304,CP055625.1,95
GCA_013592195.1_ASM1359219v1,plasmid_AA304,CP055625.1,102
GCA_013592195.1_ASM1359219v1,plasmid_AA304,CP055624.1,102
GCA_013592195.1_ASM1359219v1,plasmid_AA304,CP055624.1,103
GCA_013592195.1_ASM1359219v1,plasmid_AA304,CP055627.1,123
GCA_013592195.1_ASM1359219v1,plasmid_AA304,CP055625.1,123
GCA_013592195.1_ASM1359219v1,plasmid_AA304,CP055627.1,123
GCA_013592195.1_ASM1359219v1,plasmid_AA304,CP055627.1,123
GCA_013592195.1_ASM1359219v1,plasmid_AA674,CP055629.1,80
GCA_013592195.1_ASM1359219v1,plasmid_AB002,CP055626.1,35
GCA_013592195.1_ASM1359219v1,plasmid_AB002,CP055626.1,43
GCA_013592195.1_ASM1359219v1,plasmid_AB002,CP055624.1,109
GCA_013592195.1_ASM1359219v1,plasmid_AB002,CP055626.1,109
GCA_013592195.1_ASM1359219v1,plasmid_AC621,CP055628.1,39
GCA_013592195.1_ASM1359219v1,plasmid_AC621,CP055628.1,113
GCA_013592195.1_ASM1359219v1,plasmid_AC621,CP055625.1,115
GCA_013592195.1_ASM1359219v1,plasmid_AC621,CP055624.1,115
GCA_013592195.1_ASM1359219v1,plasmid_AA372,CP055625.1,56
GCA_013592195.1_ASM1359219v1,plasmid_AA372,CP055625.1,71
GCA_013592195.1_ASM1359219v1,plasmid_AA372,CP055625.1,75
GCA_013592195.1_ASM1359219v1,plasmid_AA372,CP055625.1,87
GCA_013592195.1_ASM1359219v1,plasmid_AA372,CP055625.1,87
GCA_013592195.1_ASM1359219v1,plasmid_AA372,CP055625.1,87
GCA_013592195.1_ASM1359219v1,plasmid_AG799,CP055625.1,79
GCA_014108945.1_ASM1410894v1,plasmid_AA474,CP058016.1,26
GCA_014108945.1_ASM1410894v1,plasmid_AA474,CP058016.1,28
GCA_014108945.1_ASM1410894v1,plasmid_AA474,CP058016.1,48
GCA_014108945.1_ASM1410894v1,plasmid_AA474,CP058015.1,64
GCA_014108945.1_ASM1410894v1,plasmid_AA474,CP058016.1,64
GCA_014108945.1_ASM1410894v1,plasmid_AA474,CP058014.1,65
GCA_014108945.1_ASM1410894v1,plasmid_AA474,CP058014.1,65
GCA_014108945.1_ASM1410894v1,plasmid_AA474,CP058014.1,65
GCA_014108945.1_ASM1410894v1,plasmid_AA474,CP058015.1,66
GCA_014108945.1_ASM1410894v1,plasmid_AA474,CP058014.1,66
GCA_014108945.1_ASM1410894v1,plasmid_AA474,CP058014.1,66
GCA_014108945.1_ASM1410894v1,plasmid_AA474,CP058015.1,68
GCA_014108945.1_ASM1410894v1,plasmid_AA474,CP058015.1,69
GCA_014108945.1_ASM1410894v1,plasmid_AA474,CP058016.1,69
GCA_014108945.1_ASM1410894v1,plasmid_AA302,CP058015.1,30
GCA_014108945.1_ASM1410894v1,plasmid_AA302,CP058015.1,34
GCA_014108945.1_ASM1410894v1,plasmid_AA302,CP058015.1,42
GCA_014108945.1_ASM1410894v1,plasmid_AF232,CP058014.1,56
GCA_014108945.1_ASM1410894v1,plasmid_AF232,CP058014.1,57
GCA_014108945.1_ASM1410894v1,plasmid_AF232,CP058014.1,59
GCA_014108945.1_ASM1410894v1,plasmid_AB233,CP058017.1,32
GCA_013895455.1_ASM1389545v1,plasmid_AA998,CP057714.1,12
GCA_013895455.1_ASM1389545v1,plasmid_AA998,CP057714.1,25
GCA_013895455.1_ASM1389545v1,plasmid_AA998,CP057714.1,45
GCA_013895455.1_ASM1389545v1,plasmid_AA998,CP057714.1,48
GCA_013895455.1_ASM1389545v1,plasmid_AA998,CP057714.1,49
GCA_013895455.1_ASM1389545v1,plasmid_AA998,CP057714.1,55
GCA_013895455.1_ASM1389545v1,plasmid_AA998,CP057713.1,64
GCA_013895455.1_ASM1389545v1,plasmid_AA998,CP057713.1,64
GCA_013895455.1_ASM1389545v1,plasmid_AA998,CP057713.1,64
GCA_013895455.1_ASM1389545v1,plasmid_AA998,CP057713.1,64
GCA_013895455.1_ASM1389545v1,plasmid_AA998,CP057713.1,64
GCA_013895455.1_ASM1389545v1,plasmid_AA998,CP057714.1,65
GCA_013895455.1_ASM1389545v1,plasmid_AA998,CP057714.1,65
GCA_013895455.1_ASM1389545v1,plasmid_AA998,CP057714.1,67
GCA_013895455.1_ASM1389545v1,plasmid_AA998,CP057714.1,68
GCA_013895455.1_ASM1389545v1,plasmid_AA749,CP057716.1,21
GCA_013895455.1_ASM1389545v1,plasmid_AE197,CP057715.1,29
GCA_013895455.1_ASM1389545v1,plasmid_AE197,CP057715.1,41
GCA_013895455.1_ASM1389545v1,plasmid_AE197,CP057715.1,56
GCA_013895455.1_ASM1389545v1,plasmid_AE197,CP057715.1,58
GCA_014169395.1_ASM1416939v1,plasmid_AB713,AP022159.1,55
GCA_014169395.1_ASM1416939v1,plasmid_AB713,AP022159.1,63
GCA_014169395.1_ASM1416939v1,plasmid_AB713,AP022159.1,64
GCA_014169395.1_ASM1416939v1,plasmid_AB713,AP022159.1,80
GCA_014169395.1_ASM1416939v1,plasmid_AB713,AP022159.1,80
GCA_014169395.1_ASM1416939v1,plasmid_AB713,AP022159.1,86
GCA_014169395.1_ASM1416939v1,plasmid_AB713,AP022159.1,86
GCA_014169395.1_ASM1416939v1,plasmid_AD312,AP022159.1,59
GCA_014169395.1_ASM1416939v1,plasmid_AD312,AP022159.1,60
GCA_014169395.1_ASM1416939v1,plasmid_AD312,AP022159.1,66
GCA_014169395.1_ASM1416939v1,plasmid_AD312,AP022159.1,66
GCA_014169395.1_ASM1416939v1,plasmid_AA474,AP022160.1,30
GCA_014169395.1_ASM1416939v1,plasmid_AA474,AP022160.1,36
GCA_014169395.1_ASM1416939v1,plasmid_AA474,AP022160.1,49
GCA_014169395.1_ASM1416939v1,plasmid_AA474,AP022159.1,78
GCA_014169395.1_ASM1416939v1,plasmid_AA474,AP022159.1,78
GCA_014169395.1_ASM1416939v1,plasmid_AA474,AP022159.1,81
GCA_014169395.1_ASM1416939v1,plasmid_AA474,AP022159.1,81
GCA_014169395.1_ASM1416939v1,plasmid_AA474,AP022159.1,87
GCA_014169395.1_ASM1416939v1,plasmid_AA474,AP022159.1,87
GCA_011849985.2_ASM1184998v2,plasmid_AA345,CP058234.1,39
GCA_011849985.2_ASM1184998v2,plasmid_AA345,CP058234.1,53
GCA_011849985.2_ASM1184998v2,plasmid_AA345,CP058234.1,59
GCA_011849985.2_ASM1184998v2,plasmid_AA345,CP058234.1,84
GCA_011849985.2_ASM1184998v2,plasmid_AA345,CP058234.1,90
GCA_011849985.2_ASM1184998v2,plasmid_AA345,CP058234.1,93
GCA_011849985.2_ASM1184998v2,plasmid_AD672,CP058233.1,57
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,15
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,33
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,36
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,64
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,66
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,71
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,76
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,83
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057270.1,86
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057270.1,86
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057270.1,86
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057270.1,86
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057270.1,86
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057270.1,87
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057270.1,87
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057270.1,87
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,93
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,93
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,94
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,95
GCA_011843745.2_ASM1184374v2,plasmid_AA345,CP058232.1,37
GCA_011843745.2_ASM1184374v2,plasmid_AA345,CP058232.1,40
GCA_011843745.2_ASM1184374v2,plasmid_AA345,CP058232.1,75
GCA_011843745.2_ASM1184374v2,plasmid_AA345,CP058232.1,81
GCA_013832525.1_ASM1383252v1,plasmid_AA749,CP057434.1,31
GCA_013832525.1_ASM1383252v1,plasmid_AA378,CP057433.1,19
GCA_013832525.1_ASM1383252v1,plasmid_AA378,CP057432.1,72
GCA_013832525.1_ASM1383252v1,plasmid_AA378,CP057432.1,72
GCA_013752075.1_ASM1375207v1,plasmid_AC315,CP056606.1,60
GCA_013752075.1_ASM1375207v1,plasmid_AC315,CP056606.1,73
GCA_013752075.1_ASM1375207v1,plasmid_AC315,CP056606.1,81
GCA_013752075.1_ASM1375207v1,plasmid_AC315,CP056604.1,88
GCA_013752075.1_ASM1375207v1,plasmid_AC315,CP056604.1,99
GCA_013752075.1_ASM1375207v1,plasmid_AC315,CP056605.1,99
GCA_013752075.1_ASM1375207v1,plasmid_AC315,CP056604.1,99
GCA_013752075.1_ASM1375207v1,plasmid_AC315,CP056604.1,99
GCA_013752075.1_ASM1375207v1,plasmid_AA474,CP056606.1,33
GCA_013752075.1_ASM1375207v1,plasmid_AA474,CP056607.1,67
GCA_013752075.1_ASM1375207v1,plasmid_AA474,CP056606.1,74
GCA_013752075.1_ASM1375207v1,plasmid_AA474,CP056606.1,77
GCA_013752075.1_ASM1375207v1,plasmid_AA474,CP056607.1,89
GCA_013752075.1_ASM1375207v1,plasmid_AA474,CP056606.1,89
GCA_013752075.1_ASM1375207v1,plasmid_AA474,CP056607.1,90
GCA_013752075.1_ASM1375207v1,plasmid_AA474,CP056606.1,90
GCA_013752075.1_ASM1375207v1,plasmid_AA474,CP056606.1,93
GCA_013752075.1_ASM1375207v1,plasmid_AA474,CP056606.1,104
GCA_013752075.1_ASM1375207v1,plasmid_AA334,CP056605.1,45
GCA_013752075.1_ASM1375207v1,plasmid_AA334,CP056605.1,65
GCA_013752075.1_ASM1375207v1,plasmid_AA334,CP056604.1,79
GCA_013752075.1_ASM1375207v1,plasmid_AA334,CP056605.1,79
GCA_013752075.1_ASM1375207v1,plasmid_AA334,CP056605.1,87
GCA_013752075.1_ASM1375207v1,plasmid_AA282,CP056607.1,32
GCA_013752075.1_ASM1375207v1,plasmid_AA282,CP056607.1,78
GCA_013752075.1_ASM1375207v1,plasmid_AA282,CP056607.1,92
GCA_013752075.1_ASM1375207v1,plasmid_AA282,CP056607.1,95
GCA_013752075.1_ASM1375207v1,plasmid_AA282,CP056606.1,95
GCA_013752075.1_ASM1375207v1,plasmid_AA336,CP056605.1,36
GCA_013752075.1_ASM1375207v1,plasmid_AA336,CP056604.1,82
GCA_012849755.1_ASM1284975v1,plasmid_novel_fe591f59b848ecaa962c4945bfb835f6,CP051631.1,78
GCA_012849755.1_ASM1284975v1,plasmid_novel_fe591f59b848ecaa962c4945bfb835f6,CP051631.1,100
GCA_012849755.1_ASM1284975v1,plasmid_novel_fe591f59b848ecaa962c4945bfb835f6,CP051631.1,100
GCA_012849755.1_ASM1284975v1,plasmid_novel_fe591f59b848ecaa962c4945bfb835f6,CP051632.1,101
GCA_012849755.1_ASM1284975v1,plasmid_novel_fe591f59b848ecaa962c4945bfb835f6,CP051631.1,103
GCA_012849755.1_ASM1284975v1,plasmid_novel_fe591f59b848ecaa962c4945bfb835f6,CP051631.1,103
GCA_012849755.1_ASM1284975v1,plasmid_AF232,CP051631.1,71
GCA_012849755.1_ASM1284975v1,plasmid_AF232,CP051631.1,91
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,67
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,69
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,72
GCA_013893695.1_ASM1389369v1,plasmid_AA747,CP057685.1,17
GCA_013893695.1_ASM1389369v1,plasmid_AA747,CP057684.1,50
GCA_013893695.1_ASM1389369v1,plasmid_AA747,CP057684.1,50
GCA_013893695.1_ASM1389369v1,plasmid_AA747,CP057684.1,50
GCA_013893695.1_ASM1389369v1,plasmid_AA747,CP057684.1,50
GCA_013893695.1_ASM1389369v1,plasmid_AF232,CP057684.1,40
GCA_013893695.1_ASM1389369v1,plasmid_AF232,CP057684.1,41
GCA_013752295.1_ASM1375229v1,plasmid_AF232,CP056618.1,75
GCA_013752295.1_ASM1375229v1,plasmid_AA378,CP056619.1,15
GCA_013742135.1_ASM1374213v1,plasmid_AB044,CP056613.1,81
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,56
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,62
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,66
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,70
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,71
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,75
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,76
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,83
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,89
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056613.1,96
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,96
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,104
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,118
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056613.1,119
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,119
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056613.1,119
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056613.1,130
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,130
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,130
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,133
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056615.1,133
GCA_013742135.1_ASM1374213v1,plasmid_AF232,CP056613.1,72
GCA_013742135.1_ASM1374213v1,plasmid_AF232,CP056613.1,79
GCA_013742135.1_ASM1374213v1,plasmid_AA579,CP056616.1,88
GCA_013742135.1_ASM1374213v1,plasmid_AA282,CP056615.1,23
GCA_013742135.1_ASM1374213v1,plasmid_AA282,CP056615.1,61
GCA_013742135.1_ASM1374213v1,plasmid_AA282,CP056614.1,91
GCA_013742135.1_ASM1374213v1,plasmid_AA282,CP056614.1,91
GCA_013742135.1_ASM1374213v1,plasmid_AA282,CP056614.1,99
GCA_013742135.1_ASM1374213v1,plasmid_AA282,CP056614.1,99
GCA_013742135.1_ASM1374213v1,plasmid_AA282,CP056614.1,114
GCA_013742135.1_ASM1374213v1,plasmid_AA282,CP056613.1,114
GCA_013742135.1_ASM1374213v1,plasmid_AA282,CP056615.1,114
GCA_013742135.1_ASM1374213v1,plasmid_AB686,CP056617.1,115
GCA_013884735.1_ASM1388473v1,plasmid_AA304,CP057524.1,18
GCA_013884735.1_ASM1388473v1,plasmid_AA304,CP057523.1,58
GCA_013884735.1_ASM1388473v1,plasmid_AA304,CP057523.1,58
GCA_013884735.1_ASM1388473v1,plasmid_AA304,CP057524.1,58
GCA_013884735.1_ASM1388473v1,plasmid_AA304,CP057523.1,58
GCA_013900005.1_ASM1390000v1,plasmid_AA474,CP057944.1,25
GCA_013900005.1_ASM1390000v1,plasmid_AA474,CP057944.1,49
GCA_013900005.1_ASM1390000v1,plasmid_AA474,CP057944.1,63
GCA_013900005.1_ASM1390000v1,plasmid_AA474,CP057944.1,85
GCA_013900005.1_ASM1390000v1,plasmid_AA474,CP057943.1,85
GCA_013900005.1_ASM1390000v1,plasmid_AA474,CP057944.1,86
GCA_013900005.1_ASM1390000v1,plasmid_AA302,CP057943.1,31
GCA_013900005.1_ASM1390000v1,plasmid_AA302,CP057943.1,44
GCA_013900005.1_ASM1390000v1,plasmid_AA302,CP057943.1,45
GCA_013900005.1_ASM1390000v1,plasmid_AA302,CP057943.1,47
GCA_013900005.1_ASM1390000v1,plasmid_AA302,CP057943.1,53
GCA_013900005.1_ASM1390000v1,plasmid_AA302,CP057942.1,54
GCA_013900005.1_ASM1390000v1,plasmid_AA302,CP057943.1,54
GCA_013900005.1_ASM1390000v1,plasmid_AA302,CP057943.1,68
GCA_013900005.1_ASM1390000v1,plasmid_AA302,CP057943.1,74
GCA_013900005.1_ASM1390000v1,plasmid_novel_2d79a318a46dee1e7db61b55cfa2e816,CP057945.1,57
GCA_013740395.1_ASM1374039v1,plasmid_AB443,CP056450.1,72
GCA_013740395.1_ASM1374039v1,plasmid_AF098,CP056448.1,61
GCA_013740395.1_ASM1374039v1,plasmid_AF098,CP056446.1,68
GCA_013740395.1_ASM1374039v1,plasmid_AF098,CP056446.1,74
GCA_013740395.1_ASM1374039v1,plasmid_AF098,CP056446.1,82
GCA_013740395.1_ASM1374039v1,plasmid_AF098,CP056446.1,82
GCA_013740395.1_ASM1374039v1,plasmid_AF098,CP056446.1,82
GCA_013740395.1_ASM1374039v1,plasmid_AF098,CP056446.1,93
