"Sample","SPECIES","MLST-type","previously_failed","Total length","# contigs (>= 0 bp)","# contigs (>= 1000 bp)","# contigs (>= 5000 bp)","# contigs (>= 10000 bp)","# contigs (>= 25000 bp)","# contigs (>= 50000 bp)","Total length (>= 0 bp)","Total length (>= 1000 bp)","Total length (>= 5000 bp)","Total length (>= 10000 bp)","Total length (>= 25000 bp)","Total length (>= 50000 bp)","# contigs","Largest contig","GC (%)","N50","N75","L50","L75","# N's per 100 kbp"
"ECO-JSC-RGN-103778","ecoli","131.0",FALSE,5393565,144,115,85,75,50,34,5393565,5373170,5299206,5225501,4860017,4286645,144,303926,50.63,127094,60405,15,30,1.3
"ECO-JSC-RGN-105236","ecoli","223.0",FALSE,5394207,178,141,87,67,51,36,5394207,5368986,5236636,5094034,4832360,4271045,178,324220,50.53,107062,63756,16,32,6.27
"KLP-JSC-RGN-105201","kpneumoniae","15.0",FALSE,5407129,82,78,60,54,47,34,5407129,5404642,5358574,5315913,5192789,4726610,82,540449,57.35,153040,83433,12,24,5.07
"KLP-JSC-RGN-105200","kpneumoniae","15.0",FALSE,5410577,85,74,57,50,43,30,5410577,5403145,5362274,5314985,5190701,4725086,85,577026,57.35,157942,86477,10,21,3.33
"KLP-JSC-RGN-105184","kpneumoniae","307.0",FALSE,5414476,58,51,39,35,31,26,5414476,5409644,5383536,5356995,5298473,5134855,58,840416,57.33,303030,129710,7,14,5.93
"KLP-JSC-RGN-105198","kpneumoniae","846.0",FALSE,5415712,72,63,49,43,33,25,5415712,5409795,5375837,5333891,5152900,4889197,72,414282,57.22,242112,144470,9,16,4.93
"KLP-JSC-RGN-105180","kpneumoniae","25.0",FALSE,5416430,81,65,48,43,34,27,5416430,5404774,5362219,5329645,5173187,4886812,81,664305,57.39,211629,129241,9,18,3.64
"KLP-JSC-RGN-105178","kpneumoniae","25.0",FALSE,5416541,82,66,47,41,32,26,5416541,5404840,5359148,5321068,5165878,4909480,82,632669,57.39,220726,134508,8,16,5.59
"KLP-JSC-RGN-105185","kpneumoniae","307.0",FALSE,5417985,55,48,36,32,29,24,5417985,5413324,5387216,5360675,5317598,5150994,55,804421,57.34,251206,175147,7,13,4.1
"KLP-JSC-RGN-105183","kpneumoniae","307.0",FALSE,5420322,56,52,39,35,32,26,5420322,5417629,5387243,5360703,5317626,5109155,56,401201,57.34,259460,129607,8,15,3.76
"KLP-JSC-RGN-105181","kpneumoniae","307.0",FALSE,5421167,53,48,36,32,29,23,5421167,5417800,5391536,5364996,5321795,5118148,53,982879,57.34,332447,129786,6,12,5.42
"KLP-JSC-RGN-105187","kpneumoniae","307.0",FALSE,5423687,63,56,42,38,33,26,5423687,5419023,5388689,5362088,5270800,5023157,63,982352,57.33,251175,100071,7,15,3.98
"KLP-JSC-RGN-105182","kpneumoniae","307.0",FALSE,5423786,57,48,36,32,29,25,5423786,5417979,5391871,5365330,5322253,5185202,57,691553,57.34,303263,144045,7,14,5.46
"KLP-JSC-RGN-105172","kpneumoniae","307.0",FALSE,5426030,56,50,36,33,30,25,5426030,5421910,5390454,5371941,5326837,5154526,56,511416,57.34,224280,160583,7,15,7.98
"KLP-JSC-RGN-105199","kpneumoniae","15.0",FALSE,5455807,92,77,60,54,48,35,5455807,5444713,5402669,5362888,5259796,4769631,92,576857,57.28,138320,83331,11,24,2.8
"KLP-JSC-RGN-105202","kpneumoniae","15.0",FALSE,5457530,98,86,66,58,47,31,5457530,5449053,5403761,5348610,5162907,4536430,98,402058,57.28,153317,83856,12,24,2.03
"KLP-JSC-RGN-105168","kpneumoniae","152.0",FALSE,5460689,104,90,71,56,46,31,5460689,5451833,5399390,5283136,5113837,4603771,104,474849,57.15,129242,86477,12,25,5.2
"KLP-JSC-RGN-105167","kpneumoniae","152.0",FALSE,5464824,107,94,76,60,48,32,5464824,5456266,5405329,5282032,5057487,4516084,107,344493,57.15,127995,64715,12,26,2.78
"KLP-JSC-RGN-105169","kpneumoniae","152.0",FALSE,5467231,120,102,82,65,51,35,5467231,5454935,5398229,5265900,5017628,4476045,120,332026,57.14,125160,65757,15,29,5.21
"KLP-JSC-RGN-105190","kpneumoniae","307.0",FALSE,5469262,70,64,47,43,37,28,5469262,5465184,5424153,5396024,5282683,4946802,70,691683,57.28,170687,129241,9,18,5.81
"KLP-JSC-RGN-105195","kpneumoniae","307.0",FALSE,5487068,64,58,43,39,32,25,5487068,5483153,5450170,5422081,5311007,5073329,64,691478,57.27,200186,147618,9,16,5.67
"KLP-JSC-RGN-105194","kpneumoniae","17.0",FALSE,5491513,88,71,45,35,26,22,5491513,5479972,5419579,5347964,5202271,5076852,88,629625,57.27,262342,191421,8,13,8.96
"KLP-JSC-RGN-105186","kpneumoniae","307.0",FALSE,5494826,62,53,40,35,30,24,5494826,5488618,5460597,5428952,5344841,5128687,62,666488,57.24,307846,141351,7,14,3.88
"KLP-JSC-RGN-105179","kpneumoniae","25.0",FALSE,5505015,86,71,49,45,38,29,5505015,5495009,5441256,5413264,5294137,4906104,86,348918,57.35,212086,122333,11,19,9.03
"ECO-JSC-RGN-103695","ecoli","131.0",FALSE,5527563,153,122,85,70,42,30,5527563,5505347,5408922,5303631,4843554,4412333,153,332296,50.64,154496,65596,13,26,0.63
"KLP-JSC-RGN-105462","kpneumoniae","37.0",FALSE,5541085,54,47,41,40,36,31,5541085,5535644,5525002,5518663,5451968,5280402,54,366516,56.89,214428,124231,11,20,6.91
"KLP-JSC-RGN-105331","kpneumoniae","37.0",TRUE,5543697,130,119,102,93,68,35,5543697,5535207,5489661,5422723,5017277,3833801,130,338057,56.9,89289,46888,19,42,14.83
"KLP-JSC-RGN-105469","kpneumoniae","307.0",FALSE,5547292,67,60,46,43,38,33,5547292,5542710,5505328,5482929,5391678,5209773,67,491752,57.26,179442,103650,11,20,9.37
"KLP-JSC-RGN-105338","kpneumoniae","307.0",TRUE,5549383,143,129,107,92,68,44,5549383,5539842,5479533,5372210,4976387,4089160,143,211701,57.26,76190,48165,24,46,10.94
"KLP-JSC-RGN-105470","kpneumoniae","307.0",FALSE,5549907,55,50,38,37,33,25,5549907,5546539,5514549,5508760,5437411,5131852,55,837935,57.26,364895,122550,6,14,10
"KLP-JSC-RGN-105339","kpneumoniae","307.0",TRUE,5551041,162,144,122,106,70,38,5551041,5538893,5478739,5360597,4755536,3621216,162,303492,57.27,70195,37253,24,51,13.42
"ECO-JSC-RGN-103737","ecoli","131.0",FALSE,5603695,217,159,95,76,45,32,5603695,5562871,5408432,5277297,4797573,4363509,217,342561,50.47,129553,58872,13,29,121.69
"KLP-JSC-RGN-105171","kpneumoniae","437.0",FALSE,5634002,87,79,51,47,40,33,5634002,5629231,5567019,5539834,5415403,5158683,87,302212,56.89,170193,117609,13,23,9.16
"KLP-JSC-RGN-105460","kpneumoniae","513.0",FALSE,5637263,100,87,69,56,41,32,5637263,5628956,5580068,5481441,5235942,4892243,100,750499,57.06,159060,86639,11,23,9.15
"KLP-JSC-RGN-105329","kpneumoniae","513.0",TRUE,5642850,154,138,114,92,70,44,5642850,5631703,5566687,5402438,5093241,4188011,154,244586,57.07,80701,48138,22,45,8.33
"KLP-JSC-RGN-105191","kpneumoniae","48.0",FALSE,5645696,89,74,59,53,42,31,5645696,5635966,5596724,5550878,5335332,4952486,89,705000,57.16,189415,88982,9,21,9.42
"KLP-JSC-RGN-105193","kpneumoniae","48.0",FALSE,5647406,72,63,50,44,37,27,5647406,5641342,5608098,5560595,5441044,5079142,72,856198,57.15,225173,123325,8,16,8.25
"KLP-JSC-RGN-105189","kpneumoniae","48.0",FALSE,5649519,69,61,50,45,39,27,5649519,5644026,5619829,5581085,5470019,4996870,69,514341,57.15,216926,119933,9,17,10.18
"KLP-JSC-RGN-105188","kpneumoniae","405.0",FALSE,5661436,57,52,41,39,34,29,5661436,5657961,5631053,5616001,5533739,5348742,57,551064,57.08,211726,140288,9,18,3.62
"KLP-JSC-RGN-105175","kpneumoniae","405.0",FALSE,5668452,58,53,40,38,34,26,5668452,5664899,5636181,5623688,5550753,5265327,58,527372,57.08,261671,140799,8,16,5.2
"KLP-JSC-RGN-105173","kpneumoniae","405.0",FALSE,5693262,64,60,45,41,33,24,5693262,5690116,5651635,5622023,5463185,5133191,64,527622,57.04,245345,150087,8,15,2.74
"ECO-JSC-RGN-105294","ecoli","-",TRUE,5695036,313,196,94,72,51,32,5695036,5611772,5393501,5238594,4895368,4218013,313,371818,51.75,126630,48674,15,34,1.56
"KLP-JSC-RGN-105174","kpneumoniae","405.0",FALSE,5695651,61,57,42,38,33,28,5695651,5692660,5652274,5623128,5524409,5342251,61,527439,57.04,232142,140799,9,16,3.2
"KLP-JSC-RGN-105176","kpneumoniae","405.0",FALSE,5696508,62,55,41,37,33,24,5696508,5691848,5655848,5626702,5552353,5200460,62,547778,57.04,245299,141304,8,15,2.76
"KLP-JSC-RGN-105177","kpneumoniae","405.0",FALSE,5704149,68,62,46,42,36,29,5704149,5700130,5659274,5631644,5518444,5256920,68,527531,57.05,212990,132299,10,18,4.7
"KLP-JSC-RGN-105461","kpneumoniae","360.0",FALSE,5705345,71,61,51,49,41,34,5705345,5698393,5675489,5662438,5505067,5222075,71,337612,57.22,163172,107837,12,23,8.75
"KLP-JSC-RGN-105330","kpneumoniae","-",TRUE,5708479,146,133,118,108,77,43,5708479,5698876,5661187,5591877,5045726,3793099,146,262034,57.23,72659,42011,27,54,9.41
"KLP-JSC-RGN-105466","kpneumoniae","405.0",FALSE,5723253,59,56,43,40,37,28,5723253,5721315,5691134,5669824,5614587,5322491,59,560887,56.99,237451,118580,9,17,3.15
"KLP-JSC-RGN-105463","kpneumoniae","405.0",FALSE,5723730,63,56,43,41,37,27,5723730,5719137,5691895,5676197,5602424,5230132,63,577778,56.99,214719,110273,8,16,4.05
"KLP-JSC-RGN-105464","kpneumoniae","405.0",FALSE,5726543,59,53,41,38,34,27,5726543,5722782,5699435,5678124,5605456,5359767,59,810483,57,253664,140978,7,15,8.02
"KLP-JSC-RGN-105335","kpneumoniae","405.0",TRUE,5728848,112,106,88,82,62,42,5728848,5724985,5672229,5626968,5257174,4622632,112,257099,57.01,104871,62664,19,37,8.22
"KLP-JSC-RGN-105332","kpneumoniae","405.0",TRUE,5732456,146,134,109,97,74,40,5732456,5724907,5659445,5574680,5222544,4050651,146,270204,57.01,80565,40407,22,46,11.25
"KLP-JSC-RGN-105333","kpneumoniae","405.0",TRUE,5735141,146,139,116,101,74,42,5735141,5730279,5674409,5554285,5096172,3879464,146,227867,57.01,76457,43440,26,52,15.26
"KLP-JSC-RGN-105465","kpneumoniae","405.0",FALSE,5762290,71,63,52,48,44,35,5762290,5756937,5730183,5699971,5632070,5316541,71,315131,56.93,200868,95280,12,22,7.58
"KLP-JSC-RGN-105334","kpneumoniae","405.0",TRUE,5765701,148,139,119,105,76,40,5765701,5759329,5708738,5597182,5101934,3758125,148,361253,56.93,67686,40098,26,53,9.52
"KLP-JSC-RGN-105459","kpneumoniae","360.0",FALSE,5804359,80,67,53,48,38,30,5804359,5795537,5763038,5730734,5553887,5282795,80,442922,57.13,220312,116693,10,19,5.38
"KLP-JSC-RGN-105166","kpneumoniae","45.0",FALSE,5807920,129,105,68,60,50,36,5807920,5792276,5710764,5655302,5476850,4971885,129,357690,57.08,145690,82218,14,27,4.63
"KLP-JSC-RGN-105328","kpneumoniae","-",TRUE,5808202,163,151,124,108,71,41,5808202,5799088,5730146,5618341,4981261,3962989,163,192063,57.13,84927,38138,24,51,10.57
"ECO-JSC-RGN-105440","kpneumoniae","45.0",FALSE,5815479,129,102,65,58,50,38,5815479,5797963,5727268,5676941,5524359,5069355,129,358019,57.08,152113,82003,14,28,11.85
"ECO-JSC-RGN-105281","kpneumoniae","45.0",TRUE,5818791,216,190,147,122,81,45,5818791,5801181,5705155,5509740,4806021,3520109,216,139635,57.1,59834,34257,35,66,9.38
"KLP-JSC-RGN-105197","kpneumoniae","405.0",FALSE,5854060,66,58,46,42,36,29,5854060,5848628,5821374,5795483,5677013,5415465,66,486766,56.62,228952,127618,10,18,4.3
"KLP-JSC-RGN-105196","kpneumoniae","405.0",FALSE,5858757,66,55,41,39,35,25,5858757,5851025,5819069,5806811,5733551,5337332,66,872789,56.61,293893,148156,7,14,3.45
"KLP-JSC-RGN-105336","kpneumoniae","-",TRUE,6021055,287,250,181,136,84,36,6021055,5993906,5814332,5480243,4589205,2921105,287,153125,57.03,46318,26393,38,82,10.68
"KLP-JSC-RGN-105467","kpneumoniae","-",FALSE,6063519,161,132,91,69,49,36,6063519,6042949,5940436,5782956,5424415,4937346,161,366790,57.03,127359,73948,16,31,16.44
"PSA-JSC-RGN-105473","paeruginosa","-",FALSE,7126509,220,207,172,149,94,47,7126509,7117567,7031153,6857146,5953673,4206631,220,212300,65.63,58104,35155,36,74,22.28
"UNK-JSC-RGN-105341","kpneumoniae","11.0",TRUE,7293022,653,479,287,189,87,31,7293022,7170165,6666441,5978785,4329164,2346146,653,145074,59.14,32410,14381,64,148,15.25
"KLP-JSC-RGN-105340","kpneumoniae","-",TRUE,9849960,528,487,367,276,133,39,9849960,9821902,9484188,8793127,6431532,3121755,528,183598,54.24,35632,19673,83,176,11.81
"ECO-JSC-RGN-105246","ecoli","2450.0",TRUE,10042266,490,427,304,243,141,60,10042266,9998202,9682382,9236971,7610741,4747399,490,171419,52.94,47599,25884,66,138,9.26
"ECO-JSC-RGN-105254","smaltophilia","94.0",TRUE,10133641,465,433,285,198,73,35,10133641,10112132,9714915,9069251,6941009,5689671,465,524261,58.43,67602,20817,25,102,21.6
"ECO-JSC-RGN-105453","smaltophilia","94.0",FALSE,10193884,381,343,255,185,85,45,10193884,10168341,9942574,9432796,7799038,6363970,381,523050,58.55,89572,28896,28,80,26.05
"ECO-JSC-RGN-105233","ecoli","-",TRUE,10374285,325,277,190,169,121,68,10374285,10341540,10123769,9963944,9154762,7172347,325,335306,54.2,84492,42483,37,82,5.36
"KLP-JSC-RGN-105192","kpneumoniae","-",TRUE,10473016,503,448,341,259,135,60,10473016,10433508,10167365,9581449,7581455,4953364,503,220482,54.31,46626,22682,66,147,8.7
"KLP-JSC-RGN-105471","ecoli","-",FALSE,10589155,193,158,121,104,80,57,10589155,10565932,10483828,10355471,9906266,9107454,193,435852,54.13,184201,93412,20,40,10.67
"PSA-JSC-RGN-105472","kpneumoniae","11.0",FALSE,12039599,301,258,215,188,132,83,12039599,12010458,11898445,11691371,10726141,8928955,301,436669,62.26,82705,48273,41,86,18.14
