"contig_name","final_result"
"SRR11148636_202105251828_105_length_710_cov_166.926493","chromosome"
"SRR11148636_202105251828_106_length_694_cov_108.051805","chromosome"
"SRR11148636_202105251828_107_length_692_cov_76.933858","chromosome"
"SRR11148636_202105251828_108_length_690_cov_79.755134","chromosome"
"SRR11148636_202105251828_109_length_679_cov_53.969453","chromosome"
"SRR11148636_202105251828_110_length_661_cov_109.710265","chromosome"
"SRR11148636_202105251828_111_length_661_cov_93.213576","chromosome"
"SRR11148636_202105251828_112_length_654_cov_79.356784","chromosome"
"SRR11148636_202105251828_113_length_653_cov_227.644295","chromosome"
"SRR11148636_202105251828_114_length_648_cov_63.605753","chromosome"
"SRR11148636_202105251828_115_length_639_cov_173.164948","chromosome"
"SRR11148636_202105251828_116_length_635_cov_88.974048","chromosome"
"SRR11148636_202105251828_117_length_633_cov_83.140625","chromosome"
"SRR11148636_202105251828_118_length_622_cov_51.984071","chromosome"
"SRR11148636_202105251828_119_length_619_cov_70.384342","chromosome"
"SRR11148636_202105251828_120_length_582_cov_84.139048","chromosome"
"SRR11148636_202105251828_121_length_568_cov_84.127202","chromosome"
"SRR11148636_202105251828_122_length_540_cov_89.151139","chromosome"
"SRR11148636_202105251828_123_length_533_cov_90.415966","chromosome"
"SRR11148636_202105251828_124_length_531_cov_69.757384","chromosome"
"SRR11148636_202105251828_125_length_509_cov_148.511062","chromosome"
"SRR11148636_202105251828_32_length_33474_cov_117.029057","plasmid"
"SRR11148636_202105251828_38_length_19031_cov_127.984031","plasmid"
"SRR11148636_202105251828_40_length_17689_cov_78.056942","plasmid"
"SRR11148636_202105251828_50_length_11413_cov_63.832600","plasmid"
"SRR11148636_202105251828_52_length_10662_cov_58.199340","plasmid"
"SRR11148636_202105251828_54_length_10373_cov_72.362033","plasmid"
"SRR11148636_202105251828_56_length_10069_cov_91.463644","plasmid"
"SRR11148636_202105251828_57_length_9997_cov_81.393561","plasmid"
"SRR11148636_202105251828_59_length_7617_cov_89.687831","plasmid"
"SRR11148636_202105251828_60_length_6385_cov_110.545038","plasmid"
"SRR11148636_202105251828_66_length_4787_cov_116.051586","plasmid"
"SRR11148636_202105251828_73_length_3541_cov_91.302526","plasmid"
"SRR11148636_202105251828_74_length_3539_cov_85.547674","plasmid"
"SRR11148636_202105251828_75_length_3389_cov_69.834634","plasmid"
"SRR11148636_202105251828_76_length_3277_cov_112.239752","plasmid"
"SRR11148636_202105251828_80_length_2713_cov_102.623870","chromosome"
"SRR11148636_202105251828_85_length_2300_cov_125.595185","plasmid"
"SRR11148636_202105251828_92_length_1442_cov_90.982671","plasmid"
"SRR11148648_202105251828_1_length_488396_cov_83.032844","chromosome"
"SRR11148648_202105251828_2_length_319765_cov_67.955232","chromosome"
"SRR11148648_202105251828_3_length_285421_cov_74.541382","chromosome"
"SRR11148648_202105251828_4_length_269066_cov_95.204618","chromosome"
"SRR11148648_202105251828_5_length_264072_cov_80.771892","chromosome"
"SRR11148648_202105251828_6_length_223901_cov_86.822711","chromosome"
"SRR11148648_202105251828_7_length_204699_cov_92.522576","chromosome"
"SRR11148648_202105251828_8_length_191731_cov_93.724976","chromosome"
"SRR11148648_202105251828_9_length_186467_cov_83.206684","chromosome"
"SRR11148648_202105251828_10_length_180908_cov_71.741638","chromosome"
"SRR11148648_202105251828_11_length_173689_cov_88.984588","chromosome"
"SRR11148648_202105251828_12_length_172633_cov_97.050308","chromosome"
"SRR11148648_202105251828_13_length_168979_cov_88.605528","chromosome"
"SRR11148648_202105251828_14_length_165063_cov_77.019308","chromosome"
"SRR11148648_202105251828_15_length_158873_cov_92.271629","chromosome"
"SRR11148648_202105251828_16_length_147782_cov_72.124975","chromosome"
"SRR11148648_202105251828_17_length_124070_cov_78.061413","chromosome"
"SRR11148648_202105251828_18_length_123711_cov_94.657795","chromosome"
"SRR11148648_202105251828_19_length_119102_cov_76.216884","chromosome"
"SRR11148648_202105251828_20_length_117684_cov_91.792658","chromosome"
"SRR11148648_202105251828_21_length_111673_cov_68.310726","chromosome"
"SRR11148648_202105251828_22_length_109103_cov_94.676705","chromosome"
"SRR11148648_202105251828_23_length_106038_cov_87.731735","chromosome"
"SRR11148648_202105251828_24_length_105974_cov_96.608675","chromosome"
"SRR11148648_202105251828_25_length_75428_cov_66.603641","chromosome"
"SRR11148648_202105251828_26_length_55605_cov_85.605980","chromosome"
"SRR11148648_202105251828_27_length_48112_cov_78.216689","chromosome"
"SRR11148648_202105251828_28_length_47929_cov_94.217204","chromosome"
"SRR11148648_202105251828_29_length_41415_cov_94.353136","chromosome"
"SRR11148648_202105251828_30_length_40717_cov_91.044417","chromosome"
"SRR11148648_202105251828_31_length_29779_cov_93.047473","chromosome"
"SRR11148648_202105251828_32_length_29770_cov_98.813045","chromosome"
"SRR11148648_202105251828_33_length_25786_cov_92.032259","chromosome"
"SRR11148648_202105251828_34_length_23202_cov_90.343227","chromosome"
"SRR11148648_202105251828_35_length_22006_cov_93.242699","chromosome"
"SRR11148648_202105251828_36_length_19401_cov_94.471309","chromosome"
"SRR11148648_202105251828_37_length_18898_cov_74.945014","chromosome"
"SRR11148648_202105251828_38_length_18314_cov_77.136167","chromosome"
"SRR11148648_202105251828_39_length_16856_cov_68.399964","chromosome"
"SRR11148648_202105251828_40_length_13505_cov_77.256544","chromosome"
"SRR11148648_202105251828_41_length_12244_cov_99.828260","chromosome"
"SRR11148648_202105251828_42_length_11680_cov_75.205971","chromosome"
"SRR11148648_202105251828_43_length_11050_cov_91.279451","chromosome"
"SRR11148648_202105251828_44_length_10636_cov_94.781076","chromosome"
"SRR11148648_202105251828_45_length_10189_cov_85.909495","chromosome"
"SRR11148648_202105251828_46_length_5443_cov_78.679725","chromosome"
"SRR11148648_202105251828_47_length_5163_cov_99.598903","chromosome"
"SRR11148648_202105251828_48_length_4815_cov_618.213955","chromosome"
"SRR11148648_202105251828_49_length_4609_cov_74.457821","chromosome"
"SRR11148648_202105251828_50_length_4263_cov_93.632905","chromosome"
"SRR11148648_202105251828_51_length_4229_cov_94.766539","chromosome"
"SRR11148648_202105251828_52_length_3643_cov_116.135527","chromosome"
"SRR11148648_202105251828_54_length_3089_cov_90.483179","chromosome"
"SRR11148648_202105251828_55_length_3024_cov_71.457364","chromosome"
"SRR11148648_202105251828_57_length_2581_cov_331.186609","chromosome"
"SRR11148648_202105251828_58_length_2532_cov_345.335758","chromosome"
"SRR11148648_202105251828_59_length_2420_cov_93.325434","chromosome"
"SRR11148648_202105251828_60_length_2384_cov_96.666523","chromosome"
"SRR11148648_202105251828_62_length_1696_cov_143.875534","chromosome"
"SRR11148648_202105251828_63_length_1670_cov_83.040918","chromosome"
"SRR11148648_202105251828_64_length_1074_cov_135.204523","chromosome"
"SRR11148648_202105251828_65_length_1013_cov_81.157950","chromosome"
"SRR11148648_202105251828_66_length_894_cov_182.008363","chromosome"
"SRR11148648_202105251828_67_length_857_cov_90.383750","chromosome"
"SRR11148648_202105251828_68_length_830_cov_142.346701","chromosome"
"SRR11148648_202105251828_69_length_820_cov_477.117955","chromosome"
"SRR11148648_202105251828_70_length_803_cov_118.198391","chromosome"
"SRR11148648_202105251828_71_length_740_cov_184.322108","chromosome"
"SRR11148648_202105251828_72_length_716_cov_134.195751","chromosome"
"SRR11148648_202105251828_73_length_692_cov_131.976378","chromosome"
"SRR11148648_202105251828_74_length_654_cov_141.680067","chromosome"
"SRR11148648_202105251828_75_length_646_cov_95.894737","chromosome"
"SRR11148648_202105251828_76_length_596_cov_371.042672","chromosome"
"SRR11148648_202105251828_77_length_548_cov_158.951120","chromosome"
"SRR11148648_202105251828_78_length_540_cov_146.693582","chromosome"
"SRR11148648_202105251828_53_length_3277_cov_78.714596","plasmid"
"SRR11148648_202105251828_56_length_2713_cov_76.812500","chromosome"
"SRR11148648_202105251828_61_length_2299_cov_83.139161","plasmid"
"SRR11905449_202105251828_1_length_623393_cov_28.926725","chromosome"
"SRR11905449_202105251828_2_length_392871_cov_29.729238","chromosome"
"SRR11905449_202105251828_3_length_376623_cov_29.029198","chromosome"
"SRR11905449_202105251828_4_length_342295_cov_30.442052","chromosome"
"SRR11905449_202105251828_5_length_336275_cov_31.585581","chromosome"
"SRR11905449_202105251828_6_length_308998_cov_29.503340","chromosome"
"SRR11905449_202105251828_7_length_276679_cov_32.179012","chromosome"
"SRR11905449_202105251828_8_length_261248_cov_28.303890","chromosome"
"SRR11905449_202105251828_9_length_191871_cov_30.995082","chromosome"
"SRR11905449_202105251828_10_length_189222_cov_28.693947","chromosome"
"SRR11905449_202105251828_11_length_174079_cov_30.163562","chromosome"
"SRR11905449_202105251828_12_length_159638_cov_30.655071","chromosome"
"SRR11905449_202105251828_13_length_159463_cov_30.987712","chromosome"
"SRR11905449_202105251828_14_length_152473_cov_29.681738","chromosome"
"SRR11905449_202105251828_15_length_136620_cov_27.879071","chromosome"
"SRR11905449_202105251828_16_length_124147_cov_31.657112","chromosome"
"SRR11905449_202105251828_17_length_109240_cov_31.988929","chromosome"
"SRR11905449_202105251828_18_length_104081_cov_30.261058","chromosome"
"SRR11905449_202105251828_19_length_96074_cov_29.329442","chromosome"
"SRR11905449_202105251828_21_length_59530_cov_29.387960","chromosome"
"SRR11905449_202105251828_22_length_57808_cov_33.167247","chromosome"
"SRR11905449_202105251828_23_length_56522_cov_29.602465","chromosome"
"SRR11905449_202105251828_25_length_41740_cov_31.871867","chromosome"
"SRR11905449_202105251828_26_length_30045_cov_31.190788","chromosome"
"SRR11905449_202105251828_27_length_27813_cov_33.917756","chromosome"
"SRR11905449_202105251828_28_length_25479_cov_28.677067","chromosome"
"SRR11905449_202105251828_29_length_24094_cov_27.728210","chromosome"
"SRR11905449_202105251828_30_length_23711_cov_32.009244","chromosome"
"SRR11905449_202105251828_31_length_20432_cov_31.604334","chromosome"
"SRR11905449_202105251828_34_length_12822_cov_29.569909","chromosome"
"SRR11905449_202105251828_35_length_12664_cov_50.239052","plasmid"
"SRR11905449_202105251828_36_length_11901_cov_34.080856","chromosome"
"SRR11905449_202105251828_37_length_11593_cov_55.721961","plasmid"
"SRR11905449_202105251828_38_length_10775_cov_33.121713","chromosome"
"SRR11905449_202105251828_41_length_5077_cov_27.751919","chromosome"
"SRR11905449_202105251828_42_length_5015_cov_196.004296","chromosome"
"SRR11905449_202105251828_43_length_4369_cov_34.041490","chromosome"
"SRR11905449_202105251828_44_length_3319_cov_33.305138","chromosome"
"SRR11905449_202105251828_45_length_2849_cov_50.190669","plasmid"
"SRR11905449_202105251828_46_length_2582_cov_131.144603","chromosome"
"SRR11905449_202105251828_47_length_2532_cov_251.112266","chromosome"
"SRR11905449_202105251828_48_length_2504_cov_29.169962","chromosome"
"SRR11905449_202105251828_49_length_2213_cov_28.037392","chromosome"
"SRR11905449_202105251828_52_length_1513_cov_38.097403","chromosome"
"SRR11905449_202105251828_53_length_1350_cov_34.539657","chromosome"
"SRR11905449_202105251828_55_length_899_cov_33.981865","chromosome"
"SRR11905449_202105251828_56_length_894_cov_60.483703","chromosome"
"SRR11905449_202105251828_57_length_758_cov_75.700475","chromosome"
"SRR11905449_202105251828_58_length_740_cov_50.920065","chromosome"
"SRR11905449_202105251828_59_length_732_cov_53.880992","chromosome"
"SRR11905449_202105251828_60_length_709_cov_43.515464","chromosome"
"SRR11905449_202105251828_61_length_611_cov_78.935950","chromosome"
"SRR11905449_202105251828_62_length_584_cov_83.135667","chromosome"
"SRR11905449_202105251828_63_length_549_cov_33.462085","chromosome"
"SRR11905449_202105251828_64_length_506_cov_33.604222","chromosome"
"SRR11905449_202105251828_20_length_86117_cov_57.925108","plasmid"
"SRR11905449_202105251828_24_length_43497_cov_49.092230","plasmid"
"SRR11905449_202105251828_32_length_19770_cov_49.996487","plasmid"
"SRR11905449_202105251828_33_length_18297_cov_49.858008","plasmid"
"SRR11905449_202105251828_39_length_8944_cov_48.774980","plasmid"
"SRR11905449_202105251828_40_length_5294_cov_308.321657","plasmid"
"SRR11905449_202105251828_50_length_1633_cov_1058.365206","plasmid"
"SRR11905449_202105251828_51_length_1530_cov_113.521026","plasmid"
"SRR11905449_202105251828_54_length_1015_cov_41.325450","plasmid"
"SRR11948708_202105251828_1_length_538383_cov_10.988177","chromosome"
"SRR11948708_202105251828_2_length_374912_cov_10.456240","chromosome"
"SRR11948708_202105251828_3_length_354538_cov_10.684166","chromosome"
"SRR11948708_202105251828_4_length_342364_cov_11.490026","chromosome"
"SRR11948708_202105251828_5_length_303755_cov_11.153174","chromosome"
"SRR11948708_202105251828_6_length_209517_cov_11.130751","chromosome"
"SRR11948708_202105251828_7_length_209210_cov_10.856416","chromosome"
"SRR11948708_202105251828_8_length_204841_cov_11.744619","chromosome"
"SRR11948708_202105251828_9_length_198317_cov_11.661411","chromosome"
"SRR11948708_202105251828_10_length_191227_cov_11.442684","chromosome"
"SRR11948708_202105251828_11_length_178865_cov_11.780550","chromosome"
"SRR11948708_202105251828_12_length_175769_cov_10.801881","chromosome"
"SRR11948708_202105251828_13_length_173830_cov_11.423395","chromosome"
"SRR11948708_202105251828_14_length_159190_cov_11.483865","chromosome"
"SRR11948708_202105251828_15_length_147922_cov_10.861518","chromosome"
"SRR11948708_202105251828_16_length_140422_cov_10.772658","chromosome"
"SRR11948708_202105251828_17_length_125702_cov_12.032045","chromosome"
"SRR11948708_202105251828_18_length_124777_cov_10.824180","chromosome"
"SRR11948708_202105251828_19_length_124147_cov_11.616900","chromosome"
"SRR11948708_202105251828_20_length_114979_cov_10.649175","chromosome"
"SRR11948708_202105251828_21_length_109374_cov_11.511712","chromosome"
"SRR11948708_202105251828_22_length_106955_cov_11.816855","chromosome"
"SRR11948708_202105251828_23_length_98450_cov_11.524638","chromosome"
"SRR11948708_202105251828_24_length_72303_cov_13.336954","chromosome"
"SRR11948708_202105251828_25_length_54499_cov_11.553888","chromosome"
"SRR11948708_202105251828_26_length_51225_cov_10.903597","chromosome"
"SRR11948708_202105251828_27_length_41740_cov_12.039098","chromosome"
"SRR11948708_202105251828_29_length_30045_cov_11.225918","chromosome"
"SRR11948708_202105251828_30_length_29417_cov_13.187607","chromosome"
"SRR11948708_202105251828_31_length_17165_cov_10.274152","chromosome"
"SRR11948708_202105251828_32_length_16711_cov_8.657863","chromosome"
"SRR11948708_202105251828_33_length_15884_cov_11.173954","chromosome"
"SRR11948708_202105251828_34_length_13380_cov_11.044367","chromosome"
"SRR11948708_202105251828_36_length_12684_cov_11.665684","chromosome"
"SRR11948708_202105251828_37_length_12059_cov_12.757291","chromosome"
"SRR11948708_202105251828_38_length_11931_cov_13.510081","chromosome"
"SRR11948708_202105251828_39_length_11819_cov_10.254961","chromosome"
"SRR11948708_202105251828_42_length_11168_cov_23.882166","plasmid"
"SRR11948708_202105251828_46_length_6388_cov_15.457595","chromosome"
"SRR11948708_202105251828_50_length_5156_cov_10.480215","chromosome"
"SRR11948708_202105251828_51_length_5032_cov_71.403874","chromosome"
"SRR11948708_202105251828_52_length_4774_cov_10.689692","chromosome"
"SRR11948708_202105251828_53_length_4369_cov_12.845592","chromosome"
"SRR11948708_202105251828_56_length_3217_cov_10.305825","chromosome"
"SRR11948708_202105251828_57_length_3164_cov_10.972670","chromosome"
"SRR11948708_202105251828_62_length_2583_cov_36.392915","chromosome"
"SRR11948708_202105251828_63_length_2524_cov_11.267418","chromosome"
"SRR11948708_202105251828_66_length_2314_cov_55.326932","chromosome"
"SRR11948708_202105251828_67_length_2248_cov_12.073550","chromosome"
"SRR11948708_202105251828_69_length_1793_cov_20.792317","chromosome"
"SRR11948708_202105251828_71_length_1494_cov_19.073884","plasmid"
"SRR11948708_202105251828_72_length_1448_cov_40.062074","chromosome"
"SRR11948708_202105251828_73_length_1443_cov_51.396657","chromosome"
"SRR11948708_202105251828_77_length_1131_cov_13.195219","chromosome"
"SRR11948708_202105251828_78_length_1089_cov_56.527027","chromosome"
"SRR11948708_202105251828_79_length_1081_cov_13.795597","chromosome"
"SRR11948708_202105251828_80_length_1078_cov_22.447950","plasmid"
"SRR11948708_202105251828_81_length_1074_cov_17.022175","chromosome"
"SRR11948708_202105251828_83_length_997_cov_10.219540","chromosome"
"SRR11948708_202105251828_84_length_915_cov_20.676396","chromosome"
"SRR11948708_202105251828_85_length_905_cov_16.050129","chromosome"
"SRR11948708_202105251828_86_length_891_cov_11.634817","chromosome"
"SRR11948708_202105251828_87_length_830_cov_34.328592","chromosome"
"SRR11948708_202105251828_88_length_825_cov_56.154728","chromosome"
"SRR11948708_202105251828_89_length_819_cov_71.375723","chromosome"
"SRR11948708_202105251828_90_length_815_cov_26.425872","chromosome"
"SRR11948708_202105251828_91_length_803_cov_22.791420","chromosome"
"SRR11948708_202105251828_92_length_798_cov_135.137109","chromosome"
"SRR11948708_202105251828_93_length_785_cov_26.202128","chromosome"
"SRR11948708_202105251828_94_length_762_cov_33.349606","chromosome"
"SRR11948708_202105251828_95_length_740_cov_22.773246","chromosome"
"SRR11948708_202105251828_96_length_722_cov_27.109244","chromosome"
"SRR11948708_202105251828_97_length_716_cov_18.677419","chromosome"
"SRR11948708_202105251828_98_length_710_cov_9.368782","chromosome"
"SRR11948708_202105251828_99_length_707_cov_59.318966","chromosome"
"SRR11948708_202105251828_100_length_692_cov_20.046018","chromosome"
"SRR11948708_202105251828_101_length_689_cov_11.592527","chromosome"
"SRR11948708_202105251828_102_length_661_cov_30.172285","chromosome"
"SRR11948708_202105251828_103_length_652_cov_19.887619","chromosome"
"SRR11948708_202105251828_104_length_647_cov_29.521154","chromosome"
"SRR11948708_202105251828_105_length_594_cov_32.072805","chromosome"
"SRR11948708_202105251828_106_length_574_cov_55.572707","chromosome"
"SRR11948708_202105251828_107_length_544_cov_31.549161","chromosome"
"SRR11948708_202105251828_108_length_541_cov_23.917874","chromosome"
"SRR11948708_202105251828_109_length_540_cov_19.302663","chromosome"
"SRR11948708_202105251828_110_length_532_cov_97.071605","chromosome"
"SRR11948708_202105251828_111_length_513_cov_38.818653","chromosome"
"SRR11948708_202105251828_112_length_513_cov_18.955959","chromosome"
"SRR11948708_202105251828_28_length_37508_cov_44.896177","plasmid"
"SRR11948708_202105251828_35_length_12786_cov_46.353977","plasmid"
"SRR11948708_202105251828_40_length_11710_cov_21.450142","plasmid"
"SRR11948708_202105251828_41_length_11558_cov_19.862829","plasmid"
"SRR11948708_202105251828_43_length_10803_cov_17.872049","plasmid"
"SRR11948708_202105251828_44_length_9059_cov_24.076131","plasmid"
"SRR11948708_202105251828_45_length_6443_cov_25.210576","plasmid"
"SRR11948708_202105251828_47_length_6385_cov_48.936082","plasmid"
"SRR11948708_202105251828_48_length_5999_cov_21.825954","plasmid"
"SRR11948708_202105251828_49_length_5168_cov_27.534616","plasmid"
"SRR11948708_202105251828_54_length_3477_cov_46.728358","plasmid"
"SRR11948708_202105251828_55_length_3476_cov_33.471783","plasmid"
"SRR11948708_202105251828_58_length_3100_cov_23.706694","plasmid"
"SRR11948708_202105251828_59_length_3066_cov_10.758761","plasmid"
"SRR11948708_202105251828_60_length_2854_cov_9.138247","chromosome"
"SRR11948708_202105251828_61_length_2833_cov_20.670362","plasmid"
"SRR11948708_202105251828_64_length_2439_cov_11.172578","plasmid"
"SRR11948708_202105251828_65_length_2354_cov_109.215986","plasmid"
"SRR11948708_202105251828_68_length_2187_cov_38.813592","plasmid"
"SRR11948708_202105251828_70_length_1765_cov_32.891331","plasmid"
"SRR11948708_202105251828_74_length_1330_cov_50.073982","plasmid"
"SRR11948708_202105251828_75_length_1330_cov_22.928512","plasmid"
"SRR11948708_202105251828_76_length_1151_cov_11.883789","plasmid"
"SRR11948708_202105251828_82_length_1020_cov_40.274356","plasmid"
"SRR11948783_202105251828_1_length_658576_cov_11.040140","chromosome"
"SRR11948783_202105251828_2_length_383179_cov_11.530870","chromosome"
"SRR11948783_202105251828_3_length_374309_cov_10.168800","chromosome"
"SRR11948783_202105251828_4_length_342364_cov_11.827129","chromosome"
"SRR11948783_202105251828_5_length_209517_cov_11.779689","chromosome"
"SRR11948783_202105251828_6_length_209213_cov_11.444382","chromosome"
"SRR11948783_202105251828_7_length_204841_cov_11.722100","chromosome"
"SRR11948783_202105251828_8_length_198843_cov_12.032242","chromosome"
"SRR11948783_202105251828_9_length_181266_cov_10.208392","chromosome"
"SRR11948783_202105251828_10_length_178865_cov_11.975232","chromosome"
"SRR11948783_202105251828_11_length_173830_cov_12.009666","chromosome"
"SRR11948783_202105251828_12_length_159678_cov_12.169081","chromosome"
"SRR11948783_202105251828_13_length_147922_cov_10.402084","chromosome"
"SRR11948783_202105251828_14_length_142123_cov_12.248415","chromosome"
"SRR11948783_202105251828_15_length_139325_cov_10.055188","chromosome"
"SRR11948783_202105251828_16_length_137793_cov_12.163788","chromosome"
"SRR11948783_202105251828_17_length_124777_cov_10.696759","chromosome"
"SRR11948783_202105251828_18_length_124147_cov_12.301814","chromosome"
"SRR11948783_202105251828_19_length_114979_cov_10.685761","chromosome"
"SRR11948783_202105251828_20_length_109368_cov_12.319102","chromosome"
"SRR11948783_202105251828_21_length_106955_cov_12.304770","chromosome"
"SRR11948783_202105251828_22_length_104631_cov_12.057538","chromosome"
"SRR11948783_202105251828_23_length_104265_cov_11.014260","chromosome"
"SRR11948783_202105251828_24_length_98458_cov_11.266528","chromosome"
"SRR11948783_202105251828_25_length_71295_cov_11.567348","chromosome"
"SRR11948783_202105251828_26_length_51225_cov_11.650065","chromosome"
"SRR11948783_202105251828_27_length_51179_cov_11.208124","chromosome"
"SRR11948783_202105251828_28_length_41740_cov_12.198039","chromosome"
"SRR11948783_202105251828_30_length_30045_cov_12.774016","chromosome"
"SRR11948783_202105251828_31_length_29945_cov_11.229090","chromosome"
"SRR11948783_202105251828_32_length_17515_cov_9.859846","chromosome"
"SRR11948783_202105251828_33_length_16635_cov_10.915193","chromosome"
"SRR11948783_202105251828_34_length_15884_cov_12.003935","chromosome"
"SRR11948783_202105251828_37_length_13380_cov_10.545160","chromosome"
"SRR11948783_202105251828_38_length_12684_cov_11.389583","chromosome"
"SRR11948783_202105251828_39_length_12059_cov_12.583808","chromosome"
"SRR11948783_202105251828_40_length_11819_cov_10.867773","chromosome"
"SRR11948783_202105251828_41_length_11168_cov_16.570963","plasmid"
"SRR11948783_202105251828_47_length_6387_cov_12.354153","chromosome"
"SRR11948783_202105251828_49_length_4836_cov_79.702060","chromosome"
"SRR11948783_202105251828_50_length_4775_cov_11.782272","chromosome"
"SRR11948783_202105251828_51_length_4369_cov_12.152287","chromosome"
"SRR11948783_202105251828_52_length_3217_cov_10.058576","chromosome"
"SRR11948783_202105251828_53_length_3164_cov_9.188673","chromosome"
"SRR11948783_202105251828_58_length_2583_cov_32.634365","chromosome"
"SRR11948783_202105251828_59_length_2524_cov_12.457655","chromosome"
"SRR11948783_202105251828_62_length_2314_cov_58.965249","chromosome"
"SRR11948783_202105251828_63_length_2248_cov_12.204620","chromosome"
"SRR11948783_202105251828_64_length_1793_cov_19.905162","chromosome"
"SRR11948783_202105251828_65_length_1448_cov_58.152157","chromosome"
"SRR11948783_202105251828_66_length_1443_cov_42.000000","chromosome"
"SRR11948783_202105251828_68_length_1212_cov_23.212903","chromosome"
"SRR11948783_202105251828_70_length_1131_cov_10.545817","chromosome"
"SRR11948783_202105251828_71_length_1081_cov_14.279874","chromosome"
"SRR11948783_202105251828_72_length_1074_cov_20.227033","chromosome"
"SRR11948783_202105251828_73_length_997_cov_11.762069","chromosome"
"SRR11948783_202105251828_74_length_992_cov_31.990751","chromosome"
"SRR11948783_202105251828_75_length_915_cov_25.098985","chromosome"
"SRR11948783_202105251828_76_length_865_cov_19.764228","chromosome"
"SRR11948783_202105251828_77_length_830_cov_31.463727","chromosome"
"SRR11948783_202105251828_78_length_820_cov_112.828283","chromosome"
"SRR11948783_202105251828_79_length_785_cov_26.987842","chromosome"
"SRR11948783_202105251828_80_length_762_cov_39.028346","chromosome"
"SRR11948783_202105251828_81_length_740_cov_24.055465","chromosome"
"SRR11948783_202105251828_82_length_716_cov_17.904924","chromosome"
"SRR11948783_202105251828_83_length_710_cov_9.020583","chromosome"
"SRR11948783_202105251828_84_length_707_cov_48.660345","chromosome"
"SRR11948783_202105251828_85_length_692_cov_20.810619","chromosome"
"SRR11948783_202105251828_86_length_661_cov_30.646067","chromosome"
"SRR11948783_202105251828_87_length_652_cov_18.333333","chromosome"
"SRR11948783_202105251828_88_length_647_cov_10.698077","chromosome"
"SRR11948783_202105251828_89_length_644_cov_10.334623","chromosome"
"SRR11948783_202105251828_90_length_641_cov_33.011673","chromosome"
"SRR11948783_202105251828_91_length_638_cov_24.459883","chromosome"
"SRR11948783_202105251828_92_length_613_cov_18.757202","chromosome"
"SRR11948783_202105251828_93_length_563_cov_18.346330","chromosome"
"SRR11948783_202105251828_94_length_544_cov_27.937650","chromosome"
"SRR11948783_202105251828_95_length_540_cov_19.075061","chromosome"
"SRR11948783_202105251828_96_length_532_cov_46.350617","chromosome"
"SRR11948783_202105251828_97_length_525_cov_29.693467","chromosome"
"SRR11948783_202105251828_98_length_513_cov_33.917098","chromosome"
"SRR11948783_202105251828_99_length_507_cov_35.823684","chromosome"
"SRR11948783_202105251828_100_length_506_cov_49.751979","chromosome"
"SRR11948783_202105251828_29_length_41186_cov_32.680070","plasmid"
"SRR11948783_202105251828_35_length_15329_cov_20.052954","plasmid"
"SRR11948783_202105251828_36_length_14866_cov_33.483004","plasmid"
"SRR11948783_202105251828_42_length_10803_cov_17.262458","plasmid"
"SRR11948783_202105251828_43_length_10606_cov_33.937112","plasmid"
"SRR11948783_202105251828_44_length_8570_cov_17.426981","plasmid"
"SRR11948783_202105251828_45_length_8247_cov_20.333005","plasmid"
"SRR11948783_202105251828_46_length_6443_cov_16.446485","plasmid"
"SRR11948783_202105251828_48_length_5999_cov_17.425920","plasmid"
"SRR11948783_202105251828_54_length_3066_cov_10.947941","plasmid"
"SRR11948783_202105251828_55_length_2979_cov_18.857994","plasmid"
"SRR11948783_202105251828_56_length_2854_cov_11.167950","chromosome"
"SRR11948783_202105251828_57_length_2707_cov_24.544186","plasmid"
"SRR11948783_202105251828_60_length_2438_cov_9.740805","plasmid"
"SRR11948783_202105251828_61_length_2345_cov_102.180343","plasmid"
"SRR11948783_202105251828_67_length_1368_cov_28.933924","plasmid"
"SRR11948783_202105251828_69_length_1153_cov_11.771930","plasmid"
"SRR11948784_202105251828_1_length_658486_cov_9.620980","chromosome"
"SRR11948784_202105251828_2_length_538359_cov_9.880451","chromosome"
"SRR11948784_202105251828_3_length_374309_cov_8.954506","chromosome"
"SRR11948784_202105251828_4_length_342364_cov_10.314896","chromosome"
"SRR11948784_202105251828_5_length_246502_cov_10.594236","chromosome"
"SRR11948784_202105251828_6_length_209517_cov_10.268977","chromosome"
"SRR11948784_202105251828_7_length_209212_cov_9.999842","chromosome"
"SRR11948784_202105251828_8_length_204841_cov_10.292506","chromosome"
"SRR11948784_202105251828_9_length_198843_cov_10.572994","chromosome"
"SRR11948784_202105251828_10_length_181266_cov_9.077062","chromosome"
"SRR11948784_202105251828_11_length_178865_cov_10.581538","chromosome"
"SRR11948784_202105251828_12_length_173943_cov_10.413380","chromosome"
"SRR11948784_202105251828_13_length_159190_cov_10.362045","chromosome"
"SRR11948784_202105251828_14_length_147922_cov_9.367929","chromosome"
"SRR11948784_202105251828_15_length_137793_cov_10.892987","chromosome"
"SRR11948784_202105251828_16_length_124777_cov_9.522030","chromosome"
"SRR11948784_202105251828_17_length_124147_cov_10.661514","chromosome"
"SRR11948784_202105251828_18_length_115814_cov_8.950625","chromosome"
"SRR11948784_202105251828_19_length_114979_cov_9.499216","chromosome"
"SRR11948784_202105251828_20_length_109368_cov_10.648548","chromosome"
"SRR11948784_202105251828_21_length_107049_cov_10.747610","chromosome"
