'Assembly Accession'	'SRA Accession'	'Prob_Chromosome'	'Prob_Plasmid'	'Prediction'	'Contig_name'	'Contig_length'
GCA_011331215.2	SRR11148648	0.909344117727007	0.090655882272993	"Chromosome"	"SRR11148648_202105251828_28_length_47929_cov_94.217204"	47929
GCA_011331215.2	SRR11148648	0.962066068661753	0.0379339313382473	"Chromosome"	"SRR11148648_202105251828_29_length_41415_cov_94.353136"	41415
GCA_011331215.2	SRR11148648	0.992350379106003	0.00764962089399679	"Chromosome"	"SRR11148648_202105251828_30_length_40717_cov_91.044417"	40717
GCA_011331215.2	SRR11148648	0.913185335265773	0.0868146647342269	"Chromosome"	"SRR11148648_202105251828_31_length_29779_cov_93.047473"	29779
GCA_011331215.2	SRR11148648	0.988469615640363	0.0115303843596374	"Chromosome"	"SRR11148648_202105251828_32_length_29770_cov_98.813045"	29770
GCA_011331215.2	SRR11148648	0.879336781924426	0.120663218075574	"Chromosome"	"SRR11148648_202105251828_33_length_25786_cov_92.032259"	25786
GCA_011331215.2	SRR11148648	0.987253148556154	0.0127468514438462	"Chromosome"	"SRR11148648_202105251828_34_length_23202_cov_90.343227"	23202
GCA_011331215.2	SRR11148648	0.872555008949921	0.127444991050079	"Chromosome"	"SRR11148648_202105251828_35_length_22006_cov_93.242699"	22006
GCA_011331215.2	SRR11148648	0.869395086359962	0.130604913640038	"Chromosome"	"SRR11148648_202105251828_36_length_19401_cov_94.471309"	19401
GCA_011331215.2	SRR11148648	0.825633802829348	0.174366197170652	"Chromosome"	"SRR11148648_202105251828_37_length_18898_cov_74.945014"	18898
GCA_011331215.2	SRR11148648	0.986761812626847	0.0132381873731525	"Chromosome"	"SRR11148648_202105251828_38_length_18314_cov_77.136167"	18314
GCA_011331215.2	SRR11148648	0.982697674912065	0.0173023250879354	"Chromosome"	"SRR11148648_202105251828_39_length_16856_cov_68.399964"	16856
GCA_011331215.2	SRR11148648	0.954764970943321	0.0452350290566789	"Chromosome"	"SRR11148648_202105251828_40_length_13505_cov_77.256544"	13505
GCA_011331215.2	SRR11148648	0.918161250583165	0.0818387494168348	"Chromosome"	"SRR11148648_202105251828_41_length_12244_cov_99.828260"	12244
GCA_011331215.2	SRR11148648	0.918708958971356	0.0812910410286439	"Chromosome"	"SRR11148648_202105251828_42_length_11680_cov_75.205971"	11680
GCA_011331215.2	SRR11148648	0.960438553710713	0.0395614462892868	"Chromosome"	"SRR11148648_202105251828_43_length_11050_cov_91.279451"	11050
GCA_011331215.2	SRR11148648	0.985274052633517	0.0147259473664831	"Chromosome"	"SRR11148648_202105251828_44_length_10636_cov_94.781076"	10636
GCA_011331215.2	SRR11148648	0.91153271295526	0.0884672870447405	"Chromosome"	"SRR11148648_202105251828_45_length_10189_cov_85.909495"	10189
GCA_011331215.2	SRR11148648	0.855543010316526	0.144456989683474	"Chromosome"	"SRR11148648_202105251828_46_length_5443_cov_78.679725"	5443
GCA_011331215.2	SRR11148648	0.913942909324285	0.0860570906757151	"Chromosome"	"SRR11148648_202105251828_47_length_5163_cov_99.598903"	5163
GCA_011331215.2	SRR11148648	0.972461928632229	0.0275380713677709	"Chromosome"	"SRR11148648_202105251828_48_length_4815_cov_618.213955"	4815
GCA_011331215.2	SRR11148648	0.997650771483101	0.00234922851689878	"Chromosome"	"SRR11148648_202105251828_49_length_4609_cov_74.457821"	4609
GCA_011331215.2	SRR11148648	0.998045313997145	0.00195468600285476	"Chromosome"	"SRR11148648_202105251828_50_length_4263_cov_93.632905"	4263
GCA_011331215.2	SRR11148648	0.891028250364226	0.108971749635774	"Chromosome"	"SRR11148648_202105251828_51_length_4229_cov_94.766539"	4229
GCA_011331215.2	SRR11148648	0.961932111453854	0.0380678885461456	"Chromosome"	"SRR11148648_202105251828_52_length_3643_cov_116.135527"	3643
GCA_011331215.2	SRR11148648	0.250270560406191	0.749729439593809	"Plasmid"	"SRR11148648_202105251828_53_length_3277_cov_78.714596"	3277
GCA_011331215.2	SRR11148648	0.92997541649778	0.07002458350222	"Chromosome"	"SRR11148648_202105251828_54_length_3089_cov_90.483179"	3089
GCA_011331215.2	SRR11148648	0.932335141958141	0.0676648580418594	"Chromosome"	"SRR11148648_202105251828_55_length_3024_cov_71.457364"	3024
GCA_011331215.2	SRR11148648	0.933108417896097	0.0668915821039029	"Chromosome"	"SRR11148648_202105251828_56_length_2713_cov_76.812500"	2713
GCA_011331215.2	SRR11148648	0.928837427451417	0.0711625725485827	"Chromosome"	"SRR11148648_202105251828_57_length_2581_cov_331.186609"	2581
GCA_011331215.2	SRR11148648	0.97085109716993	0.0291489028300702	"Chromosome"	"SRR11148648_202105251828_58_length_2532_cov_345.335758"	2532
GCA_011331215.2	SRR11148648	0.907926010482523	0.0920739895174773	"Chromosome"	"SRR11148648_202105251828_59_length_2420_cov_93.325434"	2420
GCA_011331215.2	SRR11148648	0.788241798521699	0.211758201478301	"Chromosome"	"SRR11148648_202105251828_60_length_2384_cov_96.666523"	2384
GCA_011331215.2	SRR11148648	0.177208217466873	0.822791782533127	"Plasmid"	"SRR11148648_202105251828_61_length_2299_cov_83.139161"	2299
GCA_011331215.2	SRR11148648	0.997735659514484	0.00226434048551616	"Chromosome"	"SRR11148648_202105251828_62_length_1696_cov_143.875534"	1696
GCA_011331215.2	SRR11148648	0.991391141024465	0.00860885897553543	"Chromosome"	"SRR11148648_202105251828_63_length_1670_cov_83.040918"	1670
GCA_011331215.2	SRR11148648	0.955575819304137	0.044424180695863	"Chromosome"	"SRR11148648_202105251828_64_length_1074_cov_135.204523"	1074
GCA_011331215.2	SRR11148648	0.900360356475562	0.0996396435244378	"Chromosome"	"SRR11148648_202105251828_65_length_1013_cov_81.157950"	1013
GCA_013372325.1	SRR11905449	0.979772623333982	0.0202273766660176	"Chromosome"	"SRR11905449_202105251828_1_length_623393_cov_28.926725"	623393
GCA_013372325.1	SRR11905449	0.96600393047365	0.0339960695263498	"Chromosome"	"SRR11905449_202105251828_2_length_392871_cov_29.729238"	392871
GCA_013372325.1	SRR11905449	0.978971864891329	0.0210281351086713	"Chromosome"	"SRR11905449_202105251828_3_length_376623_cov_29.029198"	376623
GCA_013372325.1	SRR11905449	0.968077397188818	0.0319226028111823	"Chromosome"	"SRR11905449_202105251828_4_length_342295_cov_30.442052"	342295
GCA_013372325.1	SRR11905449	0.97577235413871	0.0242276458612902	"Chromosome"	"SRR11905449_202105251828_5_length_336275_cov_31.585581"	336275
GCA_013372325.1	SRR11905449	0.95862537604786	0.0413746239521398	"Chromosome"	"SRR11905449_202105251828_6_length_308998_cov_29.503340"	308998
GCA_013372325.1	SRR11905449	0.975497332369465	0.0245026676305354	"Chromosome"	"SRR11905449_202105251828_7_length_276679_cov_32.179012"	276679
GCA_013372325.1	SRR11905449	0.976539373753248	0.0234606262467525	"Chromosome"	"SRR11905449_202105251828_8_length_261248_cov_28.303890"	261248
GCA_013372325.1	SRR11905449	0.98555651226339	0.0144434877366095	"Chromosome"	"SRR11905449_202105251828_9_length_191871_cov_30.995082"	191871
GCA_013372325.1	SRR11905449	0.980676333844798	0.0193236661552015	"Chromosome"	"SRR11905449_202105251828_10_length_189222_cov_28.693947"	189222
GCA_013372325.1	SRR11905449	0.975085382613965	0.0249146173860351	"Chromosome"	"SRR11905449_202105251828_11_length_174079_cov_30.163562"	174079
GCA_013372325.1	SRR11905449	0.974260336470699	0.0257396635293008	"Chromosome"	"SRR11905449_202105251828_12_length_159638_cov_30.655071"	159638
GCA_013372325.1	SRR11905449	0.974382965618687	0.0256170343813127	"Chromosome"	"SRR11905449_202105251828_13_length_159463_cov_30.987712"	159463
GCA_013372325.1	SRR11905449	0.966930671861346	0.033069328138654	"Chromosome"	"SRR11905449_202105251828_14_length_152473_cov_29.681738"	152473
GCA_013372325.1	SRR11905449	0.970801695215557	0.0291983047844429	"Chromosome"	"SRR11905449_202105251828_15_length_136620_cov_27.879071"	136620
GCA_013372325.1	SRR11905449	0.970828664328719	0.0291713356712812	"Chromosome"	"SRR11905449_202105251828_16_length_124147_cov_31.657112"	124147
GCA_013372325.1	SRR11905449	0.965616391177596	0.0343836088224037	"Chromosome"	"SRR11905449_202105251828_17_length_109240_cov_31.988929"	109240
GCA_013372325.1	SRR11905449	0.875631646398527	0.124368353601473	"Chromosome"	"SRR11905449_202105251828_18_length_104081_cov_30.261058"	104081
GCA_013372325.1	SRR11905449	0.962128520451852	0.0378714795481475	"Chromosome"	"SRR11905449_202105251828_19_length_96074_cov_29.329442"	96074
GCA_013372325.1	SRR11905449	0.180606861291886	0.819393138708114	"Plasmid"	"SRR11905449_202105251828_20_length_86117_cov_57.925108"	86117
GCA_013372325.1	SRR11905449	0.995951425850238	0.00404857414976212	"Chromosome"	"SRR11905449_202105251828_21_length_59530_cov_29.387960"	59530
GCA_013372325.1	SRR11905449	0.937862883461185	0.0621371165388155	"Chromosome"	"SRR11905449_202105251828_22_length_57808_cov_33.167247"	57808
GCA_013372325.1	SRR11905449	0.969640916061018	0.0303590839389818	"Chromosome"	"SRR11905449_202105251828_23_length_56522_cov_29.602465"	56522
GCA_013372325.1	SRR11905449	0.126484757548107	0.873515242451893	"Plasmid"	"SRR11905449_202105251828_24_length_43497_cov_49.092230"	43497
GCA_013372325.1	SRR11905449	0.977072370416793	0.0229276295832075	"Chromosome"	"SRR11905449_202105251828_25_length_41740_cov_31.871867"	41740
GCA_013372325.1	SRR11905449	0.942939167185665	0.0570608328143354	"Chromosome"	"SRR11905449_202105251828_26_length_30045_cov_31.190788"	30045
GCA_013372325.1	SRR11905449	0.974374332972359	0.025625667027641	"Chromosome"	"SRR11905449_202105251828_27_length_27813_cov_33.917756"	27813
GCA_013372325.1	SRR11905449	0.925139811152093	0.0748601888479067	"Chromosome"	"SRR11905449_202105251828_28_length_25479_cov_28.677067"	25479
GCA_013372325.1	SRR11905449	0.995753322489108	0.00424667751089192	"Chromosome"	"SRR11905449_202105251828_29_length_24094_cov_27.728210"	24094
GCA_013372325.1	SRR11905449	0.896019406548899	0.103980593451101	"Chromosome"	"SRR11905449_202105251828_30_length_23711_cov_32.009244"	23711
GCA_013372325.1	SRR11905449	0.856417789011632	0.143582210988368	"Chromosome"	"SRR11905449_202105251828_31_length_20432_cov_31.604334"	20432
GCA_013372325.1	SRR11905449	0.3017417385959	0.6982582614041	"Plasmid"	"SRR11905449_202105251828_32_length_19770_cov_49.996487"	19770
GCA_013372325.1	SRR11905449	0.117627855546005	0.882372144453995	"Plasmid"	"SRR11905449_202105251828_33_length_18297_cov_49.858008"	18297
GCA_013372325.1	SRR11905449	0.960095352073227	0.0399046479267727	"Chromosome"	"SRR11905449_202105251828_34_length_12822_cov_29.569909"	12822
GCA_013372325.1	SRR11905449	0.236550169305619	0.763449830694381	"Plasmid"	"SRR11905449_202105251828_35_length_12664_cov_50.239052"	12664
GCA_013372325.1	SRR11905449	0.932110346990263	0.067889653009737	"Chromosome"	"SRR11905449_202105251828_36_length_11901_cov_34.080856"	11901
GCA_013372325.1	SRR11905449	0.185427881104587	0.814572118895413	"Plasmid"	"SRR11905449_202105251828_37_length_11593_cov_55.721961"	11593
GCA_013372325.1	SRR11905449	0.986957386137039	0.0130426138629612	"Chromosome"	"SRR11905449_202105251828_38_length_10775_cov_33.121713"	10775
GCA_013372325.1	SRR11905449	0.213486561036321	0.786513438963679	"Plasmid"	"SRR11905449_202105251828_39_length_8944_cov_48.774980"	8944
GCA_013372325.1	SRR11905449	0.001437045265402	0.998562954734598	"Plasmid"	"SRR11905449_202105251828_40_length_5294_cov_308.321657"	5294
GCA_013372325.1	SRR11905449	0.959846691877467	0.0401533081225329	"Chromosome"	"SRR11905449_202105251828_41_length_5077_cov_27.751919"	5077
GCA_013372325.1	SRR11905449	0.91882761587545	0.0811723841245499	"Chromosome"	"SRR11905449_202105251828_42_length_5015_cov_196.004296"	5015
GCA_013372325.1	SRR11905449	0.975492417715111	0.0245075822848894	"Chromosome"	"SRR11905449_202105251828_43_length_4369_cov_34.041490"	4369
GCA_013372325.1	SRR11905449	0.998290566671295	0.00170943332870521	"Chromosome"	"SRR11905449_202105251828_44_length_3319_cov_33.305138"	3319
GCA_013372325.1	SRR11905449	0.0105571688347162	0.989442831165284	"Plasmid"	"SRR11905449_202105251828_45_length_2849_cov_50.190669"	2849
GCA_013372325.1	SRR11905449	0.901548350165387	0.0984516498346127	"Chromosome"	"SRR11905449_202105251828_46_length_2582_cov_131.144603"	2582
GCA_013372325.1	SRR11905449	0.97085109716993	0.0291489028300702	"Chromosome"	"SRR11905449_202105251828_47_length_2532_cov_251.112266"	2532
GCA_013372325.1	SRR11905449	0.995135060229397	0.00486493977060287	"Chromosome"	"SRR11905449_202105251828_48_length_2504_cov_29.169962"	2504
GCA_013372325.1	SRR11905449	0.891980178600676	0.108019821399324	"Chromosome"	"SRR11905449_202105251828_49_length_2213_cov_28.037392"	2213
GCA_013372325.1	SRR11905449	0.738533254331473	0.261466745668527	"Chromosome"	"SRR11905449_202105251828_50_length_1633_cov_1058.365206"	1633
GCA_013372325.1	SRR11905449	0.0530849652582432	0.946915034741757	"Plasmid"	"SRR11905449_202105251828_51_length_1530_cov_113.521026"	1530
GCA_013372325.1	SRR11905449	0.949695153661096	0.0503048463389043	"Chromosome"	"SRR11905449_202105251828_52_length_1513_cov_38.097403"	1513
GCA_013372325.1	SRR11905449	0.998340822128285	0.00165917787171466	"Chromosome"	"SRR11905449_202105251828_53_length_1350_cov_34.539657"	1350
GCA_013372325.1	SRR11905449	0.868441392828458	0.131558607171542	"Chromosome"	"SRR11905449_202105251828_54_length_1015_cov_41.325450"	1015
GCA_013748455.1	SRR11948708	0.975645926618283	0.0243540733817169	"Chromosome"	"SRR11948708_202105251828_1_length_538383_cov_10.988177"	538383
GCA_013748455.1	SRR11948708	0.983013119425297	0.0169868805747025	"Chromosome"	"SRR11948708_202105251828_2_length_374912_cov_10.456240"	374912
GCA_013748455.1	SRR11948708	0.972121741045432	0.0278782589545675	"Chromosome"	"SRR11948708_202105251828_3_length_354538_cov_10.684166"	354538
GCA_013748455.1	SRR11948708	0.967655957097275	0.0323440429027247	"Chromosome"	"SRR11948708_202105251828_4_length_342364_cov_11.490026"	342364
GCA_013748455.1	SRR11948708	0.97766207733397	0.0223379226660303	"Chromosome"	"SRR11948708_202105251828_5_length_303755_cov_11.153174"	303755
GCA_013748455.1	SRR11948708	0.976538609518247	0.0234613904817528	"Chromosome"	"SRR11948708_202105251828_6_length_209517_cov_11.130751"	209517
GCA_013748455.1	SRR11948708	0.978368769911762	0.0216312300882375	"Chromosome"	"SRR11948708_202105251828_7_length_209210_cov_10.856416"	209210
GCA_013748455.1	SRR11948708	0.976521451563632	0.0234785484363679	"Chromosome"	"SRR11948708_202105251828_8_length_204841_cov_11.744619"	204841
GCA_013748455.1	SRR11948708	0.981718648732907	0.0182813512670932	"Chromosome"	"SRR11948708_202105251828_9_length_198317_cov_11.661411"	198317
GCA_013748455.1	SRR11948708	0.973299021932913	0.0267009780670874	"Chromosome"	"SRR11948708_202105251828_10_length_191227_cov_11.442684"	191227
GCA_013748455.1	SRR11948708	0.961587201579498	0.0384127984205019	"Chromosome"	"SRR11948708_202105251828_11_length_178865_cov_11.780550"	178865
GCA_013748455.1	SRR11948708	0.939217854514546	0.0607821454854544	"Chromosome"	"SRR11948708_202105251828_12_length_175769_cov_10.801881"	175769
GCA_013748455.1	SRR11948708	0.975062502453714	0.0249374975462858	"Chromosome"	"SRR11948708_202105251828_13_length_173830_cov_11.423395"	173830
GCA_013748455.1	SRR11948708	0.97406278446735	0.02593721553265	"Chromosome"	"SRR11948708_202105251828_14_length_159190_cov_11.483865"	159190
GCA_013748455.1	SRR11948708	0.958775475203677	0.0412245247963231	"Chromosome"	"SRR11948708_202105251828_15_length_147922_cov_10.861518"	147922
GCA_013748455.1	SRR11948708	0.981841627603805	0.0181583723961947	"Chromosome"	"SRR11948708_202105251828_16_length_140422_cov_10.772658"	140422
GCA_013748455.1	SRR11948708	0.964896501535426	0.0351034984645736	"Chromosome"	"SRR11948708_202105251828_17_length_125702_cov_12.032045"	125702
GCA_013748455.1	SRR11948708	0.991986930128578	0.00801306987142236	"Chromosome"	"SRR11948708_202105251828_18_length_124777_cov_10.824180"	124777
GCA_013748455.1	SRR11948708	0.965123012820272	0.0348769871797275	"Chromosome"	"SRR11948708_202105251828_19_length_124147_cov_11.616900"	124147
GCA_013748455.1	SRR11948708	0.944748230110038	0.0552517698899623	"Chromosome"	"SRR11948708_202105251828_20_length_114979_cov_10.649175"	114979
GCA_013748455.1	SRR11948708	0.944439292598958	0.055560707401042	"Chromosome"	"SRR11948708_202105251828_21_length_109374_cov_11.511712"	109374
GCA_013748455.1	SRR11948708	0.966951801806397	0.0330481981936027	"Chromosome"	"SRR11948708_202105251828_22_length_106955_cov_11.816855"	106955
GCA_013748455.1	SRR11948708	0.92382668285905	0.0761733171409495	"Chromosome"	"SRR11948708_202105251828_23_length_98450_cov_11.524638"	98450
GCA_013748455.1	SRR11948708	0.932124634799839	0.0678753652001614	"Chromosome"	"SRR11948708_202105251828_24_length_72303_cov_13.336954"	72303
GCA_013748455.1	SRR11948708	0.988212311489761	0.0117876885102391	"Chromosome"	"SRR11948708_202105251828_25_length_54499_cov_11.553888"	54499
GCA_013748455.1	SRR11948708	0.970366355799342	0.0296336442006575	"Chromosome"	"SRR11948708_202105251828_26_length_51225_cov_10.903597"	51225
GCA_013748455.1	SRR11948708	0.976592018086755	0.0234079819132454	"Chromosome"	"SRR11948708_202105251828_27_length_41740_cov_12.039098"	41740
GCA_013748455.1	SRR11948708	0.0940870999874782	0.905912900012522	"Plasmid"	"SRR11948708_202105251828_28_length_37508_cov_44.896177"	37508
GCA_013748455.1	SRR11948708	0.912440079129082	0.0875599208709182	"Chromosome"	"SRR11948708_202105251828_29_length_30045_cov_11.225918"	30045
GCA_013748455.1	SRR11948708	0.930475436931809	0.0695245630681906	"Chromosome"	"SRR11948708_202105251828_30_length_29417_cov_13.187607"	29417
GCA_013748455.1	SRR11948708	0.9632091321658	0.0367908678342002	"Chromosome"	"SRR11948708_202105251828_31_length_17165_cov_10.274152"	17165
GCA_013748455.1	SRR11948708	0.973184653997445	0.026815346002555	"Chromosome"	"SRR11948708_202105251828_32_length_16711_cov_8.657863"	16711
GCA_013748455.1	SRR11948708	0.873204049798532	0.126795950201468	"Chromosome"	"SRR11948708_202105251828_33_length_15884_cov_11.173954"	15884
GCA_013748455.1	SRR11948708	0.954582167121961	0.0454178328780392	"Chromosome"	"SRR11948708_202105251828_34_length_13380_cov_11.044367"	13380
GCA_013748455.1	SRR11948708	0.0614502399272289	0.938549760072771	"Plasmid"	"SRR11948708_202105251828_35_length_12786_cov_46.353977"	12786
GCA_013748455.1	SRR11948708	0.747860797289023	0.252139202710977	"Chromosome"	"SRR11948708_202105251828_36_length_12684_cov_11.665684"	12684
GCA_013748455.1	SRR11948708	0.911394882319549	0.0886051176804509	"Chromosome"	"SRR11948708_202105251828_37_length_12059_cov_12.757291"	12059
GCA_013748455.1	SRR11948708	0.839049645071225	0.160950354928775	"Chromosome"	"SRR11948708_202105251828_38_length_11931_cov_13.510081"	11931
GCA_013748455.1	SRR11948708	0.949217897333017	0.0507821026669834	"Chromosome"	"SRR11948708_202105251828_39_length_11819_cov_10.254961"	11819
GCA_013748455.1	SRR11948708	0.168408825258652	0.831591174741348	"Plasmid"	"SRR11948708_202105251828_40_length_11710_cov_21.450142"	11710
GCA_013748455.1	SRR11948708	0.177726545686663	0.822273454313337	"Plasmid"	"SRR11948708_202105251828_41_length_11558_cov_19.862829"	11558
GCA_013748455.1	SRR11948708	0.0342841501912382	0.965715849808762	"Plasmid"	"SRR11948708_202105251828_42_length_11168_cov_23.882166"	11168
GCA_013748455.1	SRR11948708	0.0553131493356145	0.944686850664386	"Plasmid"	"SRR11948708_202105251828_43_length_10803_cov_17.872049"	10803
GCA_013748455.1	SRR11948708	0.195429698261801	0.804570301738199	"Plasmid"	"SRR11948708_202105251828_44_length_9059_cov_24.076131"	9059
GCA_013748455.1	SRR11948708	0.0520384679810324	0.947961532018968	"Plasmid"	"SRR11948708_202105251828_45_length_6443_cov_25.210576"	6443
GCA_013748455.1	SRR11948708	0.94467571964484	0.05532428035516	"Chromosome"	"SRR11948708_202105251828_46_length_6388_cov_15.457595"	6388
GCA_013748455.1	SRR11948708	0.223714871163619	0.776285128836381	"Plasmid"	"SRR11948708_202105251828_47_length_6385_cov_48.936082"	6385
GCA_013748455.1	SRR11948708	0.0105450412340886	0.989454958765911	"Plasmid"	"SRR11948708_202105251828_48_length_5999_cov_21.825954"	5999
GCA_013748455.1	SRR11948708	0.316744004556824	0.683255995443176	"Plasmid"	"SRR11948708_202105251828_49_length_5168_cov_27.534616"	5168
GCA_013748455.1	SRR11948708	0.972780232766624	0.0272197672333759	"Chromosome"	"SRR11948708_202105251828_50_length_5156_cov_10.480215"	5156
GCA_013748455.1	SRR11948708	0.989937508835652	0.0100624911643481	"Chromosome"	"SRR11948708_202105251828_51_length_5032_cov_71.403874"	5032
GCA_013748455.1	SRR11948708	0.934191307847884	0.0658086921521156	"Chromosome"	"SRR11948708_202105251828_52_length_4774_cov_10.689692"	4774
GCA_013748455.1	SRR11948708	0.944578739318296	0.0554212606817043	"Chromosome"	"SRR11948708_202105251828_53_length_4369_cov_12.845592"	4369
GCA_013748455.1	SRR11948708	0.16175826536473	0.83824173463527	"Plasmid"	"SRR11948708_202105251828_54_length_3477_cov_46.728358"	3477
GCA_013748455.1	SRR11948708	0.160500505222413	0.839499494777587	"Plasmid"	"SRR11948708_202105251828_55_length_3476_cov_33.471783"	3476
GCA_013748455.1	SRR11948708	0.961664954569665	0.0383350454303349	"Chromosome"	"SRR11948708_202105251828_56_length_3217_cov_10.305825"	3217
GCA_013748455.1	SRR11948708	0.955171977190697	0.0448280228093028	"Chromosome"	"SRR11948708_202105251828_57_length_3164_cov_10.972670"	3164
GCA_013748455.1	SRR11948708	0.29530464061712	0.70469535938288	"Plasmid"	"SRR11948708_202105251828_58_length_3100_cov_23.706694"	3100
GCA_013748455.1	SRR11948708	0.264606047816409	0.735393952183591	"Plasmid"	"SRR11948708_202105251828_59_length_3066_cov_10.758761"	3066
GCA_013748455.1	SRR11948708	0.561138235999632	0.438861764000368	"Chromosome"	"SRR11948708_202105251828_60_length_2854_cov_9.138247"	2854
GCA_013748455.1	SRR11948708	0.0236749642808585	0.976325035719142	"Plasmid"	"SRR11948708_202105251828_61_length_2833_cov_20.670362"	2833
GCA_013748455.1	SRR11948708	0.927435233567597	0.0725647664324025	"Chromosome"	"SRR11948708_202105251828_62_length_2583_cov_36.392915"	2583
GCA_013748455.1	SRR11948708	0.518526090352952	0.481473909647048	"Chromosome"	"SRR11948708_202105251828_63_length_2524_cov_11.267418"	2524
GCA_013748455.1	SRR11948708	0.249953049839466	0.750046950160534	"Plasmid"	"SRR11948708_202105251828_64_length_2439_cov_11.172578"	2439
GCA_013748455.1	SRR11948708	0.885420212493144	0.114579787506856	"Chromosome"	"SRR11948708_202105251828_65_length_2354_cov_109.215986"	2354
GCA_013748455.1	SRR11948708	0.945929883225745	0.054070116774255	"Chromosome"	"SRR11948708_202105251828_66_length_2314_cov_55.326932"	2314
GCA_013748455.1	SRR11948708	0.768547874621111	0.231452125378889	"Chromosome"	"SRR11948708_202105251828_67_length_2248_cov_12.073550"	2248
GCA_013748455.1	SRR11948708	0.323019000021523	0.676980999978477	"Plasmid"	"SRR11948708_202105251828_68_length_2187_cov_38.813592"	2187
GCA_013748455.1	SRR11948708	0.999174290734384	0.000825709265615759	"Chromosome"	"SRR11948708_202105251828_69_length_1793_cov_20.792317"	1793
GCA_013748455.1	SRR11948708	0.179960547437797	0.820039452562203	"Plasmid"	"SRR11948708_202105251828_70_length_1765_cov_32.891331"	1765
GCA_013748455.1	SRR11948708	0.22512965085118	0.77487034914882	"Plasmid"	"SRR11948708_202105251828_71_length_1494_cov_19.073884"	1494
GCA_013748455.1	SRR11948708	0.358095118021157	0.641904881978843	"Plasmid"	"SRR11948708_202105251828_72_length_1448_cov_40.062074"	1448
GCA_013748455.1	SRR11948708	0.64742884202355	0.35257115797645	"Chromosome"	"SRR11948708_202105251828_73_length_1443_cov_51.396657"	1443
GCA_013748455.1	SRR11948708	0.872844751679917	0.127155248320083	"Chromosome"	"SRR11948708_202105251828_74_length_1330_cov_50.073982"	1330
GCA_013748455.1	SRR11948708	0.952495814838743	0.0475041851612571	"Chromosome"	"SRR11948708_202105251828_75_length_1330_cov_22.928512"	1330
GCA_013748455.1	SRR11948708	0.864956653439982	0.135043346560018	"Chromosome"	"SRR11948708_202105251828_76_length_1151_cov_11.883789"	1151
GCA_013748455.1	SRR11948708	0.497798905677202	0.502201094322798	"Plasmid"	"SRR11948708_202105251828_77_length_1131_cov_13.195219"	1131
GCA_013748455.1	SRR11948708	0.513367415159841	0.486632584840159	"Chromosome"	"SRR11948708_202105251828_78_length_1089_cov_56.527027"	1089
GCA_013748455.1	SRR11948708	0.993592862962248	0.00640713703775242	"Chromosome"	"SRR11948708_202105251828_79_length_1081_cov_13.795597"	1081
GCA_013748455.1	SRR11948708	0.063267679611906	0.936732320388094	"Plasmid"	"SRR11948708_202105251828_80_length_1078_cov_22.447950"	1078
GCA_013748455.1	SRR11948708	0.955575819304137	0.044424180695863	"Chromosome"	"SRR11948708_202105251828_81_length_1074_cov_17.022175"	1074
GCA_013748455.1	SRR11948708	0.796339001087663	0.203660998912337	"Chromosome"	"SRR11948708_202105251828_82_length_1020_cov_40.274356"	1020
GCA_013795545.1	SRR11948783	0.974748145336677	0.0252518546633228	"Chromosome"	"SRR11948783_202105251828_1_length_658576_cov_11.040140"	658576
GCA_013795545.1	SRR11948783	0.965901956775248	0.0340980432247515	"Chromosome"	"SRR11948783_202105251828_2_length_383179_cov_11.530870"	383179
GCA_013795545.1	SRR11948783	0.981211080272799	0.0187889197272009	"Chromosome"	"SRR11948783_202105251828_3_length_374309_cov_10.168800"	374309
GCA_013795545.1	SRR11948783	0.967655957097275	0.0323440429027247	"Chromosome"	"SRR11948783_202105251828_4_length_342364_cov_11.827129"	342364
GCA_013795545.1	SRR11948783	0.976459830569739	0.0235401694302608	"Chromosome"	"SRR11948783_202105251828_5_length_209517_cov_11.779689"	209517
GCA_013795545.1	SRR11948783	0.973980663144804	0.0260193368551963	"Chromosome"	"SRR11948783_202105251828_6_length_209213_cov_11.444382"	209213
GCA_013795545.1	SRR11948783	0.961920111266833	0.0380798887331674	"Chromosome"	"SRR11948783_202105251828_7_length_204841_cov_11.722100"	204841
GCA_013795545.1	SRR11948783	0.980794474872861	0.0192055251271392	"Chromosome"	"SRR11948783_202105251828_8_length_198843_cov_12.032242"	198843
GCA_013795545.1	SRR11948783	0.943516081548344	0.0564839184516557	"Chromosome"	"SRR11948783_202105251828_9_length_181266_cov_10.208392"	181266
GCA_013795545.1	SRR11948783	0.961518866912347	0.0384811330876531	"Chromosome"	"SRR11948783_202105251828_10_length_178865_cov_11.975232"	178865
GCA_013795545.1	SRR11948783	0.975062502453774	0.024937497546226	"Chromosome"	"SRR11948783_202105251828_11_length_173830_cov_12.009666"	173830
GCA_013795545.1	SRR11948783	0.960519775370841	0.0394802246291588	"Chromosome"	"SRR11948783_202105251828_12_length_159678_cov_12.169081"	159678
GCA_013795545.1	SRR11948783	0.954091812621796	0.0459081873782038	"Chromosome"	"SRR11948783_202105251828_13_length_147922_cov_10.402084"	147922
GCA_013795545.1	SRR11948783	0.981489573696743	0.0185104263032567	"Chromosome"	"SRR11948783_202105251828_14_length_142123_cov_12.248415"	142123
GCA_013795545.1	SRR11948783	0.98292380769351	0.0170761923064904	"Chromosome"	"SRR11948783_202105251828_15_length_139325_cov_10.055188"	139325
