GCA_013748455.1_ASM1374845v1,plasmid_novel_94fb7a529eab0c4ac8ab30946afa7324,CP056471.1,GCA_013748455.1
GCA_013748455.1_ASM1374845v1,plasmid_novel_94fb7a529eab0c4ac8ab30946afa7324,CP056471.1,GCA_013748455.1
GCA_013748455.1_ASM1374845v1,plasmid_AA336,CP056472.1,GCA_013748455.1
GCA_013748455.1_ASM1374845v1,plasmid_AA336,CP056472.1,GCA_013748455.1
GCA_013748455.1_ASM1374845v1,plasmid_AA336,CP056472.1,GCA_013748455.1
GCA_013748455.1_ASM1374845v1,plasmid_AA336,CP056471.1,GCA_013748455.1
GCA_013748455.1_ASM1374845v1,plasmid_AA336,CP056472.1,GCA_013748455.1
GCA_013748455.1_ASM1374845v1,plasmid_AA336,CP056471.1,GCA_013748455.1
GCA_013748455.1_ASM1374845v1,plasmid_AA336,CP056472.1,GCA_013748455.1
GCA_013748455.1_ASM1374845v1,plasmid_AA336,CP056472.1,GCA_013748455.1
GCA_013748455.1_ASM1374845v1,plasmid_AA336,CP056471.1,GCA_013748455.1
GCA_013748455.1_ASM1374845v1,plasmid_AA336,CP056471.1,GCA_013748455.1
GCA_013748455.1_ASM1374845v1,plasmid_AA336,CP056470.1,GCA_013748455.1
GCA_013748455.1_ASM1374845v1,plasmid_AA336,CP056470.1,GCA_013748455.1
GCA_013748455.1_ASM1374845v1,plasmid_AA336,CP056470.1,GCA_013748455.1
GCA_013748455.1_ASM1374845v1,plasmid_AA336,CP056471.1,GCA_013748455.1
GCA_013748455.1_ASM1374845v1,plasmid_AA336,CP056472.1,GCA_013748455.1
GCA_013748455.1_ASM1374845v1,plasmid_AA336,CP056471.1,GCA_013748455.1
GCA_013748455.1_ASM1374845v1,plasmid_AA336,CP056471.1,GCA_013748455.1
GCA_013748455.1_ASM1374845v1,plasmid_AA336,CP056471.1,GCA_013748455.1
GCA_013748455.1_ASM1374845v1,plasmid_AA336,CP056472.1,GCA_013748455.1
GCA_013748455.1_ASM1374845v1,plasmid_AA336,CP056471.1,GCA_013748455.1
GCA_013748455.1_ASM1374845v1,plasmid_AA336,CP056472.1,GCA_013748455.1
GCA_013748455.1_ASM1374845v1,plasmid_AA336,CP056472.1,GCA_013748455.1
GCA_013729295.1_ASM1372929v1,plasmid_AD481,CP056281.1,GCA_013729295.1
GCA_013729295.1_ASM1372929v1,plasmid_novel_71a680cdf3269cf4f8bde6fe2e59cd50,CP056278.1,GCA_013729295.1
GCA_013729295.1_ASM1372929v1,plasmid_novel_c376137ae1728c4de629eb259c64e8be,CP056280.1,GCA_013729295.1
GCA_013729295.1_ASM1372929v1,plasmid_novel_c376137ae1728c4de629eb259c64e8be,CP056280.1,GCA_013729295.1
GCA_013729295.1_ASM1372929v1,plasmid_novel_c376137ae1728c4de629eb259c64e8be,CP056279.1,GCA_013729295.1
GCA_013827205.1_ASM1382720v1,plasmid_AA161,CP057338.1,GCA_013827205.1
GCA_014131475.1_ASM1413147v1,plasmid_AE638,CP048606.1,GCA_014131475.1
GCA_014131475.1_ASM1413147v1,plasmid_AE638,CP048606.1,GCA_014131475.1
GCA_014131475.1_ASM1413147v1,plasmid_AE638,CP048606.1,GCA_014131475.1
GCA_014109065.1_ASM1410906v1,plasmid_AD093,CP058074.1,GCA_014109065.1
GCA_014109065.1_ASM1410906v1,plasmid_AD093,CP058075.1,GCA_014109065.1
GCA_014109065.1_ASM1410906v1,plasmid_AD093,CP058074.1,GCA_014109065.1
GCA_014109065.1_ASM1410906v1,plasmid_AD093,CP058074.1,GCA_014109065.1
GCA_014109065.1_ASM1410906v1,plasmid_AA179,CP058075.1,GCA_014109065.1
GCA_014109065.1_ASM1410906v1,plasmid_AA179,CP058074.1,GCA_014109065.1
GCA_014109065.1_ASM1410906v1,plasmid_AA179,CP058075.1,GCA_014109065.1
GCA_014109065.1_ASM1410906v1,plasmid_AA179,CP058075.1,GCA_014109065.1
GCA_014109065.1_ASM1410906v1,plasmid_AA179,CP058075.1,GCA_014109065.1
GCA_014109065.1_ASM1410906v1,plasmid_AA179,CP058075.1,GCA_014109065.1
GCA_014109065.1_ASM1410906v1,plasmid_AA179,CP058074.1,GCA_014109065.1
GCA_014109065.1_ASM1410906v1,plasmid_AA179,CP058074.1,GCA_014109065.1
GCA_014109065.1_ASM1410906v1,plasmid_AA179,CP058074.1,GCA_014109065.1
GCA_014109065.1_ASM1410906v1,plasmid_AA179,CP058074.1,GCA_014109065.1
GCA_013821185.1_ASM1382118v1,plasmid_AA304,CP057252.1,GCA_013821185.1
GCA_013821185.1_ASM1382118v1,plasmid_AA747,CP057251.1,GCA_013821185.1
GCA_013821185.1_ASM1382118v1,plasmid_AA747,CP057250.1,GCA_013821185.1
GCA_013821185.1_ASM1382118v1,plasmid_AA747,CP057250.1,GCA_013821185.1
GCA_013821185.1_ASM1382118v1,plasmid_AA747,CP057250.1,GCA_013821185.1
GCA_013821185.1_ASM1382118v1,plasmid_AA747,CP057250.1,GCA_013821185.1
GCA_013821185.1_ASM1382118v1,plasmid_AA747,CP057250.1,GCA_013821185.1
GCA_013821185.1_ASM1382118v1,plasmid_AA747,CP057250.1,GCA_013821185.1
GCA_013821185.1_ASM1382118v1,plasmid_AB442,CP057253.1,GCA_013821185.1
GCA_013783905.1_ASM1378390v1,plasmid_AA297,CP056371.1,GCA_013783905.1
GCA_013783905.1_ASM1378390v1,plasmid_AA297,CP056371.1,GCA_013783905.1
GCA_013783905.1_ASM1378390v1,plasmid_AA297,CP056371.1,GCA_013783905.1
GCA_013783905.1_ASM1378390v1,plasmid_AA297,CP056371.1,GCA_013783905.1
GCA_013783905.1_ASM1378390v1,plasmid_AA297,CP056371.1,GCA_013783905.1
GCA_013783905.1_ASM1378390v1,plasmid_AA297,CP056371.1,GCA_013783905.1
GCA_013815865.1_ASM1381586v1,plasmid_AA304,CP057140.1,GCA_013815865.1
GCA_013815865.1_ASM1381586v1,plasmid_AA304,CP057140.1,GCA_013815865.1
GCA_013815865.1_ASM1381586v1,plasmid_AA304,CP057139.1,GCA_013815865.1
GCA_013815865.1_ASM1381586v1,plasmid_AA304,CP057140.1,GCA_013815865.1
GCA_013815865.1_ASM1381586v1,plasmid_AA304,CP057139.1,GCA_013815865.1
GCA_013815865.1_ASM1381586v1,plasmid_AA304,CP057139.1,GCA_013815865.1
GCA_013815865.1_ASM1381586v1,plasmid_AA304,CP057139.1,GCA_013815865.1
GCA_013815865.1_ASM1381586v1,plasmid_AA304,CP057139.1,GCA_013815865.1
GCA_013815865.1_ASM1381586v1,plasmid_AA304,CP057140.1,GCA_013815865.1
GCA_014109025.1_ASM1410902v1,plasmid_AC431,CP058053.1,GCA_014109025.1
GCA_014109025.1_ASM1410902v1,plasmid_AC431,CP058053.1,GCA_014109025.1
GCA_014109025.1_ASM1410902v1,plasmid_AC431,CP058052.1,GCA_014109025.1
GCA_014109025.1_ASM1410902v1,plasmid_AC431,CP058052.1,GCA_014109025.1
GCA_014109025.1_ASM1410902v1,plasmid_novel_a8653a880f96960fb66c41839f3f0124,CP058053.1,GCA_014109025.1
GCA_014109025.1_ASM1410902v1,plasmid_AD465,CP058056.1,GCA_014109025.1
GCA_014109025.1_ASM1410902v1,plasmid_AD167,CP058055.1,GCA_014109025.1
GCA_014109025.1_ASM1410902v1,plasmid_AB718,CP058054.1,GCA_014109025.1
GCA_014109025.1_ASM1410902v1,plasmid_AB718,CP058054.1,GCA_014109025.1
GCA_014109025.1_ASM1410902v1,plasmid_AB718,CP058054.1,GCA_014109025.1
GCA_014109025.1_ASM1410902v1,plasmid_AB718,CP058054.1,GCA_014109025.1
GCA_014109025.1_ASM1410902v1,plasmid_AB718,CP058054.1,GCA_014109025.1
GCA_014109025.1_ASM1410902v1,plasmid_AB718,CP058054.1,GCA_014109025.1
GCA_014109025.1_ASM1410902v1,plasmid_AB718,CP058053.1,GCA_014109025.1
GCA_014109025.1_ASM1410902v1,plasmid_AB718,CP058053.1,GCA_014109025.1
GCA_014109025.1_ASM1410902v1,plasmid_AB718,CP058054.1,GCA_014109025.1
GCA_014109025.1_ASM1410902v1,plasmid_AB718,CP058052.1,GCA_014109025.1
GCA_014109025.1_ASM1410902v1,plasmid_AB718,CP058054.1,GCA_014109025.1
GCA_014109025.1_ASM1410902v1,plasmid_AB718,CP058054.1,GCA_014109025.1
GCA_013803905.1_ASM1380390v1,plasmid_AA302,CP057017.1,GCA_013803905.1
GCA_013803905.1_ASM1380390v1,plasmid_AA302,CP057017.1,GCA_013803905.1
GCA_013803905.1_ASM1380390v1,plasmid_AA302,CP057016.1,GCA_013803905.1
GCA_013803905.1_ASM1380390v1,plasmid_AA302,CP057016.1,GCA_013803905.1
GCA_014131555.1_ASM1413155v1,plasmid_novel_5d7fc08cedfde6e75eefc9ae26982010,CP048860.1,GCA_014131555.1
GCA_014131555.1_ASM1413155v1,plasmid_novel_5d7fc08cedfde6e75eefc9ae26982010,CP048861.1,GCA_014131555.1
GCA_014131555.1_ASM1413155v1,plasmid_novel_5d7fc08cedfde6e75eefc9ae26982010,CP048861.1,GCA_014131555.1
GCA_014131555.1_ASM1413155v1,plasmid_novel_5d7fc08cedfde6e75eefc9ae26982010,CP048860.1,GCA_014131555.1
GCA_014131555.1_ASM1413155v1,plasmid_novel_5d7fc08cedfde6e75eefc9ae26982010,CP048860.1,GCA_014131555.1
GCA_014131555.1_ASM1413155v1,plasmid_AE638,CP048860.1,GCA_014131555.1
GCA_014131555.1_ASM1413155v1,plasmid_AC082,CP048861.1,GCA_014131555.1
GCA_014131555.1_ASM1413155v1,plasmid_AC082,CP048861.1,GCA_014131555.1
GCA_014131555.1_ASM1413155v1,plasmid_AC082,CP048861.1,GCA_014131555.1
GCA_014131555.1_ASM1413155v1,plasmid_AC082,CP048861.1,GCA_014131555.1
GCA_014131555.1_ASM1413155v1,plasmid_AC082,CP048860.1,GCA_014131555.1
GCA_014131555.1_ASM1413155v1,plasmid_AC082,CP048861.1,GCA_014131555.1
GCA_014131555.1_ASM1413155v1,plasmid_AA172,CP048861.1,GCA_014131555.1
GCA_014131555.1_ASM1413155v1,plasmid_AA172,CP048861.1,GCA_014131555.1
GCA_014131555.1_ASM1413155v1,plasmid_AA172,CP048860.1,GCA_014131555.1
GCA_014131555.1_ASM1413155v1,plasmid_AA172,CP048861.1,GCA_014131555.1
GCA_014131555.1_ASM1413155v1,plasmid_AA172,CP048861.1,GCA_014131555.1
GCA_014131555.1_ASM1413155v1,plasmid_AA172,CP048861.1,GCA_014131555.1
GCA_014131555.1_ASM1413155v1,plasmid_AA172,CP048860.1,GCA_014131555.1
GCA_014131555.1_ASM1413155v1,plasmid_AA172,CP048861.1,GCA_014131555.1
GCA_013750815.1_ASM1375081v1,plasmid_AA620,CP056572.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056570.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056570.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056571.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056570.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056570.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056571.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056570.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056570.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056570.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056571.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056571.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056570.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056569.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056569.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056570.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056569.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056571.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056569.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056570.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056569.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056570.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056570.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056570.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056570.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056570.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056571.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056570.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056570.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056570.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056571.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056571.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA337,CP056570.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA336,CP056571.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA336,CP056571.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA336,CP056571.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA336,CP056571.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA336,CP056571.1,GCA_013750815.1
GCA_013750815.1_ASM1375081v1,plasmid_AA336,CP056571.1,GCA_013750815.1
GCA_013922765.1_ASM1392276v1,plasmid_AB002,CP058021.1,GCA_013922765.1
GCA_014168735.1_ASM1416873v1,plasmid_AA474,AP021945.1,GCA_014168735.1
GCA_014168735.1_ASM1416873v1,plasmid_AA474,AP021945.1,GCA_014168735.1
GCA_014168735.1_ASM1416873v1,plasmid_AD097,AP021945.1,GCA_014168735.1
GCA_014168735.1_ASM1416873v1,plasmid_AD097,AP021944.1,GCA_014168735.1
GCA_014168735.1_ASM1416873v1,plasmid_AD097,AP021944.1,GCA_014168735.1
GCA_013821835.1_ASM1382183v1,plasmid_novel_9d1c3acb0168225f3fad91e5c60f1bde,CP057260.1,GCA_013821835.1
GCA_013821835.1_ASM1382183v1,plasmid_novel_9d1c3acb0168225f3fad91e5c60f1bde,CP057260.1,GCA_013821835.1
GCA_013821835.1_ASM1382183v1,plasmid_novel_9d1c3acb0168225f3fad91e5c60f1bde,CP057259.1,GCA_013821835.1
GCA_013821835.1_ASM1382183v1,plasmid_novel_9d1c3acb0168225f3fad91e5c60f1bde,CP057260.1,GCA_013821835.1
GCA_013821835.1_ASM1382183v1,plasmid_novel_9d1c3acb0168225f3fad91e5c60f1bde,CP057260.1,GCA_013821835.1
GCA_013821835.1_ASM1382183v1,plasmid_novel_9d1c3acb0168225f3fad91e5c60f1bde,CP057260.1,GCA_013821835.1
GCA_013821835.1_ASM1382183v1,plasmid_novel_9d1c3acb0168225f3fad91e5c60f1bde,CP057259.1,GCA_013821835.1
GCA_013821835.1_ASM1382183v1,plasmid_novel_9d1c3acb0168225f3fad91e5c60f1bde,CP057259.1,GCA_013821835.1
GCA_013821835.1_ASM1382183v1,plasmid_novel_9d1c3acb0168225f3fad91e5c60f1bde,CP057259.1,GCA_013821835.1
GCA_013821835.1_ASM1382183v1,plasmid_novel_1cb99c91c45a5284e910abc71ed0e4d0,CP057260.1,GCA_013821835.1
GCA_013821835.1_ASM1382183v1,plasmid_novel_1cb99c91c45a5284e910abc71ed0e4d0,CP057260.1,GCA_013821835.1
GCA_013821835.1_ASM1382183v1,plasmid_novel_1cb99c91c45a5284e910abc71ed0e4d0,CP057260.1,GCA_013821835.1
GCA_013821835.1_ASM1382183v1,plasmid_novel_1cb99c91c45a5284e910abc71ed0e4d0,CP057260.1,GCA_013821835.1
GCA_013821835.1_ASM1382183v1,plasmid_novel_1cb99c91c45a5284e910abc71ed0e4d0,CP057259.1,GCA_013821835.1
GCA_013821835.1_ASM1382183v1,plasmid_novel_1cb99c91c45a5284e910abc71ed0e4d0,CP057259.1,GCA_013821835.1
GCA_013821835.1_ASM1382183v1,plasmid_novel_1cb99c91c45a5284e910abc71ed0e4d0,CP057259.1,GCA_013821835.1
GCA_013821835.1_ASM1382183v1,plasmid_novel_1cb99c91c45a5284e910abc71ed0e4d0,CP057259.1,GCA_013821835.1
GCA_013821835.1_ASM1382183v1,plasmid_novel_1cb99c91c45a5284e910abc71ed0e4d0,CP057259.1,GCA_013821835.1
GCA_013821835.1_ASM1382183v1,plasmid_novel_1cb99c91c45a5284e910abc71ed0e4d0,CP057259.1,GCA_013821835.1
GCA_013821835.1_ASM1382183v1,plasmid_novel_1cb99c91c45a5284e910abc71ed0e4d0,CP057259.1,GCA_013821835.1
GCA_013821835.1_ASM1382183v1,plasmid_novel_1cb99c91c45a5284e910abc71ed0e4d0,CP057259.1,GCA_013821835.1
GCA_013821835.1_ASM1382183v1,plasmid_AA516,CP057261.1,GCA_013821835.1
GCA_014168855.1_ASM1416885v1,plasmid_AA297,AP022004.1,GCA_014168855.1
GCA_014168855.1_ASM1416885v1,plasmid_AA297,AP022004.1,GCA_014168855.1
GCA_014168855.1_ASM1416885v1,plasmid_AA297,AP022004.1,GCA_014168855.1
GCA_014168855.1_ASM1416885v1,plasmid_AA297,AP022004.1,GCA_014168855.1
GCA_014168855.1_ASM1416885v1,plasmid_AA297,AP022003.1,GCA_014168855.1
GCA_014168855.1_ASM1416885v1,plasmid_AA297,AP022003.1,GCA_014168855.1
GCA_014168855.1_ASM1416885v1,plasmid_AA297,AP022004.1,GCA_014168855.1
GCA_014168855.1_ASM1416885v1,plasmid_AA297,AP022004.1,GCA_014168855.1
GCA_014168855.1_ASM1416885v1,plasmid_AA297,AP022003.1,GCA_014168855.1
GCA_014168855.1_ASM1416885v1,plasmid_AA297,AP022004.1,GCA_014168855.1
GCA_014168855.1_ASM1416885v1,plasmid_AA297,AP022004.1,GCA_014168855.1
GCA_014168855.1_ASM1416885v1,plasmid_AA297,AP022003.1,GCA_014168855.1
GCA_014168855.1_ASM1416885v1,plasmid_AA297,AP022003.1,GCA_014168855.1
GCA_014168855.1_ASM1416885v1,plasmid_AA297,AP022003.1,GCA_014168855.1
GCA_014168855.1_ASM1416885v1,plasmid_AA297,AP022003.1,GCA_014168855.1
GCA_013799025.1_ASM1379902v1,plasmid_AF232,CP056920.1,GCA_013799025.1
GCA_013891215.1_ASM1389121v1,plasmid_AA473,CP057639.1,GCA_013891215.1
GCA_013891215.1_ASM1389121v1,plasmid_AA473,CP057639.1,GCA_013891215.1
GCA_013891215.1_ASM1389121v1,plasmid_AA473,CP057639.1,GCA_013891215.1
GCA_013891215.1_ASM1389121v1,plasmid_AA473,CP057639.1,GCA_013891215.1
GCA_013891215.1_ASM1389121v1,plasmid_AA473,CP057639.1,GCA_013891215.1
GCA_013891215.1_ASM1389121v1,plasmid_AA473,CP057638.1,GCA_013891215.1
GCA_013891215.1_ASM1389121v1,plasmid_AD312,CP057639.1,GCA_013891215.1
GCA_013891215.1_ASM1389121v1,plasmid_AD312,CP057638.1,GCA_013891215.1
GCA_013891215.1_ASM1389121v1,plasmid_AC082,CP057638.1,GCA_013891215.1
GCA_013891215.1_ASM1389121v1,plasmid_AC082,CP057638.1,GCA_013891215.1
GCA_013891215.1_ASM1389121v1,plasmid_AC082,CP057638.1,GCA_013891215.1
GCA_013891215.1_ASM1389121v1,plasmid_AC082,CP057638.1,GCA_013891215.1
GCA_013891215.1_ASM1389121v1,plasmid_AC082,CP057638.1,GCA_013891215.1
GCA_013891215.1_ASM1389121v1,plasmid_AC082,CP057639.1,GCA_013891215.1
GCA_013891215.1_ASM1389121v1,plasmid_AC082,CP057638.1,GCA_013891215.1
GCA_013891215.1_ASM1389121v1,plasmid_AC082,CP057639.1,GCA_013891215.1
GCA_013891215.1_ASM1389121v1,plasmid_AC082,CP057638.1,GCA_013891215.1
GCA_013891215.1_ASM1389121v1,plasmid_AC082,CP057638.1,GCA_013891215.1
GCA_013891215.1_ASM1389121v1,plasmid_AC082,CP057638.1,GCA_013891215.1
GCA_013891215.1_ASM1389121v1,plasmid_AC082,CP057638.1,GCA_013891215.1
GCA_013891215.1_ASM1389121v1,plasmid_AC082,CP057638.1,GCA_013891215.1
GCA_014131495.1_ASM1413149v1,plasmid_AC512,CP048854.1,GCA_014131495.1
GCA_014131495.1_ASM1413149v1,plasmid_AA297,CP048854.1,GCA_014131495.1
GCA_013832285.1_ASM1383228v1,plasmid_AB685,CP057428.1,GCA_013832285.1
GCA_013832285.1_ASM1383228v1,plasmid_AA319,CP057424.1,GCA_013832285.1
GCA_013832285.1_ASM1383228v1,plasmid_AA319,CP057424.1,GCA_013832285.1
GCA_013832285.1_ASM1383228v1,plasmid_AA319,CP057424.1,GCA_013832285.1
GCA_013832285.1_ASM1383228v1,plasmid_AA319,CP057424.1,GCA_013832285.1
GCA_013832285.1_ASM1383228v1,plasmid_AA319,CP057424.1,GCA_013832285.1
GCA_013832285.1_ASM1383228v1,plasmid_AA319,CP057424.1,GCA_013832285.1
GCA_013832285.1_ASM1383228v1,plasmid_AA319,CP057424.1,GCA_013832285.1
GCA_013832285.1_ASM1383228v1,plasmid_AA319,CP057424.1,GCA_013832285.1
GCA_013832285.1_ASM1383228v1,plasmid_AA319,CP057424.1,GCA_013832285.1
GCA_013832285.1_ASM1383228v1,plasmid_AA319,CP057423.1,GCA_013832285.1
GCA_013832285.1_ASM1383228v1,plasmid_AA319,CP057423.1,GCA_013832285.1
GCA_013832285.1_ASM1383228v1,plasmid_AA319,CP057423.1,GCA_013832285.1
GCA_013832285.1_ASM1383228v1,plasmid_AA319,CP057423.1,GCA_013832285.1
GCA_013832285.1_ASM1383228v1,plasmid_AA319,CP057423.1,GCA_013832285.1
GCA_013832285.1_ASM1383228v1,plasmid_AA319,CP057423.1,GCA_013832285.1
GCA_013832285.1_ASM1383228v1,plasmid_AA319,CP057423.1,GCA_013832285.1
GCA_013832285.1_ASM1383228v1,plasmid_AA319,CP057424.1,GCA_013832285.1
GCA_013832285.1_ASM1383228v1,plasmid_AC510,CP057425.1,GCA_013832285.1
GCA_013832285.1_ASM1383228v1,plasmid_AB445,CP057427.1,GCA_013832285.1
GCA_013832285.1_ASM1383228v1,plasmid_AG799,CP057424.1,GCA_013832285.1
GCA_013795285.1_ASM1379528v1,plasmid_AA179,CP056868.1,GCA_013795285.1
GCA_013795285.1_ASM1379528v1,plasmid_AA179,CP056868.1,GCA_013795285.1
GCA_013795285.1_ASM1379528v1,plasmid_AA179,CP056868.1,GCA_013795285.1
GCA_013795285.1_ASM1379528v1,plasmid_AA179,CP056868.1,GCA_013795285.1
GCA_013795285.1_ASM1379528v1,plasmid_AG659,CP056867.1,GCA_013795285.1
GCA_013798625.1_ASM1379862v1,plasmid_AA176,CP056915.1,GCA_013798625.1
GCA_013798625.1_ASM1379862v1,plasmid_AA176,CP056915.1,GCA_013798625.1
GCA_013798625.1_ASM1379862v1,plasmid_AA176,CP056915.1,GCA_013798625.1
GCA_013798625.1_ASM1379862v1,plasmid_AA176,CP056915.1,GCA_013798625.1
GCA_013798625.1_ASM1379862v1,plasmid_AA176,CP056915.1,GCA_013798625.1
GCA_013798625.1_ASM1379862v1,plasmid_AA176,CP056915.1,GCA_013798625.1
GCA_013798625.1_ASM1379862v1,plasmid_AA176,CP056915.1,GCA_013798625.1
GCA_013798625.1_ASM1379862v1,plasmid_AA176,CP056915.1,GCA_013798625.1
GCA_013898915.1_ASM1389891v1,plasmid_AE322,CP057802.1,GCA_013898915.1
GCA_013898915.1_ASM1389891v1,plasmid_AE322,CP057802.1,GCA_013898915.1
GCA_013898915.1_ASM1389891v1,plasmid_AE322,CP057802.1,GCA_013898915.1
GCA_013898915.1_ASM1389891v1,plasmid_AA380,CP057803.1,GCA_013898915.1
GCA_013898915.1_ASM1389891v1,plasmid_AA380,CP057802.1,GCA_013898915.1
GCA_013898915.1_ASM1389891v1,plasmid_AA380,CP057802.1,GCA_013898915.1
GCA_013898915.1_ASM1389891v1,plasmid_AA380,CP057802.1,GCA_013898915.1
GCA_013898915.1_ASM1389891v1,plasmid_AA380,CP057802.1,GCA_013898915.1
GCA_013898915.1_ASM1389891v1,plasmid_AA380,CP057802.1,GCA_013898915.1
GCA_013898915.1_ASM1389891v1,plasmid_AA380,CP057802.1,GCA_013898915.1
GCA_013729535.1_ASM1372953v1,plasmid_AA735,CP056283.1,GCA_013729535.1
GCA_013729535.1_ASM1372953v1,plasmid_AA735,CP056283.1,GCA_013729535.1
GCA_013729535.1_ASM1372953v1,plasmid_AA735,CP056282.1,GCA_013729535.1
GCA_013729535.1_ASM1372953v1,plasmid_AA735,CP056282.1,GCA_013729535.1
GCA_013729535.1_ASM1372953v1,plasmid_AA735,CP056282.1,GCA_013729535.1
GCA_013729535.1_ASM1372953v1,plasmid_AA735,CP056282.1,GCA_013729535.1
GCA_013729535.1_ASM1372953v1,plasmid_AA735,CP056282.1,GCA_013729535.1
GCA_013729535.1_ASM1372953v1,plasmid_AA735,CP056282.1,GCA_013729535.1
GCA_013729535.1_ASM1372953v1,plasmid_AA735,CP056282.1,GCA_013729535.1
GCA_013729535.1_ASM1372953v1,plasmid_AA735,CP056283.1,GCA_013729535.1
GCA_013729535.1_ASM1372953v1,plasmid_AA735,CP056282.1,GCA_013729535.1
GCA_013729535.1_ASM1372953v1,plasmid_AA735,CP056283.1,GCA_013729535.1
GCA_013729535.1_ASM1372953v1,plasmid_AA735,CP056282.1,GCA_013729535.1
GCA_013729535.1_ASM1372953v1,plasmid_AA735,CP056282.1,GCA_013729535.1
GCA_013751495.1_ASM1375149v1,plasmid_AA304,CP056585.1,GCA_013751495.1
GCA_013751495.1_ASM1375149v1,plasmid_AE638,CP056585.1,GCA_013751495.1
GCA_013751495.1_ASM1375149v1,plasmid_AE638,CP056585.1,GCA_013751495.1
GCA_013751495.1_ASM1375149v1,plasmid_AE638,CP056585.1,GCA_013751495.1
GCA_014131655.1_ASM1413165v1,plasmid_AA977,CP048874.1,GCA_014131655.1
GCA_013890395.1_ASM1389039v1,plasmid_AA378,CP057623.1,GCA_013890395.1
GCA_013795065.1_ASM1379506v1,plasmid_novel_1ba7f408ae00e383996cea023ed25142,CP056865.1,GCA_013795065.1
GCA_013795065.1_ASM1379506v1,plasmid_novel_1ba7f408ae00e383996cea023ed25142,CP056865.1,GCA_013795065.1
GCA_013795065.1_ASM1379506v1,plasmid_novel_1ba7f408ae00e383996cea023ed25142,CP056865.1,GCA_013795065.1
GCA_013795065.1_ASM1379506v1,plasmid_novel_1ba7f408ae00e383996cea023ed25142,CP056865.1,GCA_013795065.1
GCA_013795065.1_ASM1379506v1,plasmid_novel_1ba7f408ae00e383996cea023ed25142,CP056865.1,GCA_013795065.1
GCA_013795065.1_ASM1379506v1,plasmid_novel_1ba7f408ae00e383996cea023ed25142,CP056865.1,GCA_013795065.1
GCA_013795065.1_ASM1379506v1,plasmid_novel_1ba7f408ae00e383996cea023ed25142,CP056865.1,GCA_013795065.1
