#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT
KLP-JSC-RGN-105201.fna	KLP-JSC-RGN-105201_202103232141_63_length_4564_cov_48.624694	231	1033	aph(3'')-Ib_2	2-804/804	===============	0/0	99.88	100.00	resfinder	AF024602	resfinder~~~aph(3'')-Ib_2~~~AF024602 aph(3'')-Ib_2
KLP-JSC-RGN-105201.fna	KLP-JSC-RGN-105201_202103232141_63_length_4564_cov_48.624694	1033	1869	aph(6)-Id_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M28829	resfinder~~~aph(6)-Id_1~~~M28829 aph(6)-Id_1
KLP-JSC-RGN-105201.fna	KLP-JSC-RGN-105201_202103232141_64_length_4460_cov_192.319872	1266	1336	aadA1_3	722-792/792	.............==	0/0	8.96	100.00	resfinder	JQ414041	resfinder~~~aadA1_3~~~JQ414041 aadA1_3
KLP-JSC-RGN-105201.fna	KLP-JSC-RGN-105201_202103232141_64_length_4460_cov_192.319872	1396	2220	blaOXA-9_1	1-825/825	===============	0/0	100.00	99.88	resfinder	KQ089875	resfinder~~~blaOXA-9_1~~~KQ089875 blaOXA-9_1
KLP-JSC-RGN-105201.fna	KLP-JSC-RGN-105201_202103232141_64_length_4460_cov_192.319872	2920	3525	aac(6')-Ib_1	1-606/606	===============	0/0	100.00	100.00	resfinder	M21682	resfinder~~~aac(6')-Ib_1~~~M21682 aac(6')-Ib_1
KLP-JSC-RGN-105201.fna	KLP-JSC-RGN-105201_202103232141_64_length_4460_cov_192.319872	3582	4322	ant(3'')-Ia_1	168-911/972	..======/======	1/3	76.23	99.33	resfinder	X02340	resfinder~~~ant(3'')-Ia_1~~~X02340 ant(3'')-Ia_1
KLP-JSC-RGN-105201.fna	KLP-JSC-RGN-105201_202103232141_68_length_2369_cov_86.818063	778	1962	tet(D)_1	1-1185/1185	===============	0/0	100.00	100.00	resfinder	AF467077	resfinder~~~tet(D)_1~~~AF467077 tet(D)_1
KLP-JSC-RGN-105201.fna	KLP-JSC-RGN-105201_202103232141_6_length_209015_cov_41.434770	15474	15893	fosA6_1	1-420/433	===============	0/0	97.00	99.76	resfinder	KU254579	resfinder~~~fosA6_1~~~KU254579 fosA6_1
KLP-JSC-RGN-105201.fna	KLP-JSC-RGN-105201_202103232141_78_length_1043_cov_125.635611	34	894	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	resfinder~~~blaTEM-1B_1~~~AY458016 Alternate name; RblaTEM-1
KLP-JSC-RGN-105201.fna	KLP-JSC-RGN-105201_202103232141_81_length_624_cov_129.394881	1	624	blaSHV-129_1	9-632/861	============...	0/0	72.47	100.00	resfinder	GU827715	resfinder~~~blaSHV-129_1~~~GU827715 blaSHV-129_1
ECO-JSC-RGN-105445.fna	ECO-JSC-RGN-105445_202103232141_23_length_57639_cov_81.115510	30204	31436	mdf(A)_1	1-1233/1233	===============	0/0	100.00	98.70	resfinder	Y08743	resfinder~~~mdf(A)_1~~~Y08743 mdf(A)_1
ECO-JSC-RGN-105445.fna	ECO-JSC-RGN-105445_202103232141_38_length_28216_cov_170.002559	225	1085	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	resfinder~~~blaTEM-1B_1~~~AY458016 Alternate name; RblaTEM-1
ECO-JSC-RGN-105445.fna	ECO-JSC-RGN-105445_202103232141_50_length_6642_cov_140.829551	1284	2489	tet(B)_2	1-1206/1206	===============	0/0	100.00	100.00	resfinder	AF326777	resfinder~~~tet(B)_2~~~AF326777 tet(B)_2
ECO-JSC-RGN-105445.fna	ECO-JSC-RGN-105445_202103232141_52_length_5728_cov_161.620244	130	789	catA1_1	1-660/660	===============	0/0	100.00	99.85	resfinder	V00622	resfinder~~~catA1_1~~~V00622 catA1_1
ECO-JSC-RGN-105445.fna	ECO-JSC-RGN-105445_202103232141_55_length_2730_cov_168.816434	94	882	aadA5_1	1-789/789	===============	0/0	100.00	100.00	resfinder	AF137361	resfinder~~~aadA5_1~~~AF137361 aadA5_1
ECO-JSC-RGN-105445.fna	ECO-JSC-RGN-105445_202103232141_55_length_2730_cov_168.816434	1013	1486	dfrA17_1	1-474/474	===============	0/0	100.00	100.00	resfinder	FJ460238	resfinder~~~dfrA17_1~~~FJ460238 dfrA17_1
ECO-JSC-RGN-105445.fna	ECO-JSC-RGN-105445_202103232141_55_length_2730_cov_168.816434	1505	1671	ant(3'')-Ia_1	1-174/972	===...../......	3/7	17.18	95.98	resfinder	X02340	resfinder~~~ant(3'')-Ia_1~~~X02340 ant(3'')-Ia_1
ECO-JSC-RGN-105445.fna	ECO-JSC-RGN-105445_202103232141_61_length_2231_cov_281.949740	26	823	blaOXA-48_1	1-798/798	===============	0/0	100.00	100.00	resfinder	AY236073	resfinder~~~blaOXA-48_1~~~AY236073 blaOXA-48_1
ECO-JSC-RGN-105445.fna	ECO-JSC-RGN-105445_202103232141_62_length_2178_cov_164.358401	309	1184	blaCTX-M-14_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AF252622	resfinder~~~blaCTX-M-14_1~~~AF252622 Amino acid sequences of CTX-M-14 and CTX-M-18 are identical
KLP-JSC-RGN-105172.fna	KLP-JSC-RGN-105172_202103232141_1_length_511416_cov_39.765686	159132	159992	blaSHV-106_1	1-861/861	===============	0/0	100.00	99.88	resfinder	AM922307	resfinder~~~blaSHV-106_1~~~AM922307 blaSHV-106_1
KLP-JSC-RGN-105172.fna	KLP-JSC-RGN-105172_202103232141_21_length_96157_cov_50.907733	54729	57881	oqxB_1	1-3153/3153	===============	0/0	100.00	98.57	resfinder	EU370913	resfinder~~~oqxB_1~~~EU370913 oqxB_1
KLP-JSC-RGN-105172.fna	KLP-JSC-RGN-105172_202103232141_21_length_96157_cov_50.907733	57905	59080	oqxA_1	1-1176/1176	===============	0/0	100.00	98.89	resfinder	EU370913	resfinder~~~oqxA_1~~~EU370913 oqxA_1
KLP-JSC-RGN-105172.fna	KLP-JSC-RGN-105172_202103232141_32_length_13560_cov_59.697693	2591	3837	tet(A)_6	1-1247/1275	===============	0/0	97.80	100.00	resfinder	AF534183	resfinder~~~tet(A)_6~~~AF534183 tet(A)_6
KLP-JSC-RGN-105172.fna	KLP-JSC-RGN-105172_202103232141_32_length_13560_cov_59.697693	12093	12737	qnrB1_1	1-645/645	===============	0/0	100.00	100.00	resfinder	DQ351241	resfinder~~~qnrB1_1~~~DQ351241 qnrB1_1
KLP-JSC-RGN-105172.fna	KLP-JSC-RGN-105172_202103232141_33_length_11592_cov_56.102996	3299	4174	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	resfinder~~~blaCTX-M-15_1~~~AY044436 Alternate name; UOE-1
KLP-JSC-RGN-105172.fna	KLP-JSC-RGN-105172_202103232141_33_length_11592_cov_56.102996	6996	7856	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	resfinder~~~blaTEM-1B_1~~~AY458016 Alternate name; RblaTEM-1
KLP-JSC-RGN-105172.fna	KLP-JSC-RGN-105172_202103232141_33_length_11592_cov_56.102996	8577	9413	aph(6)-Id_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M28829	resfinder~~~aph(6)-Id_1~~~M28829 aph(6)-Id_1
KLP-JSC-RGN-105172.fna	KLP-JSC-RGN-105172_202103232141_33_length_11592_cov_56.102996	9413	10216	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	resfinder~~~aph(3'')-Ib_5~~~AF321551 aph(3'')-Ib_5
KLP-JSC-RGN-105172.fna	KLP-JSC-RGN-105172_202103232141_33_length_11592_cov_56.102996	10277	11092	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	resfinder~~~sul2_2~~~AY034138 sul2_2
KLP-JSC-RGN-105172.fna	KLP-JSC-RGN-105172_202103232141_34_length_6941_cov_61.589889	4679	5161	dfrA14_5	1-483/483	===============	0/0	100.00	99.59	resfinder	DQ388123	resfinder~~~dfrA14_5~~~DQ388123 dfrA14_5
KLP-JSC-RGN-105172.fna	KLP-JSC-RGN-105172_202103232141_34_length_6941_cov_61.589889	5168	5335	ant(3'')-Ia_1	1-175/972	===...../......	3/7	17.28	96.00	resfinder	X02340	resfinder~~~ant(3'')-Ia_1~~~X02340 ant(3'')-Ia_1
KLP-JSC-RGN-105172.fna	KLP-JSC-RGN-105172_202103232141_40_length_2519_cov_54.521704	1539	2399	aac(3)-IIa_1	1-861/861	===============	0/0	100.00	99.77	resfinder	X51534	resfinder~~~aac(3)-IIa_1~~~X51534 aac(3)-IIa_1
KLP-JSC-RGN-105172.fna	KLP-JSC-RGN-105172_202103232141_41_length_2339_cov_56.278073	74	518	catB3_1	1-445/633	===========....	0/0	70.30	99.78	resfinder	AJ009818	resfinder~~~catB3_1~~~AJ009818 catB3_1
KLP-JSC-RGN-105172.fna	KLP-JSC-RGN-105172_202103232141_41_length_2339_cov_56.278073	656	1486	blaOXA-1_1	1-831/831	===============	0/0	100.00	100.00	resfinder	HQ170510	resfinder~~~blaOXA-1_1~~~HQ170510 blaOXA-1_1
KLP-JSC-RGN-105172.fna	KLP-JSC-RGN-105172_202103232141_41_length_2339_cov_56.278073	1617	2216	aac(6')-Ib-cr_1	1-600/600	===============	0/0	100.00	100.00	resfinder	DQ303918	resfinder~~~aac(6')-Ib-cr_1~~~DQ303918 aac(6')-Ib-cr_1
KLP-JSC-RGN-105172.fna	KLP-JSC-RGN-105172_202103232141_4_length_378149_cov_52.880652	354922	355341	fosA6_1	1-420/433	===============	0/0	97.00	99.76	resfinder	KU254579	resfinder~~~fosA6_1~~~KU254579 fosA6_1
ECO-JSC-MOD-104873.fna	ECO-JSC-MOD-104873_202103232141_1_length_530051_cov_42.324391	428873	430105	mdf(A)_1	1-1233/1233	===============	0/0	100.00	97.81	resfinder	Y08743	resfinder~~~mdf(A)_1~~~Y08743 mdf(A)_1
ECO-JSC-MOD-104873.fna	ECO-JSC-MOD-104873_202103232141_44_length_10119_cov_72.161522	795	961	ant(3'')-Ia_1	1-174/972	===...../......	3/7	17.18	95.98	resfinder	X02340	resfinder~~~ant(3'')-Ia_1~~~X02340 ant(3'')-Ia_1
ECO-JSC-MOD-104873.fna	ECO-JSC-MOD-104873_202103232141_44_length_10119_cov_72.161522	980	1453	dfrA17_1	1-474/474	===============	0/0	100.00	100.00	resfinder	FJ460238	resfinder~~~dfrA17_1~~~FJ460238 dfrA17_1
ECO-JSC-MOD-104873.fna	ECO-JSC-MOD-104873_202103232141_44_length_10119_cov_72.161522	1584	2372	aadA5_1	1-789/789	===============	0/0	100.00	100.00	resfinder	AF137361	resfinder~~~aadA5_1~~~AF137361 aadA5_1
ECO-JSC-MOD-104873.fna	ECO-JSC-MOD-104873_202103232141_44_length_10119_cov_72.161522	2892	3758	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	resfinder~~~sul1_5~~~EU780013 sul1_5
ECO-JSC-MOD-104873.fna	ECO-JSC-MOD-104873_202103232141_44_length_10119_cov_72.161522	9053	9974	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	resfinder~~~mph(A)_2~~~U36578 mph(A)_2
ECO-JSC-MOD-104873.fna	ECO-JSC-MOD-104873_202103232141_46_length_5768_cov_67.128273	559	1374	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	resfinder~~~sul2_2~~~AY034138 sul2_2
ECO-JSC-MOD-104873.fna	ECO-JSC-MOD-104873_202103232141_46_length_5768_cov_67.128273	1435	2238	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	resfinder~~~aph(3'')-Ib_5~~~AF321551 aph(3'')-Ib_5
ECO-JSC-MOD-104873.fna	ECO-JSC-MOD-104873_202103232141_46_length_5768_cov_67.128273	2238	3074	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	resfinder~~~aph(6)-Id_1~~~M28829 aph(6)-Id_1
ECO-JSC-MOD-104873.fna	ECO-JSC-MOD-104873_202103232141_46_length_5768_cov_67.128273	4053	5299	tet(A)_6	1-1247/1275	===============	0/0	97.80	100.00	resfinder	AF534183	resfinder~~~tet(A)_6~~~AF534183 tet(A)_6
ECO-JSC-MOD-104873.fna	ECO-JSC-MOD-104873_202103232141_59_length_1620_cov_70.798445	418	1293	blaCTX-M-27_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY156923	resfinder~~~blaCTX-M-27_1~~~AY156923 blaCTX-M-27_1
ECO-JSC-RGN-103862.fna	ECO-JSC-RGN-103862_202103232141_11_length_188330_cov_25.414139	87153	88385	mdf(A)_1	1-1233/1233	===============	0/0	100.00	97.81	resfinder	Y08743	resfinder~~~mdf(A)_1~~~Y08743 mdf(A)_1
ECO-JSC-RGN-103862.fna	ECO-JSC-RGN-103862_202103232141_66_length_1513_cov_66.206289	391	1266	blaCTX-M-27_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY156923	resfinder~~~blaCTX-M-27_1~~~AY156923 blaCTX-M-27_1
ECO-JSC-RGN-105251.fna	ECO-JSC-RGN-105251_202103232141_12_length_165372_cov_41.654206	99822	101054	mdf(A)_1	1-1233/1233	===============	0/0	100.00	97.81	resfinder	Y08743	resfinder~~~mdf(A)_1~~~Y08743 mdf(A)_1
ECO-JSC-RGN-105251.fna	ECO-JSC-RGN-105251_202103232141_20_length_103716_cov_44.598201	1	77	blaCTX-M-101_1	58-134/876	===............	0/0	8.79	100.00	resfinder	HQ398214	resfinder~~~blaCTX-M-101_1~~~HQ398214 blaCTX-M-101_1
ECO-JSC-RGN-105251.fna	ECO-JSC-RGN-105251_202103232141_35_length_24389_cov_51.479187	23571	24389	blaCTX-M-15_1	58-876/876	===============	0/0	93.49	100.00	resfinder	AY044436	resfinder~~~blaCTX-M-15_1~~~AY044436 Alternate name; UOE-1
ECO-JSC-RGN-105251.fna	ECO-JSC-RGN-105251_202103232141_49_length_9921_cov_85.713633	597	763	ant(3'')-Ia_1	1-174/972	===...../......	3/7	17.18	95.98	resfinder	X02340	resfinder~~~ant(3'')-Ia_1~~~X02340 ant(3'')-Ia_1
ECO-JSC-RGN-105251.fna	ECO-JSC-RGN-105251_202103232141_49_length_9921_cov_85.713633	782	1255	dfrA17_1	1-474/474	===============	0/0	100.00	100.00	resfinder	FJ460238	resfinder~~~dfrA17_1~~~FJ460238 dfrA17_1
ECO-JSC-RGN-105251.fna	ECO-JSC-RGN-105251_202103232141_49_length_9921_cov_85.713633	1386	2174	aadA5_1	1-789/789	===============	0/0	100.00	100.00	resfinder	AF137361	resfinder~~~aadA5_1~~~AF137361 aadA5_1
ECO-JSC-RGN-105251.fna	ECO-JSC-RGN-105251_202103232141_49_length_9921_cov_85.713633	2694	3560	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	resfinder~~~sul1_5~~~EU780013 sul1_5
ECO-JSC-RGN-105251.fna	ECO-JSC-RGN-105251_202103232141_49_length_9921_cov_85.713633	8855	9776	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	resfinder~~~mph(A)_2~~~U36578 mph(A)_2
ECO-JSC-RGN-105251.fna	ECO-JSC-RGN-105251_202103232141_52_length_6833_cov_74.570456	557	1372	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	AY034138	resfinder~~~sul2_2~~~AY034138 sul2_2
ECO-JSC-RGN-105251.fna	ECO-JSC-RGN-105251_202103232141_52_length_6833_cov_74.570456	1433	2236	aph(3'')-Ib_5	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551	resfinder~~~aph(3'')-Ib_5~~~AF321551 aph(3'')-Ib_5
ECO-JSC-RGN-105251.fna	ECO-JSC-RGN-105251_202103232141_52_length_6833_cov_74.570456	2236	3072	aph(6)-Id_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M28829	resfinder~~~aph(6)-Id_1~~~M28829 aph(6)-Id_1
ECO-JSC-RGN-105251.fna	ECO-JSC-RGN-105251_202103232141_52_length_6833_cov_74.570456	4075	5321	tet(A)_6	1-1247/1275	===============	0/0	97.80	100.00	resfinder	AF534183	resfinder~~~tet(A)_6~~~AF534183 tet(A)_6
ECO-JSC-RGN-105251.fna	ECO-JSC-RGN-105251_202103232141_63_length_2749_cov_83.133982	116	976	aac(3)-IIa_1	1-861/861	===============	0/0	100.00	99.77	resfinder	X51534	resfinder~~~aac(3)-IIa_1~~~X51534 aac(3)-IIa_1
ECO-JSC-RGN-105251.fna	ECO-JSC-RGN-105251_202103232141_68_length_2338_cov_76.172932	123	722	aac(6')-Ib-cr_1	1-600/600	===============	0/0	100.00	100.00	resfinder	DQ303918	resfinder~~~aac(6')-Ib-cr_1~~~DQ303918 aac(6')-Ib-cr_1
ECO-JSC-RGN-105251.fna	ECO-JSC-RGN-105251_202103232141_68_length_2338_cov_76.172932	853	1683	blaOXA-1_1	1-831/831	===============	0/0	100.00	100.00	resfinder	HQ170510	resfinder~~~blaOXA-1_1~~~HQ170510 blaOXA-1_1
ECO-JSC-RGN-105251.fna	ECO-JSC-RGN-105251_202103232141_68_length_2338_cov_76.172932	1821	2265	catB3_1	1-445/633	===========....	0/0	70.30	99.78	resfinder	AJ009818	resfinder~~~catB3_1~~~AJ009818 catB3_1
ECO-JSC-RGN-105251.fna	ECO-JSC-RGN-105251_202103232141_71_length_1838_cov_88.020443	1705	1838	blaCTX-M-101_1	1-134/876	===............	0/0	15.30	100.00	resfinder	HQ398214	resfinder~~~blaCTX-M-101_1~~~HQ398214 blaCTX-M-101_1
KLP-JSC-RGN-105169.fna	KLP-JSC-RGN-105169_202103232141_13_length_128177_cov_15.565746	10413	11588	oqxA_1	1-1176/1176	===============	0/0	100.00	100.00	resfinder	EU370913	resfinder~~~oqxA_1~~~EU370913 oqxA_1
KLP-JSC-RGN-105169.fna	KLP-JSC-RGN-105169_202103232141_13_length_128177_cov_15.565746	11612	14764	oqxB_1	1-3153/3153	===============	0/0	100.00	99.27	resfinder	EU370913	resfinder~~~oqxB_1~~~EU370913 oqxB_1
KLP-JSC-RGN-105169.fna	KLP-JSC-RGN-105169_202103232141_16_length_124841_cov_16.507831	110447	110866	fosA_3	1-420/420	===============	0/0	100.00	99.29	resfinder	ACWO01000079	resfinder~~~fosA_3~~~ACWO01000079 fosA_3
KLP-JSC-RGN-105169.fna	KLP-JSC-RGN-105169_202103232141_38_length_39863_cov_91.927864	38952	39596	qnrB7_1	1-645/645	===============	0/0	100.00	100.00	resfinder	EU043311	resfinder~~~qnrB7_1~~~EU043311 qnrB7_1
KLP-JSC-RGN-105169.fna	KLP-JSC-RGN-105169_202103232141_91_length_3366_cov_90.747036	2483	3343	blaSHV-12_1	1-861/861	===============	0/0	100.00	100.00	resfinder	KF976405	resfinder~~~blaSHV-12_1~~~KF976405 Alternate name; SHV-5-2a
KLP-JSC-RGN-105179.fna	KLP-JSC-RGN-105179_202103232141_12_length_211629_cov_44.999759	39546	40721	oqxA_1	1-1176/1176	===============	0/0	100.00	99.58	resfinder	EU370913	resfinder~~~oqxA_1~~~EU370913 oqxA_1
KLP-JSC-RGN-105179.fna	KLP-JSC-RGN-105179_202103232141_12_length_211629_cov_44.999759	40745	43897	oqxB_1	1-3153/3153	===============	0/0	100.00	98.70	resfinder	EU370913	resfinder~~~oqxB_1~~~EU370913 oqxB_1
KLP-JSC-RGN-105179.fna	KLP-JSC-RGN-105179_202103232141_1_length_348918_cov_50.531580	13993	14412	fosA6_1	1-420/433	===============	0/0	97.00	99.05	resfinder	KU254579	resfinder~~~fosA6_1~~~KU254579 fosA6_1
KLP-JSC-RGN-105179.fna	KLP-JSC-RGN-105179_202103232141_51_length_4717_cov_106.638147	1	147	aadA1_3	646-792/792	............===	0/0	18.56	100.00	resfinder	JQ414041	resfinder~~~aadA1_3~~~JQ414041 aadA1_3
KLP-JSC-RGN-105179.fna	KLP-JSC-RGN-105179_202103232141_51_length_4717_cov_106.638147	1829	2620	sul3_2	1-792/792	===============	0/0	100.00	100.00	resfinder	AJ459418	resfinder~~~sul3_2~~~AJ459418 sul3_2
KLP-JSC-RGN-105179.fna	KLP-JSC-RGN-105179_202103232141_51_length_4717_cov_106.638147	4381	4643	mef(B)_1	968-1230/1230	...........====	0/0	21.38	99.62	resfinder	FJ196385	resfinder~~~mef(B)_1~~~FJ196385 mef(B)_1
KLP-JSC-RGN-105179.fna	KLP-JSC-RGN-105179_202103232141_52_length_4422_cov_143.873648	2181	3206	aph(4)-Ia_1	1-1026/1026	===============	0/0	100.00	100.00	resfinder	V01499	resfinder~~~aph(4)-Ia_1~~~V01499 aph(4)-Ia_1
KLP-JSC-RGN-105179.fna	KLP-JSC-RGN-105179_202103232141_52_length_4422_cov_143.873648	3427	4211	aac(3)-IVa_1	1-786/786	========/======	1/1	99.87	99.87	resfinder	X01385	resfinder~~~aac(3)-IVa_1~~~X01385 aac(3)-IVa_1
KLP-JSC-RGN-105179.fna	KLP-JSC-RGN-105179_202103232141_53_length_4280_cov_134.453724	1	77	ant(3'')-Ia_1	171-247/972	..==...........	0/0	7.92	100.00	resfinder	X02340	resfinder~~~ant(3'')-Ia_1~~~X02340 ant(3'')-Ia_1
KLP-JSC-RGN-105179.fna	KLP-JSC-RGN-105179_202103232141_53_length_4280_cov_134.453724	160	1419	cmlA1_1	1-1260/1260	===============	0/0	100.00	99.92	resfinder	M64556	resfinder~~~cmlA1_1~~~M64556 cmlA1_1
KLP-JSC-RGN-105179.fna	KLP-JSC-RGN-105179_202103232141_53_length_4280_cov_134.453724	1681	2482	aadA2_1	18-819/819	===============	0/0	97.92	99.88	resfinder	NC_010870	resfinder~~~aadA2_1~~~NC_010870 aadA2_1
KLP-JSC-RGN-105179.fna	KLP-JSC-RGN-105179_202103232141_53_length_4280_cov_134.453724	4105	4270	ant(3'')-Ia_1	1-173/972	===...../......	3/7	17.08	95.38	resfinder	X02340	resfinder~~~ant(3'')-Ia_1~~~X02340 ant(3'')-Ia_1
KLP-JSC-RGN-105179.fna	KLP-JSC-RGN-105179_202103232141_55_length_3714_cov_61.319769	492	1358	sul1_5	1-867/867	===============	0/0	100.00	99.89	resfinder	EU780013	resfinder~~~sul1_5~~~EU780013 sul1_5
KLP-JSC-RGN-105179.fna	KLP-JSC-RGN-105179_202103232141_56_length_3677_cov_74.734167	1718	2902	tet(D)_1	1-1185/1185	===============	0/0	100.00	100.00	resfinder	AF467077	resfinder~~~tet(D)_1~~~AF467077 tet(D)_1
KLP-JSC-RGN-105179.fna	KLP-JSC-RGN-105179_202103232141_77_length_732_cov_200.680916	1	732	ant(3'')-Ia_1	171-902/972	..============.	0/0	75.31	100.00	resfinder	X02340	resfinder~~~ant(3'')-Ia_1~~~X02340 ant(3'')-Ia_1
KLP-JSC-RGN-105179.fna	KLP-JSC-RGN-105179_202103232141_81_length_589_cov_84.972656	1	485	blaSHV-187_1	1-485/867	=========......	0/0	55.94	99.38	resfinder	LN515533	resfinder~~~blaSHV-187_1~~~LN515533 blaSHV-187_1
ECO-JSC-RGN-105238.fna	ECO-JSC-RGN-105238_202103232141_18_length_100182_cov_32.748264	33147	34379	mdf(A)_1	1-1233/1233	===============	0/0	100.00	97.81	resfinder	Y08743	resfinder~~~mdf(A)_1~~~Y08743 mdf(A)_1
ECO-JSC-RGN-105238.fna	ECO-JSC-RGN-105238_202103232141_19_length_99591_cov_34.950762	97348	98223	blaCTX-M-15_1	1-876/876	===============	0/0	100.00	100.00	resfinder	AY044436	resfinder~~~blaCTX-M-15_1~~~AY044436 Alternate name; UOE-1
ECO-JSC-RGN-105238.fna	ECO-JSC-RGN-105238_202103232141_35_length_44479_cov_38.692672	43999	44188	catB3_1	61-250/633	.=====.........	0/0	30.02	100.00	resfinder	AJ009818	resfinder~~~catB3_1~~~AJ009818 catB3_1
ECO-JSC-RGN-105238.fna	ECO-JSC-RGN-105238_202103232141_62_length_13015_cov_65.123048	11100	11960	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	resfinder~~~blaTEM-1B_1~~~AY458016 Alternate name; RblaTEM-1
ECO-JSC-RGN-105238.fna	ECO-JSC-RGN-105238_202103232141_88_length_2752_cov_34.996262	1772	2632	aac(3)-IIa_1	1-861/861	===============	0/0	100.00	99.77	resfinder	X51534	resfinder~~~aac(3)-IIa_1~~~X51534 aac(3)-IIa_1
ECO-JSC-RGN-105294.fna	ECO-JSC-RGN-105294_202103232141_105_length_4048_cov_44.943591	1	546	tet(M)_1	1375-1920/1920	..........=====	0/0	28.44	99.82	resfinder	X92947	resfinder~~~tet(M)_1~~~X92947 tet(M)_1
ECO-JSC-RGN-105294.fna	ECO-JSC-RGN-105294_202103232141_126_length_2276_cov_25.383811	2200	2276	ant(3'')-Ia_1	97-173/972	.==............	0/0	7.92	100.00	resfinder	X02340	resfinder~~~ant(3'')-Ia_1~~~X02340 ant(3'')-Ia_1
ECO-JSC-RGN-105294.fna	ECO-JSC-RGN-105294_202103232141_146_length_1653_cov_51.501904	1	731	tet(M)_8	1-731/1920	======.........	0/0	38.07	98.63	resfinder	X04388	resfinder~~~tet(M)_8~~~X04388 tet(M)_8
ECO-JSC-RGN-105294.fna	ECO-JSC-RGN-105294_202103232141_174_length_1192_cov_31.990135	164	979	aph(3')-Ia_1	1-816/816	===============	0/0	100.00	100.00	resfinder	V00359	resfinder~~~aph(3')-Ia_1~~~V00359 aph(3')-Ia_1
ECO-JSC-RGN-105294.fna	ECO-JSC-RGN-105294_202103232141_177_length_1179_cov_90.716878	172	1032	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	AY458016	resfinder~~~blaTEM-1B_1~~~AY458016 Alternate name; RblaTEM-1
ECO-JSC-RGN-105294.fna	ECO-JSC-RGN-105294_202103232141_178_length_1164_cov_20.229991	165	986	lnu(F)_1	1-822/822	===============	0/0	100.00	100.00	resfinder	EU118119	resfinder~~~lnu(F)_1~~~EU118119 lnu(F)_1
ECO-JSC-RGN-105294.fna	ECO-JSC-RGN-105294_202103232141_229_length_797_cov_65.115278	1	797	tet(M)_5	655-1451/1920	.....=======...	0/0	41.51	96.99	resfinder	U58985	resfinder~~~tet(M)_5~~~U58985 tet(M)_5
ECO-JSC-RGN-105294.fna	ECO-JSC-RGN-105294_202103232141_40_length_38490_cov_32.027100	20723	21868	blaCMY-2_1	1-1146/1146	===============	0/0	100.00	100.00	resfinder	X91840	resfinder~~~blaCMY-2_1~~~X91840 blaCMY-2_1
ECO-JSC-RGN-105294.fna	ECO-JSC-RGN-105294_202103232141_62_length_15718_cov_46.537306	147	1068	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578	resfinder~~~mph(A)_2~~~U36578 mph(A)_2
ECO-JSC-RGN-105294.fna	ECO-JSC-RGN-105294_202103232141_62_length_15718_cov_46.537306	9777	11023	tet(A)_6	1-1247/1275	===============	0/0	97.80	99.92	resfinder	AF534183	resfinder~~~tet(A)_6~~~AF534183 tet(A)_6
ECO-JSC-RGN-105294.fna	ECO-JSC-RGN-105294_202103232141_77_length_8248_cov_45.731000	1869	2660	sul3_2	1-792/792	===============	0/0	100.00	100.00	resfinder	AJ459418	resfinder~~~sul3_2~~~AJ459418 sul3_2
ECO-JSC-RGN-105294.fna	ECO-JSC-RGN-105294_202103232141_77_length_8248_cov_45.731000	3831	4632	ant(3'')-Ia_1	171-972/972	..=============	0/0	82.51	99.75	resfinder	X02340	resfinder~~~ant(3'')-Ia_1~~~X02340 ant(3'')-Ia_1
