GCA_014169115.1_ASM1416911v1,plasmid_AD482,AP022075.1,GCA_014169115.1_ASM1416911v1_202109171340_110_length_3072_cov_358.917863
GCA_013895455.1_ASM1389545v1,plasmid_AA998,CP057714.1,GCA_013895455.1_ASM1389545v1_202109200955_52_length_1084_cov_78.163853
GCA_013895455.1_ASM1389545v1,plasmid_AA749,CP057716.1,GCA_013895455.1_ASM1389545v1_202109200955_23_length_69443_cov_180.478693
GCA_013895455.1_ASM1389545v1,plasmid_AE197,CP057715.1,GCA_013895455.1_ASM1389545v1_202109200955_22_length_72684_cov_250.270401
GCA_013895455.1_ASM1389545v1,plasmid_AE197,CP057715.1,GCA_013895455.1_ASM1389545v1_202109200955_47_length_1546_cov_210.939415
GCA_014169395.1_ASM1416939v1,plasmid_AB947,AP022159.1,GCA_014169395.1_ASM1416939v1_202109200955_64_length_3355_cov_25.870198
GCA_014169395.1_ASM1416939v1,plasmid_AD312,AP022159.1,GCA_014169395.1_ASM1416939v1_202109200955_55_length_7091_cov_20.519960
GCA_014169395.1_ASM1416939v1,plasmid_AD312,AP022159.1,GCA_014169395.1_ASM1416939v1_202109200955_60_length_5579_cov_20.543287
GCA_014169395.1_ASM1416939v1,plasmid_AD312,AP022159.1,GCA_014169395.1_ASM1416939v1_202109200955_61_length_5302_cov_19.933913
GCA_014169395.1_ASM1416939v1,plasmid_AA474,AP022160.1,GCA_014169395.1_ASM1416939v1_202109200955_25_length_55919_cov_23.184704
GCA_014169395.1_ASM1416939v1,plasmid_AA474,AP022160.1,GCA_014169395.1_ASM1416939v1_202109200955_37_length_38177_cov_25.395506
GCA_014169395.1_ASM1416939v1,plasmid_AA474,AP022159.1,GCA_014169395.1_ASM1416939v1_202109200955_65_length_3333_cov_19.986588
GCA_014169395.1_ASM1416939v1,plasmid_AA474,AP022159.1,GCA_014169395.1_ASM1416939v1_202109200955_73_length_1340_cov_47.526793
GCA_014169395.1_ASM1416939v1,plasmid_AA474,AP022159.1,GCA_014169395.1_ASM1416939v1_202109200955_73_length_1340_cov_47.526793
GCA_011849985.2_ASM1184998v2,plasmid_AA345,CP058234.1,GCA_011849985.2_ASM1184998v2_202109200955_36_length_42643_cov_20.636729
GCA_011849985.2_ASM1184998v2,plasmid_AA345,CP058234.1,GCA_011849985.2_ASM1184998v2_202109200955_39_length_38802_cov_20.275326
GCA_011849985.2_ASM1184998v2,plasmid_AA345,CP058234.1,GCA_011849985.2_ASM1184998v2_202109200955_74_length_4358_cov_16.955618
GCA_011849985.2_ASM1184998v2,plasmid_AA345,CP058234.1,GCA_011849985.2_ASM1184998v2_202109200955_81_length_3375_cov_11.964524
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,GCA_013822325.1_ASM1382232v1_202109200955_10_length_141555_cov_47.274445
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,GCA_013822325.1_ASM1382232v1_202109200955_46_length_30672_cov_44.754208
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,GCA_013822325.1_ASM1382232v1_202109200955_58_length_12508_cov_50.843939
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,GCA_013822325.1_ASM1382232v1_202109200955_64_length_7197_cov_120.416573
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,GCA_013822325.1_ASM1382232v1_202109200955_65_length_6235_cov_62.561708
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,GCA_013822325.1_ASM1382232v1_202109200955_70_length_4539_cov_58.954953
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,GCA_013822325.1_ASM1382232v1_202109200955_76_length_2111_cov_63.048181
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,GCA_013822325.1_ASM1382232v1_202109200955_78_length_1713_cov_59.825183
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,GCA_013822325.1_ASM1382232v1_202109200955_83_length_1410_cov_40.704426
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,GCA_013822325.1_ASM1382232v1_202109200955_90_length_1200_cov_72.134461
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,GCA_013822325.1_ASM1382232v1_202109200955_91_length_1193_cov_49.815412
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,GCA_013822325.1_ASM1382232v1_202109200955_92_length_1084_cov_118.365442
GCA_013822325.1_ASM1382232v1,plasmid_AA998,CP057271.1,GCA_013822325.1_ASM1382232v1_202109200955_92_length_1084_cov_118.365442
GCA_011843745.2_ASM1184374v2,plasmid_AA345,CP058232.1,GCA_011843745.2_ASM1184374v2_202109200955_32_length_38801_cov_4.927475
GCA_011843745.2_ASM1184374v2,plasmid_AA345,CP058232.1,GCA_011843745.2_ASM1184374v2_202109200955_36_length_32444_cov_4.168671
GCA_011843745.2_ASM1184374v2,plasmid_AA345,CP058232.1,GCA_011843745.2_ASM1184374v2_202109200955_52_length_9990_cov_3.719296
GCA_011843745.2_ASM1184374v2,plasmid_AA345,CP058232.1,GCA_011843745.2_ASM1184374v2_202109200955_69_length_4610_cov_3.897851
GCA_011843745.2_ASM1184374v2,plasmid_AA345,CP058232.1,GCA_011843745.2_ASM1184374v2_202109200955_75_length_3734_cov_2.523783
GCA_013832525.1_ASM1383252v1,plasmid_AA749,CP057434.1,GCA_013832525.1_ASM1383252v1_202109200955_33_length_50654_cov_47.389158
GCA_013832525.1_ASM1383252v1,plasmid_AA378,CP057433.1,GCA_013832525.1_ASM1383252v1_202109200955_20_length_91703_cov_19.945630
GCA_013832525.1_ASM1383252v1,plasmid_AA378,CP057433.1,GCA_013832525.1_ASM1383252v1_202109200955_55_length_4633_cov_18.685308
GCA_013752075.1_ASM1375207v1,plasmid_AA476,CP056606.1,GCA_013752075.1_ASM1375207v1_202109200955_68_length_1921_cov_17.152731
GCA_013752075.1_ASM1375207v1,plasmid_AC314,CP056606.1,GCA_013752075.1_ASM1375207v1_202109200955_50_length_11740_cov_14.870834
GCA_013752075.1_ASM1375207v1,plasmid_AA474,CP056606.1,GCA_013752075.1_ASM1375207v1_202109200955_36_length_41507_cov_14.327115
GCA_013752075.1_ASM1375207v1,plasmid_AA474,CP056606.1,GCA_013752075.1_ASM1375207v1_202109200955_45_length_26399_cov_14.600563
GCA_013752075.1_ASM1375207v1,plasmid_AA474,CP056606.1,GCA_013752075.1_ASM1375207v1_202109200955_56_length_5376_cov_16.037340
GCA_013752075.1_ASM1375207v1,plasmid_AA474,CP056607.1,GCA_013752075.1_ASM1375207v1_202109200955_63_length_3006_cov_26.862800
GCA_013752075.1_ASM1375207v1,plasmid_AA474,CP056606.1,GCA_013752075.1_ASM1375207v1_202109200955_64_length_2711_cov_18.601006
GCA_013752075.1_ASM1375207v1,plasmid_AA474,CP056606.1,GCA_013752075.1_ASM1375207v1_202109200955_65_length_2393_cov_14.884819
GCA_013752075.1_ASM1375207v1,plasmid_AA474,CP056607.1,GCA_013752075.1_ASM1375207v1_202109200955_67_length_2041_cov_26.502612
GCA_013752075.1_ASM1375207v1,plasmid_AA474,CP056606.1,GCA_013752075.1_ASM1375207v1_202109200955_77_length_1086_cov_36.862357
GCA_013752075.1_ASM1375207v1,plasmid_AA474,CP056607.1,GCA_013752075.1_ASM1375207v1_202109200955_77_length_1086_cov_36.862357
GCA_013752075.1_ASM1375207v1,plasmid_AA474,CP056607.1,GCA_013752075.1_ASM1375207v1_202109200955_78_length_1067_cov_41.453191
GCA_013752075.1_ASM1375207v1,plasmid_AA474,CP056606.1,GCA_013752075.1_ASM1375207v1_202109200955_78_length_1067_cov_41.453191
GCA_013752075.1_ASM1375207v1,plasmid_AA334,CP056605.1,GCA_013752075.1_ASM1375207v1_202109200955_32_length_52237_cov_19.281021
GCA_013752075.1_ASM1375207v1,plasmid_AA334,CP056605.1,GCA_013752075.1_ASM1375207v1_202109200955_39_length_34223_cov_17.712752
GCA_013752075.1_ASM1375207v1,plasmid_AA334,CP056605.1,GCA_013752075.1_ASM1375207v1_202109200955_54_length_7455_cov_18.574782
GCA_013752075.1_ASM1375207v1,plasmid_AA334,CP056605.1,GCA_013752075.1_ASM1375207v1_202109200955_61_length_3799_cov_18.691176
GCA_013752075.1_ASM1375207v1,plasmid_AA334,CP056606.1,GCA_013752075.1_ASM1375207v1_202109200955_62_length_3415_cov_15.421229
GCA_013752075.1_ASM1375207v1,plasmid_AA282,CP056607.1,GCA_013752075.1_ASM1375207v1_202109200955_24_length_72371_cov_24.223354
GCA_013752075.1_ASM1375207v1,plasmid_AA282,CP056606.1,GCA_013752075.1_ASM1375207v1_202109200955_58_length_5223_cov_14.869309
GCA_013752075.1_ASM1375207v1,plasmid_AA282,CP056607.1,GCA_013752075.1_ASM1375207v1_202109200955_59_length_5160_cov_24.450427
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,GCA_012849755.1_ASM1284975v1_202109200955_78_length_6127_cov_2.021000
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,GCA_012849755.1_ASM1284975v1_202109200955_80_length_5601_cov_2.549689
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,GCA_012849755.1_ASM1284975v1_202109200955_87_length_5037_cov_2.812220
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,GCA_012849755.1_ASM1284975v1_202109200955_89_length_4887_cov_1.260504
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,GCA_012849755.1_ASM1284975v1_202109200955_95_length_4113_cov_1.755143
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,GCA_012849755.1_ASM1284975v1_202109200955_97_length_4005_cov_1.193657
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,GCA_012849755.1_ASM1284975v1_202109200955_101_length_3651_cov_1.212826
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,GCA_012849755.1_ASM1284975v1_202109200955_103_length_3368_cov_1.307004
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,GCA_012849755.1_ASM1284975v1_202109200955_118_length_1925_cov_2.909344
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1_ASM1284975v1_202109200955_133_length_1581_cov_72.361761
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,GCA_012849755.1_ASM1284975v1_202109200955_133_length_1581_cov_72.361761
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1_ASM1284975v1_202109200955_133_length_1581_cov_72.361761
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1_ASM1284975v1_202109200955_133_length_1581_cov_72.361761
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1_ASM1284975v1_202109200955_133_length_1581_cov_72.361761
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1_ASM1284975v1_202109200955_133_length_1581_cov_72.361761
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1_ASM1284975v1_202109200955_133_length_1581_cov_72.361761
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1_ASM1284975v1_202109200955_133_length_1581_cov_72.361761
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1_ASM1284975v1_202109200955_133_length_1581_cov_72.361761
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1_ASM1284975v1_202109200955_133_length_1581_cov_72.361761
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1_ASM1284975v1_202109200955_133_length_1581_cov_72.361761
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1_ASM1284975v1_202109200955_133_length_1581_cov_72.361761
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,GCA_012849755.1_ASM1284975v1_202109200955_133_length_1581_cov_72.361761
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,GCA_012849755.1_ASM1284975v1_202109200955_136_length_1377_cov_1.679200
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1_ASM1284975v1_202109200955_140_length_1310_cov_50.426036
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1_ASM1284975v1_202109200955_140_length_1310_cov_50.426036
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1_ASM1284975v1_202109200955_140_length_1310_cov_50.426036
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1_ASM1284975v1_202109200955_140_length_1310_cov_50.426036
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,GCA_012849755.1_ASM1284975v1_202109200955_140_length_1310_cov_50.426036
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1_ASM1284975v1_202109200955_140_length_1310_cov_50.426036
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051631.1,GCA_012849755.1_ASM1284975v1_202109200955_140_length_1310_cov_50.426036
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,GCA_012849755.1_ASM1284975v1_202109200955_148_length_1168_cov_1.348703
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,GCA_012849755.1_ASM1284975v1_202109200955_150_length_1145_cov_1.517682
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,GCA_012849755.1_ASM1284975v1_202109200955_158_length_1051_cov_1.364719
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,GCA_012849755.1_ASM1284975v1_202109200955_159_length_1045_cov_1.271242
GCA_012849755.1_ASM1284975v1,plasmid_AA346,CP051632.1,GCA_012849755.1_ASM1284975v1_202109200955_160_length_1016_cov_1.164229
GCA_013893695.1_ASM1389369v1,plasmid_AA747,CP057685.1,GCA_013893695.1_ASM1389369v1_202109200955_16_length_112225_cov_20.997467
GCA_013752295.1_ASM1375229v1,plasmid_AA378,CP056619.1,GCA_013752295.1_ASM1375229v1_202109200955_15_length_103671_cov_12.476947
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,GCA_013742135.1_ASM1374213v1_202109200955_51_length_21975_cov_32.569824
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,GCA_013742135.1_ASM1374213v1_202109200955_57_length_15006_cov_38.568022
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,GCA_013742135.1_ASM1374213v1_202109200955_60_length_11708_cov_40.023644
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,GCA_013742135.1_ASM1374213v1_202109200955_62_length_10807_cov_33.385368
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,GCA_013742135.1_ASM1374213v1_202109200955_67_length_8357_cov_32.852536
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,GCA_013742135.1_ASM1374213v1_202109200955_69_length_6556_cov_40.852292
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,GCA_013742135.1_ASM1374213v1_202109200955_70_length_6338_cov_30.843635
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056613.1,GCA_013742135.1_ASM1374213v1_202109200955_75_length_5456_cov_48.160253
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,GCA_013742135.1_ASM1374213v1_202109200955_76_length_5023_cov_31.046704
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,GCA_013742135.1_ASM1374213v1_202109200955_77_length_4701_cov_60.105969
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,GCA_013742135.1_ASM1374213v1_202109200955_85_length_2595_cov_36.920175
GCA_013742135.1_ASM1374213v1,plasmid_AA334,CP056614.1,GCA_013742135.1_ASM1374213v1_202109200955_96_length_1612_cov_30.155700
GCA_013742135.1_ASM1374213v1,plasmid_AA579,CP056616.1,GCA_013742135.1_ASM1374213v1_202109200955_79_length_4149_cov_1163.502456
GCA_013742135.1_ASM1374213v1,plasmid_AA282,CP056615.1,GCA_013742135.1_ASM1374213v1_202109200955_25_length_75164_cov_75.241333
GCA_013742135.1_ASM1374213v1,plasmid_AA282,CP056615.1,GCA_013742135.1_ASM1374213v1_202109200955_58_length_14667_cov_76.198355
GCA_013742135.1_ASM1374213v1,plasmid_AA282,CP056614.1,GCA_013742135.1_ASM1374213v1_202109200955_86_length_2434_cov_62.474756
GCA_013742135.1_ASM1374213v1,plasmid_AA282,CP056614.1,GCA_013742135.1_ASM1374213v1_202109200955_86_length_2434_cov_62.474756
GCA_013742135.1_ASM1374213v1,plasmid_AB686,CP056617.1,GCA_013742135.1_ASM1374213v1_202109200955_95_length_1642_cov_1322.489457
GCA_013884735.1_ASM1388473v1,plasmid_AA304,CP057524.1,GCA_013884735.1_ASM1388473v1_202109200955_20_length_85331_cov_44.550937
GCA_013900005.1_ASM1390000v1,plasmid_AA474,CP057944.1,GCA_013900005.1_ASM1390000v1_202109200955_24_length_73835_cov_19.623837
GCA_013900005.1_ASM1390000v1,plasmid_AA474,CP057944.1,GCA_013900005.1_ASM1390000v1_202109200955_39_length_13992_cov_17.116349
GCA_013900005.1_ASM1390000v1,plasmid_AA474,CP057943.1,GCA_013900005.1_ASM1390000v1_202109200955_51_length_3432_cov_17.318629
GCA_013900005.1_ASM1390000v1,plasmid_AA474,CP057943.1,GCA_013900005.1_ASM1390000v1_202109200955_52_length_2661_cov_57.969814
GCA_013900005.1_ASM1390000v1,plasmid_AA474,CP057944.1,GCA_013900005.1_ASM1390000v1_202109200955_52_length_2661_cov_57.969814
GCA_013900005.1_ASM1390000v1,plasmid_AA474,CP057942.1,GCA_013900005.1_ASM1390000v1_202109200955_52_length_2661_cov_57.969814
GCA_013900005.1_ASM1390000v1,plasmid_AA474,CP057942.1,GCA_013900005.1_ASM1390000v1_202109200955_67_length_1139_cov_66.249529
GCA_013900005.1_ASM1390000v1,plasmid_AA474,CP057944.1,GCA_013900005.1_ASM1390000v1_202109200955_67_length_1139_cov_66.249529
GCA_013900005.1_ASM1390000v1,plasmid_AA474,CP057943.1,GCA_013900005.1_ASM1390000v1_202109200955_67_length_1139_cov_66.249529
GCA_013900005.1_ASM1390000v1,plasmid_AA474,CP057943.1,GCA_013900005.1_ASM1390000v1_202109200955_67_length_1139_cov_66.249529
GCA_013900005.1_ASM1390000v1,plasmid_AA302,CP057943.1,GCA_013900005.1_ASM1390000v1_202109200955_26_length_53196_cov_15.330315
GCA_013900005.1_ASM1390000v1,plasmid_AA302,CP057943.1,GCA_013900005.1_ASM1390000v1_202109200955_35_length_25823_cov_16.653383
GCA_013900005.1_ASM1390000v1,plasmid_AA302,CP057943.1,GCA_013900005.1_ASM1390000v1_202109200955_36_length_18472_cov_16.201250
GCA_013900005.1_ASM1390000v1,plasmid_AA302,CP057943.1,GCA_013900005.1_ASM1390000v1_202109200955_38_length_14259_cov_15.982019
GCA_013900005.1_ASM1390000v1,plasmid_AA302,CP057943.1,GCA_013900005.1_ASM1390000v1_202109200955_42_length_10800_cov_14.813299
GCA_013900005.1_ASM1390000v1,plasmid_AA302,CP057942.1,GCA_013900005.1_ASM1390000v1_202109200955_48_length_4861_cov_34.393813
GCA_013900005.1_ASM1390000v1,plasmid_AA302,CP057943.1,GCA_013900005.1_ASM1390000v1_202109200955_48_length_4861_cov_34.393813
GCA_013900005.1_ASM1390000v1,plasmid_AA302,CP057943.1,GCA_013900005.1_ASM1390000v1_202109200955_61_length_1362_cov_15.914397
GCA_013900005.1_ASM1390000v1,plasmid_novel_8c16f76724fd57f97a20fe2a9464287b,CP057945.1,GCA_013900005.1_ASM1390000v1_202109200955_49_length_4689_cov_387.062879
GCA_013740395.1_ASM1374039v1,plasmid_AB443,CP056450.1,GCA_013740395.1_ASM1374039v1_202109200955_72_length_4324_cov_673.016679
GCA_013740395.1_ASM1374039v1,plasmid_AF098,CP056448.1,GCA_013740395.1_ASM1374039v1_202109200955_60_length_8122_cov_50.509068
GCA_013740395.1_ASM1374039v1,plasmid_AF098,CP056446.1,GCA_013740395.1_ASM1374039v1_202109200955_67_length_5908_cov_16.721674
GCA_013740395.1_ASM1374039v1,plasmid_AF098,CP056446.1,GCA_013740395.1_ASM1374039v1_202109200955_93_length_1196_cov_48.044902
GCA_013740395.1_ASM1374039v1,plasmid_AF098,CP056446.1,GCA_013740395.1_ASM1374039v1_202109200955_93_length_1196_cov_48.044902
GCA_013740395.1_ASM1374039v1,plasmid_AF098,CP056446.1,GCA_013740395.1_ASM1374039v1_202109200955_93_length_1196_cov_48.044902
GCA_013740395.1_ASM1374039v1,plasmid_AF098,CP056448.1,GCA_013740395.1_ASM1374039v1_202109200955_96_length_1100_cov_102.884892
GCA_013740395.1_ASM1374039v1,plasmid_AF098,CP056448.1,GCA_013740395.1_ASM1374039v1_202109200955_96_length_1100_cov_102.884892
GCA_013740395.1_ASM1374039v1,plasmid_AB595,CP056449.1,GCA_013740395.1_ASM1374039v1_202109200955_66_length_6327_cov_398.010161
GCA_013740395.1_ASM1374039v1,plasmid_AA378,CP056447.1,GCA_013740395.1_ASM1374039v1_202109200955_31_length_49789_cov_22.835105
GCA_013740395.1_ASM1374039v1,plasmid_AA378,CP056447.1,GCA_013740395.1_ASM1374039v1_202109200955_35_length_43923_cov_22.483103
GCA_013740395.1_ASM1374039v1,plasmid_AA378,CP056446.1,GCA_013740395.1_ASM1374039v1_202109200955_97_length_1090_cov_96.172378
GCA_013740395.1_ASM1374039v1,plasmid_AA378,CP056446.1,GCA_013740395.1_ASM1374039v1_202109200955_97_length_1090_cov_96.172378
GCA_013740395.1_ASM1374039v1,plasmid_AA378,CP056446.1,GCA_013740395.1_ASM1374039v1_202109200955_97_length_1090_cov_96.172378
GCA_013740395.1_ASM1374039v1,plasmid_AA378,CP056448.1,GCA_013740395.1_ASM1374039v1_202109200955_97_length_1090_cov_96.172378
GCA_014170975.1_ASM1417097v1,plasmid_AA159,CP059950.1,GCA_014170975.1_ASM1417097v1_202109200955_66_length_5489_cov_295.048226
GCA_014170975.1_ASM1417097v1,plasmid_AA324,CP059948.1,GCA_014170975.1_ASM1417097v1_202109200955_39_length_35640_cov_13.460169
GCA_014170975.1_ASM1417097v1,plasmid_AA324,CP059948.1,GCA_014170975.1_ASM1417097v1_202109200955_49_length_15903_cov_14.322634
GCA_014170975.1_ASM1417097v1,plasmid_AA324,CP059948.1,GCA_014170975.1_ASM1417097v1_202109200955_50_length_15680_cov_14.550663
GCA_014170975.1_ASM1417097v1,plasmid_AA324,CP059948.1,GCA_014170975.1_ASM1417097v1_202109200955_51_length_15678_cov_13.126787
GCA_014170975.1_ASM1417097v1,plasmid_AA324,CP059948.1,GCA_014170975.1_ASM1417097v1_202109200955_52_length_15672_cov_14.171722
GCA_014170975.1_ASM1417097v1,plasmid_AA324,CP059948.1,GCA_014170975.1_ASM1417097v1_202109200955_57_length_10036_cov_18.231951
GCA_014170975.1_ASM1417097v1,plasmid_AA324,CP059948.1,GCA_014170975.1_ASM1417097v1_202109200955_59_length_8897_cov_14.482426
GCA_014170975.1_ASM1417097v1,plasmid_AA324,CP059948.1,GCA_014170975.1_ASM1417097v1_202109200955_67_length_5419_cov_14.435792
GCA_014170975.1_ASM1417097v1,plasmid_AA324,CP059948.1,GCA_014170975.1_ASM1417097v1_202109200955_71_length_3606_cov_10.984415
GCA_014170975.1_ASM1417097v1,plasmid_AA324,CP059948.1,GCA_014170975.1_ASM1417097v1_202109200955_72_length_3411_cov_10.648770
GCA_014170975.1_ASM1417097v1,plasmid_AA324,CP059948.1,GCA_014170975.1_ASM1417097v1_202109200955_73_length_2426_cov_7.871009
GCA_014170975.1_ASM1417097v1,plasmid_AA324,CP059948.1,GCA_014170975.1_ASM1417097v1_202109200955_76_length_1934_cov_16.760905
GCA_014170975.1_ASM1417097v1,plasmid_AA147,CP059951.1,GCA_014170975.1_ASM1417097v1_202109200955_65_length_5708_cov_591.159119
GCA_014170975.1_ASM1417097v1,plasmid_AB233,CP059947.1,GCA_014170975.1_ASM1417097v1_202109200955_37_length_38695_cov_51.515537,1,1725
GCA_014170975.1_ASM1417097v1,plasmid_AB233,CP059949.1,GCA_014170975.1_ASM1417097v1_202109200955_37_length_38695_cov_51.515537,1726,38695
GCA_014168955.1_ASM1416895v1,plasmid_AA171,AP022033.1,GCA_014168955.1_ASM1416895v1_202109200955_33_length_22926_cov_12.704417
GCA_014168955.1_ASM1416895v1,plasmid_AA171,AP022033.1,GCA_014168955.1_ASM1416895v1_202109200955_39_length_12636_cov_16.093213
GCA_014168955.1_ASM1416895v1,plasmid_AA171,AP022033.1,GCA_014168955.1_ASM1416895v1_202109200955_42_length_11765_cov_11.964341
GCA_014168955.1_ASM1416895v1,plasmid_AA171,AP022033.1,GCA_014168955.1_ASM1416895v1_202109200955_43_length_10524_cov_12.976059
GCA_014168955.1_ASM1416895v1,plasmid_AA171,AP022033.1,GCA_014168955.1_ASM1416895v1_202109200955_44_length_7992_cov_12.557406
GCA_014168955.1_ASM1416895v1,plasmid_AA171,AP022033.1,GCA_014168955.1_ASM1416895v1_202109200955_46_length_6504_cov_14.727301
GCA_014168955.1_ASM1416895v1,plasmid_AA171,AP022033.1,GCA_014168955.1_ASM1416895v1_202109200955_47_length_6253_cov_13.385406
GCA_014168955.1_ASM1416895v1,plasmid_AA171,AP022033.1,GCA_014168955.1_ASM1416895v1_202109200955_49_length_4973_cov_13.509905
GCA_014168955.1_ASM1416895v1,plasmid_AA171,AP022033.1,GCA_014168955.1_ASM1416895v1_202109200955_52_length_4431_cov_14.209108
GCA_014168955.1_ASM1416895v1,plasmid_AA171,AP022033.1,GCA_014168955.1_ASM1416895v1_202109200955_56_length_3877_cov_15.996267
GCA_014168955.1_ASM1416895v1,plasmid_AA171,AP022033.1,GCA_014168955.1_ASM1416895v1_202109200955_60_length_1530_cov_27.034925
GCA_014168955.1_ASM1416895v1,plasmid_AA171,AP022033.1,GCA_014168955.1_ASM1416895v1_202109200955_60_length_1530_cov_27.034925
GCA_014168955.1_ASM1416895v1,plasmid_AA171,AP022033.1,GCA_014168955.1_ASM1416895v1_202109200955_61_length_1467_cov_12.649937
GCA_014168955.1_ASM1416895v1,plasmid_AA579,AP022035.1,GCA_014168955.1_ASM1416895v1_202109200955_54_length_4214_cov_349.647174
GCA_014168955.1_ASM1416895v1,plasmid_AA977,AP022034.1,GCA_014168955.1_ASM1416895v1_202109200955_48_length_5294_cov_214.673118
GCA_013835585.1_ASM1383558v1,plasmid_AA168,CP057474.1,GCA_013835585.1_ASM1383558v1_202109200955_22_length_82962_cov_23.455436
GCA_013835585.1_ASM1383558v1,plasmid_AA168,CP057473.1,GCA_013835585.1_ASM1383558v1_202109200955_82_length_1052_cov_151.696216
GCA_013835585.1_ASM1383558v1,plasmid_AA168,CP057473.1,GCA_013835585.1_ASM1383558v1_202109200955_82_length_1052_cov_151.696216
GCA_013835585.1_ASM1383558v1,plasmid_AA168,CP057473.1,GCA_013835585.1_ASM1383558v1_202109200955_82_length_1052_cov_151.696216
GCA_013835585.1_ASM1383558v1,plasmid_AA168,CP057473.1,GCA_013835585.1_ASM1383558v1_202109200955_82_length_1052_cov_151.696216
GCA_013835585.1_ASM1383558v1,plasmid_AA168,CP057473.1,GCA_013835585.1_ASM1383558v1_202109200955_82_length_1052_cov_151.696216
GCA_013835585.1_ASM1383558v1,plasmid_AA168,CP057473.1,GCA_013835585.1_ASM1383558v1_202109200955_82_length_1052_cov_151.696216
